gold_id,category_code,leaf,source,item_text,description,provider,farm,audit_reason,verify_flag,direction,split
SA-00993,EXP-12.1,Analisis Suelo y forraje,silver_audit,PLANILLA NUMERO 76449 - ANALISIS : COOP-FECAS-SEDIMENTACION,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,ollama classify + claude audit vs description,,,
SA-00994,EXP-12.1,Analisis Suelo y forraje,silver_audit,PLANILLA NUMERO 76450 - ANALISIS : COOP-FECAS-SEDIMENTACION,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,ollama classify + claude audit vs description,,,
SA-00995,EXP-11.4,Bencina,silver_audit,Aramco Gasolina 93,,Estaciones de Serv. Paola Uslar Molina E.I.R.L.,,ollama classify + claude audit vs description,,,
SA-00996,EXP-8.2,Pradera Rotacion Corta,silver_audit,SEMILLA BALLICA PASTURE PACK KABUL 25 KG,^ ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! ^ !==============================!==============================!==============================! ^ ! CU01 03-04-2026 663.980 ! CU02 03-05-2026 663.980 ! CU03 02-06-2026 663.980 ! ^ ! CU04 02-07-2026 663.980 ! CU05 01-08-2026 663.979,COAGRA S.A.,,ollama classify + claude audit vs description,,,
SA-00997,ING-0.4,VENTA TERNEROS,silver_audit,VENTA DE TERNERAS,,ANTILLANCA SPA,,ollama classify + claude audit vs description,,,
SA-00998,ING-0.3,VENTA VAQUILLAS,silver_audit,VENTA DE VAQUILLAS,,ANTILLANCA SPA,,ollama classify + claude audit vs description,,,
SA-00999,ING-0.4,VENTA TERNEROS,silver_audit,VENTAS TERNEROS,DESDE RAICES FMA 153347973,ANTILLANCA SPA,,ollama classify + claude audit vs description,,,
RG-00654,EXP-6.1,Fosforo,client_product_rule,FOSFATO DIAMONICO,,,,Client-confirmed product-to-category mapping.,,,
RG-00655,EXP-6.1,Fosforo,client_product_rule,TREFOS,,,,Client-confirmed product-to-category mapping.,,,
RG-00656,EXP-2.1,Terapias Secado,client_product_rule,UBRISEC,,,,Client-confirmed product-to-category mapping.,,,
RG-00657,EXP-2.1,Terapias Secado,client_product_rule,FATROXIMIN,,,,Client-confirmed product-to-category mapping.,,,
RG-00658,EXP-2.1,Terapias Secado,client_product_rule,SEPRAVIN,,,,Client-confirmed product-to-category mapping.,,,
RG-00659,EXP-8.4,Otros Cultivos,client_product_rule,SEM.RAPS FORR.SPITFIRE DES.     CTE,22000536,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-00660,EXP-8.4,Otros Cultivos,client_product_rule,SEM. RAPS FORR. PILLAR IMP.CTE. DES,22000793,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
SR-00001,EXP-8.1,Pradera Perenne,client_service_rule,SIEMBRA PRADERA PERENNE,SIEMBRA PRADERA PERENNE,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00002,EXP-8.2,Pradera Rotacion Corta,client_service_rule,SIEMBRA PRADERA ROTACION CORTA,SIEMBRA PRADERA ROTACION CORTA,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00003,EXP-8.4,Otros Cultivos,client_service_rule,SIEMBRA OTROS CULTIVOS,SIEMBRA OTROS CULTIVOS,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00004,EXP-8.3,Repoblamiento,client_service_rule,SIEMBRA REPOBLAMIENTO,SIEMBRA REPOBLAMIENTO,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00005,EXP-8.1,Pradera Perenne,client_service_rule,PREPARACION SUELO PRADERA PERENNE,PREPARACION SUELO PRADERA PERENNE,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00006,EXP-8.2,Pradera Rotacion Corta,client_service_rule,PREPARACION SUELO ROTACION CORTA,PREPARACION SUELO ROTACION CORTA,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
SR-00007,EXP-8.4,Otros Cultivos,client_service_rule,PREPARACION SUELO OTROS CULTIVOS,PREPARACION SUELO OTROS CULTIVOS,,,Client-provided standardized service description for future invoice descriptions (servicios sheet).,,,
CF-00001,EXP-10.1,Mantencion Sala,file_audit_corrected,MANGAS PARA ORDEA MECANICA,MANGA REUTILIZABLE IMPERMEABLE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,Dairy-shed milking-machine liner/rubberware; taxonomy EXP-10.1 explicitly covers rubberware. Corrected from conflicting EXP-2.6/EXP-2.5 folder placements.,,,
CF-00002,EXP-14.3,Mantencion Agua y Purines,file_audit_corrected,"CAERIA NEGRA PN4 1""","CAERIA NEGRA PN4 1""",COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,Black HDPE water pipe; taxonomy EXP-14.3 explicitly covers water supply pipes/fittings. Corrected from conflicting EXP-2.6/EXP-4.1 folder placements.,,,
CF-00003,EXP-13.1,Mantencion Maquinaria,file_audit_corrected,ACEITE 2T STHIL X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,,STIHL 2-stroke engine oil for power tools (chainsaw/brushcutter); taxonomy EXP-13.1 covers machinery oil/lubricants. Corrected from conflicting EXP-2.2/EXP-16.1 folder placements.,,,
CF-00004,EXP-10.3,Detergentes e higenizantes,file_audit_corrected,SOLUTION 60 LTS,,HGS DAIRY SOLUTIONS SPA,,Matches client-confirmed RG-00566 'SOLUTION 60 lts' (GEA Farm Technologies) already gold as EXP-10.3 Detergentes e higenizantes. Corrected from conflicting EXP-10.2/EXP-10.4 folder placements.,,,
CF-00005,EXP-10.1,Mantencion Sala,file_audit_corrected,FILTRO LECHE 60 MM * 455 - 370 UN,,HGS DAIRY SOLUTIONS SPA,,"Milk filter cartridge, dairy-shed rubberware/consumable; taxonomy EXP-10.1 description explicitly lists 'filtros'. Corrected from conflicting EXP-10.3/EXP-10.4 folder placements.",,,
CF-00006,EXP-2.4,Sales Minerales,file_audit_corrected,SALFORT PASTOREO X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,,Matches client-confirmed COLUN product-rule pattern (RG-00132/00295/00407 'SALFORT...' -> EXP-2.4 Sales Minerales). Corrected from conflicting EXP-5.2/EXP-14.3 folder placements.,,,
CF-00007,EXP-7.0,AGROQUIMICOS,file_audit_corrected,TORDON 101 X 4 LT,TORDON 101,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Tordon 101 (picloram + 2,4-D) is a herbicide; taxonomy EXP-7.0 AGROQUIMICOS covers weed/pest chemicals. Matches existing gold for the same product from other providers (SA-00944, SA-00949, both EXP-7.0). None of the 4 conflicting folder categories were correct.",,,
RG-01000,EXP-7.0,AGROQUIMICOS,client_product_rule,TORDON 101 ( 4 L.),21000019,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01001,EXP-7.0,AGROQUIMICOS,client_product_rule,LONTREL 3A ( 1 L.),21000039,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01002,EXP-7.0,AGROQUIMICOS,client_product_rule,HEAT (150 G.),21000138,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01003,EXP-7.0,AGROQUIMICOS,client_product_rule,STARANE XTRA ( 1 L.),21000144,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01004,EXP-7.0,AGROQUIMICOS,client_product_rule,KARATE ZEON (SYNGEN) ( 1 L.),21000491,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01005,EXP-7.0,AGROQUIMICOS,client_product_rule,SILWET ( 1 L.),21000797,COOPRINSEM,,Client-confirmed product-to-category mapping.,,,
RG-01006,EXP-7.0,AGROQUIMICOS,client_product_rule,M.C.P.A X 1 LT,7006564,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01007,EXP-7.0,AGROQUIMICOS,client_product_rule,CAIMAN (BANVEL) 75 % WG X KL,7061930,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01008,EXP-7.0,AGROQUIMICOS,client_product_rule,M.C.P.A X 10 LT,7614394,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01009,EXP-7.0,AGROQUIMICOS,client_product_rule,TORDON 101 X 1 LT,7012572,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01010,EXP-7.0,AGROQUIMICOS,client_product_rule,TORDON 24 K 1 LT,7035882,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01011,EXP-7.0,AGROQUIMICOS,client_product_rule,RANGO FULL X 20 LT.,7009172,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01012,EXP-7.0,AGROQUIMICOS,client_product_rule,STARANE XTRA X 5 LTS,7602075,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01013,EXP-7.0,AGROQUIMICOS,client_product_rule,LI - 700 X 10 LT.,7607110,COLUN,,Client-confirmed product-to-category mapping.,,,
RG-01014,EXP-7.0,AGROQUIMICOS,client_product_rule,CAIMAN 70 WG ( 1 KG.),21000056,COOPRINSEM,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01015,EXP-7.0,AGROQUIMICOS,client_product_rule,TORDON 101 X 4 LT,7602978,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01016,EXP-7.0,AGROQUIMICOS,client_product_rule,SILWET X 1 LT,7033286,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01017,EXP-7.0,AGROQUIMICOS,client_product_rule,VENCEWEED 100 E X 1 LT.,7019860,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01018,EXP-7.0,AGROQUIMICOS,client_product_rule,PRESIDE 80 WP X 300 GRS.,7610219,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01019,EXP-7.0,AGROQUIMICOS,client_product_rule,KARATE   1 LT.,7041114,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01020,EXP-7.0,AGROQUIMICOS,client_product_rule,GLADIADOR 450 WP X 250 GR,7603287,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01021,EXP-7.0,AGROQUIMICOS,client_product_rule,ENGEO 247 SC X 1LT,7603295,COLUN,,Client product-list entry: client assigned CUENTA=AGROQUIMICOS -> EXP-7.0 (provider/size variant of an existing item).,,,
RG-01022,ADM-1.2,Comunicaciones e Internet,file_audit,Servicios de internet,"Rural TitÃ¡n 15Mbps/10Mbps, MES DE NOVIEMBRE DE 2025",NETSKY SPA,,"Folder audit (newest_example_folders); folder ""COMUNICACIONES E INTERNET"" matches taxonomy for ADM-1.2.",,,
RG-01023,ADM-1.5,Colacion y Alojamiento,file_audit,SERVICIOS DE ALOJAMIENTO,RESERVA ID 103631 HAB 109 - TPL Hotel Diego de Almagro Los Angeles DESDE 01-10-2025 A 02-10-2025 CRISTIAN ANGUITA YV,COMERCIAL MAIFA LTDA.,,"Folder audit (newest_example_folders); folder ""COLACION Y ALOJAMIENTO"" matches taxonomy for ADM-1.5.",,,
RG-01024,EXP-1.1,Otros Gastos RRHH,file_audit,Curso :PrevenciÃ³n Y Manejo De Enfermedades En El Ganado Bovino,"Curso PrevenciÃ³n y Manejo de Enfermedades en el Ganado Bovino, CÃ³d. Sence 1238078788, NÂ° Horas 21, F. Inicio 17-06-26, F. TÃ©rmino 19-06-26, Lugar de realizaciÃ³n Avenida RenÃ© Soriano NÂ° 2615, Osorno, NÂ° AcciÃ³n Sence 6825187, NÂ° de participantes 1. InformaciÃ³n solicitada por Sence, incluida en certificado de asistencia.^ ^",FundaciÃ³n de InstrucciÃ³n AgrÃ­cola Adolfo Matthei,,"Folder audit (newest_example_folders); folder ""OTROS GASTOS RRHH"" matches taxonomy for EXP-1.1.",,,
RG-01025,EXP-1.1,Otros Gastos RRHH,file_audit,Curso TÃ©cnicas De Control Y PrevenciÃ³n De Cojeras En Vacas Lecheras,,FundaciÃ³n de InstrucciÃ³n AgrÃ­cola Adolfo Matthei,,"Folder audit (newest_example_folders); folder ""OTROS GASTOS RRHH"" matches taxonomy for EXP-1.1.",,,
RG-01026,EXP-1.1,Otros Gastos RRHH,file_audit,EMPANADAS DE HORNO,,MINERVA RUTH ARELLANO VASQUEZ,,"Folder audit (newest_example_folders); folder ""OTROS GASTOS RRHH"" matches taxonomy for EXP-1.1.",,,
RG-01027,EXP-11.1,Electricidad Lecheria,file_audit,AdministraciÃ³n del Servicio,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01028,EXP-11.1,Electricidad Lecheria,file_audit,Cargo Fondo de EstabilizaciÃ³n Ley 21.472,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01029,EXP-11.1,Electricidad Lecheria,file_audit,Cargo mensual por demanda mÃ¡xima de Potencia LeÃ­da,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01030,EXP-11.1,Electricidad Lecheria,file_audit,Cargo mensual por demanda mÃ¡xima de Potencia LeÃ­da Hora Punta,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01031,EXP-11.1,Electricidad Lecheria,file_audit,"Cargo mensual por demanda mÃ¡xima leida de potencia en horas de punta ( 56,480 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01032,EXP-11.1,Electricidad Lecheria,file_audit,Cargo por Servicio PÃºblico,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01033,EXP-11.1,Electricidad Lecheria,file_audit,InterÃ©s por mora EnergÃ­a,,CIA ELECTRICA OSORNO S A,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01034,EXP-11.1,Electricidad Lecheria,file_audit,Pago de cuenta fuera de plazo,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01035,EXP-11.1,Electricidad Lecheria,file_audit,Servicio publico,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,"Folder audit (newest_example_folders); folder ""ELECTRICIDAD LECHERIA"" matches taxonomy for EXP-11.1.",,,
RG-01036,EXP-11.4,Bencina,file_audit,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,"Folder audit (newest_example_folders); folder ""BENCINA"" matches taxonomy for EXP-11.4.",,,
RG-01037,EXP-12.2,Analisis Animales,file_audit,T3 LOTE (S),,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"Folder audit (newest_example_folders); folder ""ANALISIS ANIMALES"" matches taxonomy for EXP-12.2.",,,
RG-01038,EXP-12.2,Analisis Animales,file_audit,T3 RCS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"Folder audit (newest_example_folders); folder ""ANALISIS ANIMALES"" matches taxonomy for EXP-12.2.",,,
RG-01039,EXP-13.1,Mantencion Maquinaria,file_audit,Item,Servicios de MantenciÃ³n~SERVICIO DE MANTENIMIENTO PREVENTIVO 1BM6115JCRD601743,SALINAS Y FABRES S.A.,,"Folder audit (newest_example_folders); folder ""MANTENCION MAQUINARIA"" matches taxonomy for EXP-13.1.",,,
RG-01040,EXP-2.5,Otros Medicamentos,file_audit,TOCOPER X 250 ML,TOCOPER 250 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.2,EXP-2.4,EXP-2.5,EXP-2.6,EXP-7.0,EXP-8.1]; assigned EXP-2.5 by item semantics vs taxonomy.",,,
RG-01041,EXP-14.2,Mantencion Cercos,file_audit,ALAMBRE GALV. # 14 POR KILOS,ALAMBRE GALV. # 14 POR KILOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.2,EXP-2.5,EXP-2.6,EXP-7.0,EXP-8.1]; assigned EXP-14.2 by item semantics vs taxonomy.",,,
RG-01042,EXP-2.5,Otros Medicamentos,file_audit,KET - 10 X 50 ML,KET - 10 X 50 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.2,EXP-2.5,EXP-2.6,EXP-7.0,EXP-8.1]; assigned EXP-2.5 by item semantics vs taxonomy.",,,
RG-01043,EXP-2.2,Medicamentos Mastitis,file_audit,PATHOZONE X 10 JER,PATHOZONE X 10 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.2,EXP-2.5,EXP-2.6,EXP-7.0,EXP-8.1]; assigned EXP-2.2 by item semantics vs taxonomy.",,,
RG-01044,EXP-14.2,Mantencion Cercos,file_audit,CABLE POLY BLA 6SS 500M (G62007),CABLE POLY BLA 6SS 500M (G62007),COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.4,EXP-2.6]; assigned EXP-14.2 by item semantics vs taxonomy.",,,
RG-01045,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,GUANTE LARGO NITRILO L SHOOF 204627,GUANTE LARGO NITRILO L MARCA SHOOF,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.4,EXP-2.6]; assigned EXP-2.6 by item semantics vs taxonomy. [Corrected to match client_product_rule label for identical item.]",,,
RG-01046,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,MANGA PALPACION ECOGAN SHOOF 219511,MANGA PALPACION ECOGAN,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.4,EXP-2.6]; assigned EXP-2.6 by item semantics vs taxonomy. [Corrected to match client_product_rule label for identical item.]",,,
RG-01047,EXP-2.6,Otros Gastos Salud Animal,file_audit,PEGAMENTO BOVIBOND X 210 ML,PEGAMENTO BOVIBOND X 210 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-14.2,EXP-16.1,EXP-2.4,EXP-2.6]; assigned EXP-2.6 by item semantics vs taxonomy.",,,
RG-01048,EXP-14.3,Mantencion Agua y Purines,file_audit,SERVICIO TÃCNICO,"LIMPIEZA DE POZO 6"" ACERO FUNDO YUTRECO, SECTOR MULPULMO - OSORNO (POZO NÂ°2759) Forma de Pago: CRÃDITO 30 DÃAS",SONDAJES PERFOMAQ SA,,"Folder audit (newest_example_folders); folder ""MANTENCION AGUA Y PURINES"" matches taxonomy for EXP-14.3.",,,
RG-01049,EXP-15.1,Servicios Agronomicos,file_audit,ASESORIA AGROPECUARIA,,SOC ROBERTO AICHELE Y CIA LIMITADA,,"Folder audit (newest_example_folders); folder ""SERVICIOS AGRONOMICOS"" matches taxonomy for EXP-15.1.",,,
RG-01050,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,BOTA BEKINA STEPLITE NORMAL NÂ° 40,BOTA BEKINA STEPLITE NORMAL NÂ° 40,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""ROPA Y HERRAMIENTAS DE TRABAJO"" matches taxonomy for EXP-16.1.",,,
RG-01051,EXP-16.2,Otros Gastos Campo,file_audit,SERVICIO DE RETIRO Y,DISPOSICION FINAL DE RESIDUOS PLASTICOS,SOCIEDAD COMERCIAL VITACYCLE LIMITADA,,"Folder audit (newest_example_folders); folder ""OTROS GASTOS CAMPO"" matches taxonomy for EXP-16.2.",,,
RG-01052,EXP-2.1,Terapias Secado,file_audit,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""TERAPIAS SECADO"" matches taxonomy for EXP-2.1.",,,
RG-01053,EXP-2.3,Vacunas,file_audit,VACUNA CATTLEMASTER GOLD 25 DOSIS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"Folder audit (newest_example_folders); folder ""VACUNAS"" matches taxonomy for EXP-2.3.",,,
RG-01054,EXP-2.3,Vacunas,file_audit,VACUNA CATTLEMASTER GOLD FP5 L5 25 DOSIS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"Folder audit (newest_example_folders); folder ""VACUNAS"" matches taxonomy for EXP-2.3.",,,
RG-01055,EXP-2.4,Sales Minerales,file_audit,VITAMIN+ TERNERO X 10 BOLOS,VITAMIN+ TERNERO X 10 BOLOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""SALES MINERALES"" matches taxonomy for EXP-2.4.",,,
RG-01056,EXP-4.2,Bolos Silo,file_audit,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01057,EXP-4.2,Bolos Silo,file_audit,Bolos demaihue,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01058,EXP-4.2,Bolos Silo,file_audit,Bolos maitÃ©n,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01059,EXP-4.2,Bolos Silo,file_audit,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01060,EXP-4.2,Bolos Silo,file_audit,CONFECCIÃN BOLOS PRADERA,CONFECCIÃN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01061,EXP-4.2,Bolos Silo,file_audit,ConfecciÃ³n de bolos,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS SILO"" matches taxonomy for EXP-4.2.",,,
RG-01064,EXP-4.3,Bolos Heno,file_audit,Bolos pasto seco,,HECTOR ADRIAN VALENZUELA PAREDES,,"Folder audit (newest_example_folders); folder ""BOLOS HENO"" matches taxonomy for EXP-4.3.",,,
RG-01065,EXP-5.1,Concentrado Vacas,file_audit,MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ,,COMPAÃÃA AGROPECUARIA COPEVAL S.A.,,"Folder audit (newest_example_folders); folder ""CONCENTRADO VACAS"" matches taxonomy for EXP-5.1.",,,
RG-01066,EXP-5.2,Concentrado Crianza,file_audit,T. COLUN CRECIMIENTO X 25 KG,T. COLUN CRECIMIENTO X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""CONCENTRADO CRIANZA"" matches taxonomy for EXP-5.2.",,,
RG-01067,EXP-5.3,Concentrado Otros Animales,file_audit,COLMILLO BLANCO X 20KG (ADULTO&CACHORRO),COLMILLO BLANCO X 20KG (ADULTO&CACHORRO),COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""CONCENTRADO OTROS ANIMALES"" matches taxonomy for EXP-5.3.",,,
RG-01068,EXP-5.3,Concentrado Otros Animales,file_audit,MAIZ HOJUELA COLUN X 25 KG,MAIZ HOJUELA COLUN X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""CONCENTRADO OTROS ANIMALES"" matches taxonomy for EXP-5.3.",,,
RG-01069,EXP-5.3,Concentrado Otros Animales,file_audit,PERRO FIT FORMULA ADULTO X 20 KG,PERRO FIT FORMULA ADULTO X 20 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""CONCENTRADO OTROS ANIMALES"" matches taxonomy for EXP-5.3.",,,
RG-01070,EXP-5.5,Sustituto Lacteo,file_audit,SUSTITUTO LACTEO COLUN (SPT) 25 KG,SUSTITUTO LACTEO COLUN (SPT) 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders). Polluted multi-category invoice filed in [EXP-5.3,EXP-5.5]; assigned EXP-5.5 by item semantics vs taxonomy.",,,
RG-01071,EXP-5.5,Sustituto Lacteo,file_audit,SUST. KALMILAC PLUS 25 KGS SCHILS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"Folder audit (newest_example_folders); folder ""SUSTITUTO LACTEO"" matches taxonomy for EXP-5.5.",,,
RG-01072,EXP-6.2,Nitrogeno,file_audit,UREA GRANULADA FUNDO,UREA GRANULADA FUNDO,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""NITROGENO"" matches taxonomy for EXP-6.2.",,,
RG-01073,EXP-8.1,Pradera Perenne,file_audit,SEMILLA TREBOL BLANCO KOTUKU X 4 KG,SEMILLA TREBOL BLANCO KOTUKU,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""PRADERA ROTACION CORTA"" matches taxonomy for EXP-8.2. [Corrected to match client_product_rule label for identical item.]",,,
RG-01074,EXP-8.1,Pradera Perenne,file_audit,SEMILLA TREBOL BLANCO RURU X 4 KG,SEMILLA TREBOL BLANCO RURU,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,"Folder audit (newest_example_folders); folder ""PRADERA ROTACION CORTA"" matches taxonomy for EXP-8.2. [Corrected to match client_product_rule label for identical item.]",,,
RG-01075,EXP-9.1,Energia Electrica Riego,file_audit,"Cargo mensual por demanda mÃ¡xima leida de potencia en horas de punta ( 0,040 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,,"Folder audit (newest_example_folders); folder ""ENERGIA ELECTRICA RIEGO"" matches taxonomy for EXP-9.1.",,,
RG-01076,EXP-2.5,Otros Medicamentos,client_product_rule,TUBERCULINA CZV PPD BOVINA 50 DS.,10000923,COOPRINSEM,,"Client product-list (newest list, Productos tab): SUBCUENTA ""OTROS MEDICAMENTOS"" -> EXP-2.5.",,,
