check,key,gold_id,category_code,leaf,source,item_text,description,provider
B_item_text+description,YUTRECO FERTILIZANTE RIEGO FERTILIZANTE UREA S MART BLUE 50 K HA,SA-00839,EXP-6.5,Otros Fertilizantes,silver_audit,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,YUTRECO FERTILIZANTE RIEGO FERTILIZANTE UREA S MART BLUE 50 K HA,SP-00449,EXP-6.2,Nitrogeno,silver_audit_v2,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,RG-00560,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,RG-00561,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,RG-00562,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,RG-00563,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,RG-00564,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
C_item_text+description+provider,ARRIENDO OCTUBRE 25 ADDVISE SPA,SP-00400,EXP-15.5,Servicios Agricolas,silver_audit_v2,Arriendo Octubre 25,,ADDVISE SPA
C_item_text+description+provider,BOLOS BRAMADERO HECTOR ADRIAN VALENZUELA PAREDES,RG-01056,EXP-4.2,Bolos Silo,file_audit,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,BOLOS BRAMADERO HECTOR ADRIAN VALENZUELA PAREDES,SP-00441,EXP-15.3,Fletes,silver_audit_v2,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,BOLOS DE PAJA SEGUN GUIA DE DESPACHO N 2145 48 BOLOS EQUIVALENTES A 8 770 KG SOC COMERCIAL AGRO TRUST LTDA,SA-00833,EXP-5.4,Bolos,silver_audit,BOLOS DE PAJA,Según guía de despacho N° 2145 48 Bolos equivalentes a 8.770 kg.,SOC COMERCIAL AGRO-TRUST LTDA
C_item_text+description+provider,BOLOS DE PAJA SEGUN GUIA DE DESPACHO N 2145 48 BOLOS EQUIVALENTES A 8 770 KG SOC COMERCIAL AGRO TRUST LTDA,SP-00437,EXP-4.2,Bolos Silo,silver_audit_v2,BOLOS DE PAJA,Según guía de despacho N° 2145 48 Bolos equivalentes a 8.770 kg.,SOC COMERCIAL AGRO-TRUST LTDA
C_item_text+description+provider,BOLOS PAJA DE TRIGO SEGUN GUIA DESPACHO 573 574 575 579 580 SERVICIOS AGRICOLAS OSORNO SPA,SA-00837,EXP-4.3,Bolos Heno,silver_audit,Bolos Paja de Trigo,"Según Guía Despacho 573, 574, 575,579, 580",SERVICIOS AGRICOLAS OSORNO SPA
C_item_text+description+provider,BOLOS PAJA DE TRIGO SEGUN GUIA DESPACHO 573 574 575 579 580 SERVICIOS AGRICOLAS OSORNO SPA,SP-00436,EXP-5.3,Concentrado Otros Animales,silver_audit_v2,Bolos Paja de Trigo,"Según Guía Despacho 573, 574, 575,579, 580",SERVICIOS AGRICOLAS OSORNO SPA
C_item_text+description+provider,BOLOS SILO CHAPILCAHUIN 20 BOLOS SILO EMPASTADAS ARRIENDO SERVICIOS AGRICOLAS CORPAL SPA,SA-00517,EXP-4.3,Bolos Heno,file_audit,BOLOS SILO CHAPILCAHUIN,20 bolos silo empastadas arriendo,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,BOLOS SILO CHAPILCAHUIN 20 BOLOS SILO EMPASTADAS ARRIENDO SERVICIOS AGRICOLAS CORPAL SPA,SP-00434,EXP-4.2,Bolos Silo,silver_audit_v2,BOLOS SILO CHAPILCAHUIN,20 bolos silo empastadas arriendo,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,BOLOS SILO RAICES F2 BOLOS SILO F2 22 BOLOS EN 6 HA TOTAL SERVICIOS AGRICOLAS CORPAL SPA,SA-00507,EXP-4.2,Bolos Silo,file_audit,BOLOS SILO RAICES F2,Bolos silo f2 22 bolos en 6 ha total,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,BOLOS SILO RAICES F2 BOLOS SILO F2 22 BOLOS EN 6 HA TOTAL SERVICIOS AGRICOLAS CORPAL SPA,SP-00435,EXP-5.4,Bolos,silver_audit_v2,BOLOS SILO RAICES F2,Bolos silo f2 22 bolos en 6 ha total,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,CHAPILCAHUIN FERTILIZANTE APLICACION DE FERTILIZANTE TRIPLE 97 HA SERVICIOS AGRICOLAS CORPAL SPA,SA-00964,EXP-6.5,Otros Fertilizantes,silver_audit,CHAPILCAHUIN FERTILIZANTE,APLICACION DE FERTILIZANTE TRIPLE 97 HA,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,CHAPILCAHUIN FERTILIZANTE APLICACION DE FERTILIZANTE TRIPLE 97 HA SERVICIOS AGRICOLAS CORPAL SPA,SP-00457,EXP-7.0,AGROQUIMICOS,silver_audit_v2,CHAPILCAHUIN FERTILIZANTE,APLICACION DE FERTILIZANTE TRIPLE 97 HA,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,CONF BOLOS BRAMADERO HECTOR ADRIAN VALENZUELA PAREDES,RG-01059,EXP-4.2,Bolos Silo,file_audit,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,CONF BOLOS BRAMADERO HECTOR ADRIAN VALENZUELA PAREDES,SP-00438,EXP-5.4,Bolos,silver_audit_v2,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,CONF BOLOS TINEO HECTOR ADRIAN VALENZUELA PAREDES,SA-00503,EXP-4.2,Bolos Silo,file_audit,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,CONF BOLOS TINEO HECTOR ADRIAN VALENZUELA PAREDES,SP-00439,EXP-15.3,Fletes,silver_audit_v2,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,CONFECCION BOLOS PRADERA CONFECCION BOLOS 196 TOTALES SERVICIOS AGRICOLAS CORPAL SPA,SA-00841,EXP-4.2,Bolos Silo,silver_audit,CONFECCIÓN BOLOS PRADERA,CONFECCIÓN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,CONFECCION BOLOS PRADERA CONFECCION BOLOS 196 TOTALES SERVICIOS AGRICOLAS CORPAL SPA,SP-00419,EXP-4.3,Bolos Heno,silver_audit_v2,CONFECCIÓN BOLOS PRADERA,CONFECCIÓN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,DIFERENCIA BOLOS TINEO HECTOR ADRIAN VALENZUELA PAREDES,SA-00504,EXP-4.2,Bolos Silo,file_audit,Diferencia bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,DIFERENCIA BOLOS TINEO HECTOR ADRIAN VALENZUELA PAREDES,SP-00440,EXP-15.3,Fletes,silver_audit_v2,Diferencia bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 153 KWH COOPERATIVA ELECTRICA PAILLACO LIMITADA,SA-00957,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida ( 153 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 153 KWH COOPERATIVA ELECTRICA PAILLACO LIMITADA,SP-00060,EXP-11.2,Electricidad Casas e Instalaciones,silver_audit_v2,Electricidad consumida ( 153 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 456 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SA-00948,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 456 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 456 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SP-00128,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 456 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 5400 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SA-00910,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 5400 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 5400 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SP-00118,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 5400 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 6240 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SA-00855,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 6240 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SP-00147,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 7620 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SA-00882,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 7620 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SP-00126,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 923 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SA-00869,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 923 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,ELECTRICIDAD CONSUMIDA 923 KWH COOPERATIVA RURAL ELECT R BUENO LTDA,SP-00143,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 923 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
C_item_text+description+provider,GASTOS COBRANZA RUTA DEL MAIPO SOCIEDAD CONCESIONARIA S A,SA-00047,ADM-1.4,Movilizacion,silver_audit,Gastos Cobranza,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A."
C_item_text+description+provider,GASTOS COBRANZA RUTA DEL MAIPO SOCIEDAD CONCESIONARIA S A,SP-00019,ADM-1.7,Otros Gastos Administracion,silver_audit_v2,Gastos Cobranza,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A."
C_item_text+description+provider,GASTOS GESTION COBRANZAS SOCIEDAD CONCESIONARIA COSTANERA NORTE S A,SA-00167,ADM-1.4,Movilizacion,silver_audit,Gastos Gestión Cobranzas,,Sociedad Concesionaria Costanera Norte S.A.
C_item_text+description+provider,GASTOS GESTION COBRANZAS SOCIEDAD CONCESIONARIA COSTANERA NORTE S A,SP-00018,ADM-1.7,Otros Gastos Administracion,silver_audit_v2,Gastos Gestión Cobranzas,,Sociedad Concesionaria Costanera Norte S.A.
C_item_text+description+provider,INTERES POR MORA ENERGIA CIA ELECTRICA OSORNO S A,SA-00857,EXP-9.1,Energia Electrica Riego,silver_audit,Interés por mora Energía,,CIA ELECTRICA OSORNO S A
C_item_text+description+provider,INTERES POR MORA ENERGIA CIA ELECTRICA OSORNO S A,SP-00469,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Interés por mora Energía,,CIA ELECTRICA OSORNO S A
C_item_text+description+provider,KILOS PAJA DE TRIGO CANTIDAD 39 MAXIFARDOS ACOPLADO JF 2403 AGRICOLA LAS LOMAS LIMITADA,SA-00836,EXP-4.3,Bolos Heno,silver_audit,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA
C_item_text+description+provider,KILOS PAJA DE TRIGO CANTIDAD 39 MAXIFARDOS ACOPLADO JF 2403 AGRICOLA LAS LOMAS LIMITADA,SP-00433,EXP-5.4,Bolos,silver_audit_v2,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA
C_item_text+description+provider,LIMPIEZA SILO 33 T MANTENCION INDUSTRIAL DEL SUR LIMITADA,SA-00828,EXP-10.4,Otros Gastos Lecheria,silver_audit,Limpieza silo 33 T,,MANTENCION INDUSTRIAL DEL SUR LIMITADA
C_item_text+description+provider,LIMPIEZA SILO 33 T MANTENCION INDUSTRIAL DEL SUR LIMITADA,SP-00309,EXP-14.1,Mantencion Caminos,silver_audit_v2,Limpieza silo 33 T,,MANTENCION INDUSTRIAL DEL SUR LIMITADA
C_item_text+description+provider,MAXXIFARDOS SERVICIOS AGRICOLAS MECANIZADOS SPA,SA-00940,EXP-5.4,Bolos,silver_audit,Maxxifardos,,SERVICIOS AGRICOLAS MECANIZADOS SPA
C_item_text+description+provider,MAXXIFARDOS SERVICIOS AGRICOLAS MECANIZADOS SPA,SP-00416,EXP-4.2,Bolos Silo,silver_audit_v2,Maxxifardos,,SERVICIOS AGRICOLAS MECANIZADOS SPA
C_item_text+description+provider,MIPRO PASTOREO SKYLINE FUNDO BRAMADEROS SANO NUTRICION ANIMAL MODERNA SPA,SA-00405,EXP-2.4,Sales Minerales,file_audit,Mipro Pastoreo Skyline,//FUNDO BRAMADEROS,SANO - NUTRICION ANIMAL MODERNA SPA
C_item_text+description+provider,MIPRO PASTOREO SKYLINE FUNDO BRAMADEROS SANO NUTRICION ANIMAL MODERNA SPA,SP-00430,EXP-5.3,Concentrado Otros Animales,silver_audit_v2,Mipro Pastoreo Skyline,//FUNDO BRAMADEROS,SANO - NUTRICION ANIMAL MODERNA SPA
C_item_text+description+provider,MOVIMIENTOS DE BOLOS AGRICOLA J S E LIMITADA,SA-00763,EXP-5.4,Bolos,silver_audit,MOVIMIENTOS DE BOLOS,,AGRÍCOLA J-S-E LIMITADA
C_item_text+description+provider,MOVIMIENTOS DE BOLOS AGRICOLA J S E LIMITADA,SP-00315,EXP-4.2,Bolos Silo,silver_audit_v2,MOVIMIENTOS DE BOLOS,,AGRÍCOLA J-S-E LIMITADA
C_item_text+description+provider,ORBENIN X 36 JER ORBENIN X 36 JER COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA,RG-01052,EXP-2.1,Terapias Secado,file_audit,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
C_item_text+description+provider,ORBENIN X 36 JER ORBENIN X 36 JER COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA,SP-00412,EXP-2.5,Otros Medicamentos,silver_audit_v2,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
C_item_text+description+provider,PERIODO DE COBERTURA AGOSTO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00933,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura agosto 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA AGOSTO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00028,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura agosto 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA ENERO 2026 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00985,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura enero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA ENERO 2026 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00036,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura enero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA FEBRERO 2026 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00990,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura febrero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA FEBRERO 2026 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00034,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura febrero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA JULIO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00920,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura julio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA JULIO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00032,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura julio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA JUNIO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00909,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura junio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA JUNIO 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00030,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura junio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA OCTUBRE 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SA-00752,ADM-2.2,Seguros Trabajadores,file_audit,Periodo de Cobertura octubre 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERIODO DE COBERTURA OCTUBRE 2025 CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,SP-00026,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura octubre 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
C_item_text+description+provider,PERNO COLECTOR SIN CIERRE GEA FARM TECHNOLOGIES OSORNO LTDA,SA-00830,EXP-10.4,Otros Gastos Lecheria,silver_audit,PERNO COLECTOR SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,PERNO COLECTOR SIN CIERRE GEA FARM TECHNOLOGIES OSORNO LTDA,SP-00343,EXP-14.1,Mantencion Caminos,silver_audit_v2,PERNO COLECTOR SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,PIRIMOR BOLSA 1 KG TATTERSALL AGROINSUMOS S A,SA-00863,EXP-7.0,AGROQUIMICOS,silver_audit,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.
C_item_text+description+provider,PIRIMOR BOLSA 1 KG TATTERSALL AGROINSUMOS S A,SP-00464,EXP-6.5,Otros Fertilizantes,silver_audit_v2,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.
C_item_text+description+provider,RECARGA AGUA PURIFICADA FUNDO RAICES PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E I R L,SA-00754,ADM-1.6,Utiles y gastos de oficina.,file_audit,Recarga Agua Purificada,Fundo Raices,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.
C_item_text+description+provider,RECARGA AGUA PURIFICADA FUNDO RAICES PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E I R L,SP-00335,EXP-9.2,Otros Gastos Riego,silver_audit_v2,Recarga Agua Purificada,Fundo Raices,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.
C_item_text+description+provider,SEM RAPS FORR PILLAR IMP CTE DES COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,SA-00951,EXP-8.4,Otros Cultivos,silver_audit,SEM. RAPS FORR. PILLAR IMP.CTE. DES,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
C_item_text+description+provider,SEM RAPS FORR PILLAR IMP CTE DES COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,SP-00463,EXP-8.2,Pradera Rotacion Corta,silver_audit_v2,SEM. RAPS FORR. PILLAR IMP.CTE. DES,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
C_item_text+description+provider,SEM RAPS FORR SPITFIRE DES CTE COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,SA-00499,EXP-8.4,Otros Cultivos,file_audit,SEM.RAPS FORR.SPITFIRE DES. CTE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
C_item_text+description+provider,SEM RAPS FORR SPITFIRE DES CTE COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,SP-00462,EXP-8.2,Pradera Rotacion Corta,silver_audit_v2,SEM.RAPS FORR.SPITFIRE DES. CTE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
C_item_text+description+provider,SIEMBRA GUTTLER GUILLERMO ENRIQUE RIEDEL MARTINEZ,SA-00967,EXP-8.2,Pradera Rotacion Corta,silver_audit,SIEMBRA GUTTLER,,GUILLERMO ENRIQUE RIEDEL MARTINEZ
C_item_text+description+provider,SIEMBRA GUTTLER GUILLERMO ENRIQUE RIEDEL MARTINEZ,SP-00459,EXP-8.1,Pradera Perenne,silver_audit_v2,SIEMBRA GUTTLER,,GUILLERMO ENRIQUE RIEDEL MARTINEZ
C_item_text+description+provider,SOLUTION 60 LTS GEA FARM TECHNOLOGIES OSORNO LTDA,RG-00566,EXP-10.3,Detergentes e higenizantes,direct_client_example,SOLUTION 60 lts,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,SOLUTION 60 LTS GEA FARM TECHNOLOGIES OSORNO LTDA,SP-00339,EXP-10.1,Mantencion Sala,silver_audit_v2,SOLUTION 60 LTS,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,TAPA COLECTOR 300 CC SIN CIERRE GEA FARM TECHNOLOGIES OSORNO LTDA,SA-00466,EXP-10.4,Otros Gastos Lecheria,file_audit,TAPA COLECTOR 300 CC. SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,TAPA COLECTOR 300 CC SIN CIERRE GEA FARM TECHNOLOGIES OSORNO LTDA,SP-00321,EXP-10.1,Mantencion Sala,silver_audit_v2,TAPA COLECTOR 300 CC. SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,TRANSPORTE DE ELECTRICIDAD CIA ELECTRICA OSORNO S A,SA-00739,EXP-11.1,Electricidad Lecheria,file_audit,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
C_item_text+description+provider,TRANSPORTE DE ELECTRICIDAD CIA ELECTRICA OSORNO S A,SP-00468,EXP-9.1,Energia Electrica Riego,silver_audit_v2,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
C_item_text+description+provider,TRAS FERTILIZANT VITRAMAG DESDE MAITEN A TINEO LUIS ANTONIO TORRES JARAMILLO,SA-00955,EXP-6.5,Otros Fertilizantes,silver_audit,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
C_item_text+description+provider,TRAS FERTILIZANT VITRAMAG DESDE MAITEN A TINEO LUIS ANTONIO TORRES JARAMILLO,SP-00456,EXP-15.3,Fletes,silver_audit_v2,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
C_item_text+description+provider,TRASLADO DE BOLOS BRAMADERO AL MAITEN SERVICIOS VITAP SPA,SA-00799,EXP-4.2,Bolos Silo,silver_audit,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
C_item_text+description+provider,TRASLADO DE BOLOS BRAMADERO AL MAITEN SERVICIOS VITAP SPA,SP-00383,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
C_item_text+description+provider,TRI PFAN 200 LTS GEA FARM TECHNOLOGIES OSORNO LTDA,SA-00469,EXP-10.3,Detergentes e higenizantes,file_audit,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,TRI PFAN 200 LTS GEA FARM TECHNOLOGIES OSORNO LTDA,SP-00331,EXP-10.1,Mantencion Sala,silver_audit_v2,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
C_item_text+description+provider,VITRAMAG BRAMADERO PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,SA-00954,EXP-6.5,Otros Fertilizantes,silver_audit,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
C_item_text+description+provider,VITRAMAG BRAMADERO PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,SP-00455,EXP-7.0,AGROQUIMICOS,silver_audit_v2,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
C_item_text+description+provider,YUTRECO FERTILIZANTE RIEGO FERTILIZANTE UREA S MART BLUE 50 K HA SERVICIOS AGRICOLAS CORPAL SPA,SA-00839,EXP-6.5,Otros Fertilizantes,silver_audit,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
C_item_text+description+provider,YUTRECO FERTILIZANTE RIEGO FERTILIZANTE UREA S MART BLUE 50 K HA SERVICIOS AGRICOLAS CORPAL SPA,SP-00449,EXP-6.2,Nitrogeno,silver_audit_v2,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
D_embedding_near_dup,cos=0.993,,"EXP-11.2,EXP-11.1,EXP-9.1",,,ELECTRICIDAD CONSUMIDA 458 KWH,ELECTRICIDAD CONSUMIDA 456 KWH,
D_embedding_near_dup,cos=0.988,,"EXP-10.1,EXP-14.3",,,CONFEC 01 MANG HIDRA 1 47 4 R2,CONFEC 01 MANG HIDRA 1 47 2 R2,
