row_id,retrieval_cat,code,confidence,reason,item_text,provider
5239,,,0.0,"Item is a pallet carrier, not clearly related to any category",PORTA PALLET 2.000 KG TIEMANN -___-_STGE0G2379,FEROSOR AGRICOLA S.A.
5242,,ADM-1.6,0.9,"Item is a notebook, office supplies category",CUADERNO UNIV. E/S 100 HJ M7 COLON LISO BASIC,PROVEEDORES INTEGRALES DEL SUR S.A.
5243,,ADM-1.6,0.9,"Item is an office envelope, office supplies category",SOBRE SACO OFICIO KRAFT 25X36 70GR X 50 UN,PROVEEDORES INTEGRALES DEL SUR S.A.
5249,,ADM-1.6,0.9,"Item is a red pen, office supplies category",LAPIZ PASTA P.MED BIC CRISTAL ROJO.,PROVEEDORES INTEGRALES DEL SUR S.A.
5250,,,0.0,Office supplies not related to farm or dairy operations,ADHESIVO BARRA 40 GR. STIC FIX HENKEL,PROVEEDORES INTEGRALES DEL SUR S.A.
5251,,,0.0,Office supplies not related to farm or dairy operations,CORCHETES 26/6 DE 5000 TORRE,PROVEEDORES INTEGRALES DEL SUR S.A.
5252,,,0.0,Office supplies not related to farm or dairy operations,NOTA ADHE TORRE 2 EN 1 BANDERITAS 6 COLORES,PROVEEDORES INTEGRALES DEL SUR S.A.
5253,,,0.0,Office supplies not related to farm or dairy operations,CINTA CRISTAL 18 X 30 MT SELLOCINTA,PROVEEDORES INTEGRALES DEL SUR S.A.
5254,,,0.0,Office supplies not related to farm or dairy operations,VISORES PORTALEYENDA TORRE CAJA/50UNID.,PROVEEDORES INTEGRALES DEL SUR S.A.
5255,,,0.0,"No matches any category, office supplies not covered by categories",PAPEL FOTOC. CARTA 75 GR CHAMEX 500 HJ,PROVEEDORES INTEGRALES DEL SUR S.A.
5258,,,0.0,"No matches any category, office supplies not covered by categories",SOBRE AMERICANO 10X23 80GR X 50 UN BLANCO TEKNOFAS,PROVEEDORES INTEGRALES DEL SUR S.A.
5259,,,0.0,"No matches any category, office supplies not covered by categories",CORRECTOR CINTA 5MM STAND UP TORRE SURTIDO,PROVEEDORES INTEGRALES DEL SUR S.A.
5260,,,0.0,"No matches any category, office supplies not covered by categories",CUCHILLO CARTONERO GRANDE ISOFIT 11416-2,PROVEEDORES INTEGRALES DEL SUR S.A.
5261,,,0.0,"No matches any category, office supplies not covered by categories",CINTA EMBALAJE TRANSP. 48 X 40 MT SELLOCINTA,PROVEEDORES INTEGRALES DEL SUR S.A.
5264,,,0.0,"No matches any category, appears to be metal products unrelated to dairy farm...",TUB CUAD NEG 75 X 3.0 MM,Acenor Aceros Del Norte S.A.
5265,,,0.0,"No matches any category, appears to be metal products unrelated to dairy farm...",TUB CUAD NEG 50 X 3.0 MM,Acenor Aceros Del Norte S.A.
5266,,,0.0,"No matches any category, appears to be metal products unrelated to dairy farm...",ANGULO LAM 30 x 30 x 3 MM,Acenor Aceros Del Norte S.A.
5267,,,0.0,"No matches any category, appears to be metal products unrelated to dairy farm...",MALLA GAL 3G 3.8MM 1.85x5.0 Mt,Acenor Aceros Del Norte S.A.
5268,,,0.0,"No matches any category, appears to be metal products unrelated to dairy farm...",DISCO CORT BLUE DISK 4 1/2x1.0mm Inox,Acenor Aceros Del Norte S.A.
5269,,,0.0,Not related to any dairy-farm category,ELECT BLUE BOX 6011 3/32 1K,Acenor Aceros Del Norte S.A.
5270,,,0.0,Not related to any dairy-farm category,POMEL 1/2 x 80 mm,Acenor Aceros Del Norte S.A.
5271,,,0.0,Not related to any dairy-farm category,COSTANERA NE 100x 50x 15x 3.0 mm,Acenor Aceros Del Norte S.A.
5273,,,0.0,Not related to any dairy-farm category,PIZARRA ACRILICA 90X120CM,ILOP S A
5275,,,0.0,Not related to any dairy-farm category,Programación Premiums,DIRECTV Chile TelevisiÃ³n Limitada
5278,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº6 del contrato Nº34379-1,BANCO BICE
5281,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº13 del contrato Nº32799-1,BANCO BICE
5282,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº6 del contrato Nº34431-1,BANCO BICE
5283,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº16 del contrato Nº32326-1,BANCO BICE
5284,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº5 del contrato Nº34589-1,BANCO BICE
5285,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº5 del contrato Nº34590-1,BANCO BICE
5287,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº7 del contrato Nº34350-1,BANCO BICE
5288,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº3 del contrato Nº34853-1,BANCO BICE
5289,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº38 del contrato Nº22338-1,BANCO BICE
5290,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº7 del contrato Nº34359-1,BANCO BICE
5292,,EXP-16.1,0.95,Protective work clothing from provider,BUZO COVERALL- G BLANCO T XL,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL
5293,,EXP-16.1,0.95,Safety lenses for work,LENTE 3M VIRTUA CCS SELLADO CLARO AF 3M 11872-20,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL
5307,,,0.0,Not clearly related to any category,"TRANCA METALICA GALVANIZADA 4,2 MT",COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
5323,,EXP-2.5,0.9,Ket-10 is a known animal medicine,PM TAZA DESINF.NO RET.HORIZ.,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
5324,,EXP-12.1,0.85,Refractometer used for feed testing,REFRACTOMETRO BRIX 0 - 32 %,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
5326,,,0.0,"No clear category match, possibly maintenance or service not covered by exist...",CHEQUEO Y MANTECION CHORE TIME,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
5328,,,0.0,"No clear category match, possibly maintenance or service not covered by exist...",CT 7900 LONA SENSOR (DIAFRAGMA),COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
5332,,ADM-1.6,0.8,Office supplies and computer equipment,Cable UTP Cat6 + Conectores RJ45 - 3mts Negro,PERSONAL COMPUTER FACTORY S.A.
5333,,ADM-1.6,0.8,Office supplies and computer equipment,Mouse HP 200 Wireless Gris,PERSONAL COMPUTER FACTORY S.A.
5334,,ADM-1.6,0.8,Office supplies and computer equipment,Cargador de Pared Dual USB +C 30W Blanco Gyrux,PERSONAL COMPUTER FACTORY S.A.
5335,,,0.0,Not related to any dairy farm category,Cargador de Pared Samsung Tipo C Rápido (25W) Negro,PERSONAL COMPUTER FACTORY S.A.
5336,,,0.0,Not related to any dairy farm category,Cable Line X Tipo C a Tipo C 1.0m Blanco,PERSONAL COMPUTER FACTORY S.A.
5341,,,0.0,Not related to any dairy farm category,Espumador De Leche 4 En 1 Negro Simplit,MercadoLibre Chile LTDA
5342,,,0.0,Not related to any dairy farm category,Botin De Nieve Mujer Invierno Termico Forrado Bota Cana Baja,MercadoLibre Chile LTDA
5344,,ADM-2.1,0.8,Insurance related service provider,MONITOREO MES DE 07/2025 CONTRATO 1697527,VERISURE CHILE SPA
5346,,,0.0,No description or clear category match,MONITOREO MES DE 07/2025 CONTRATO 1731576,VERISURE CHILE SPA
5349,,,0.0,No clear category match,CAJA SIN CUNA,CHILEXPRESS S.A.
5389,,EXP-6.5,0.8,"Wood heater related to farm infrastructure, possibly part of other fertilizer...",CALEFACTOR A LEÑA LIMIT 360 BOSCA CERT,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5390,,EXP-6.5,0.8,"Installation kit for a wood heater, possibly part of other fertilizers or gen...","KIT INSTALACION 6""X4 BASE CALEFAC. BOSCA",COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5494,,EXP-12.2,0.9,"Animal blood, serum, or other analysis, likely related to animal testing",PLANILLA NUMERO 71815 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5495,,EXP-12.2,0.95,"analysis of blood/serum from animals, fits animal testing category",PLANILLA NUMERO 72162 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5496,,EXP-12.2,0.95,"analysis of blood/serum from animals, fits animal testing category",PLANILLA NUMERO 72163 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5497,,EXP-12.2,0.95,"analysis of blood/serum from animals, fits animal testing category",PLANILLA NUMERO 72183 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5607,,,0.0,"no clear category match, possibly equipment or machinery",TERMO CAÑON 60 L ACERO INOX C/VALV,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
5698,,,0.0,"no clear category match, possibly plumbing or construction materials",TERMINAL SO HE 1,EASY RETAIL S.A.
5699,,,0.0,No description or clear category match,CODO SO SO 1 BOLSA,EASY RETAIL S.A.
5700,,,0.0,No description or clear category match,CODO SO SO 1/2 GAS,EASY RETAIL S.A.
5701,,,0.0,No description or clear category match,CANERIA L 1 X 1 MT KLT,EASY RETAIL S.A.
5702,,,0.0,No description or clear category match,Pila Dx2 EVG,EASY RETAIL S.A.
5703,,,0.0,No description or clear category match,CILINDRO GAS ABASTIBLE 15KG,EASY RETAIL S.A.
5706,,,0.0,Not related to any dairy-farm category,NESCAFE INSTANTANEO TRADICION 170 GR,RENDIC HERMANOS S.A.
5707,,,0.0,Not related to any dairy-farm category,FOSFOROS GRAN COPIHUE 150 PALITOS,RENDIC HERMANOS S.A.
5708,,,0.0,Not related to any dairy-farm category,"TRIPACK GALLETA TRITON 3X116 G, VAINILLA",RENDIC HERMANOS S.A.
5711,,,0.0,Not related to any dairy-farm category,ESCOBILLON ECONOMICO TRAD VIRUTEX UN,RENDIC HERMANOS S.A.
5712,,,0.0,Not related to any dairy-farm category,BOLSA DE PAPEL C MANILLA TRENZADA MERKAT,RENDIC HERMANOS S.A.
5713,,,0.0,"No matches any category, appears to be confectionery or snack items",MARSHMALLOW MALVA CHOC AMBROSOLI 196 GR,RENDIC HERMANOS S.A.
5714,,,0.0,"No matches any category, appears to be confectionery or snack items",MINITURRON AMBROSOLI 300 GR,RENDIC HERMANOS S.A.
5715,,,0.0,"No matches any category, appears to be confectionery or snack items","LECHE S LACT C CAFE LIGHT COL, CAPUCCINO",RENDIC HERMANOS S.A.
5716,,,0.0,"No matches any category, appears to be confectionery or snack items",SUPER 8 MINI 20X7 GR,RENDIC HERMANOS S.A.
5718,,,0.0,"No matches any category, appears to be packaging materials but not specific t...",BOLSA PAPEL C MANILLA TRENZADA UNIMARC,RENDIC HERMANOS S.A.
5722,,,0.0,No description or context for classification,SAMSUNG S24 FE 128GB BLACK,PCS
5727,,ADM-1.4,0.8,Leasing payment likely related to vehicle or equipment rental,LEASING 614266 JULIO 2025 CUOTA 2 DE 37,Santander - Chile
5729,,,0.0,No clear context for classification,NECTAR NARAN,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA
5730,,,0.0,No clear context for classification,COCA COLA 2L,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA
5731,,,0.0,No clear context for classification,VASOROJ,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA
5732,,,0.0,Not related to any dairy-farm category,GALL GRETEL,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA
5733,,,0.0,Not related to any dairy-farm category,PDQ TRITON,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA
5735,,,0.0,Not related to any dairy-farm category,JAB VIOLETAS SILVES,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5736,,,0.0,Not related to any dairy-farm category,B. BASURA 50X70 BIO,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5737,,,0.0,Not related to any dairy-farm category,SERV. COCKTAIL,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5738,,,0.0,Not related to any dairy-farm category,CLORO TRADICIONAL,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5739,,,0.0,Not related to any dairy-farm category,ESPONJA INOX PLATINU,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5740,,,0.0,Not related to any dairy-farm category,ACA ESPONJA X3,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5741,,,0.0,Not related to any dairy-farm category,CIF CR MULTIUSO ORIG,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5742,,,0.0,Not related to any dairy-farm category,PAPEL DOBLE H 40MX18,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5743,,,0.0,Not related to any category,ANTIGRASA GATILLO,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5744,,,0.0,Not related to any category,KIT CEPILLO SOPAPO,ADMIN. DE SUPERMERCADOS HIPER LIMITADA
5747,,,0.0,Not related to any category,SIFON LOA S/R ENTR 11/2 - 11/4,SODIMAC S.A.
5748,,,0.0,Not related to any category,"CANO ACERO 0,5X 5 CUN01",SODIMAC S.A.
5749,,,0.0,Not related to any category,TOR.YSCCRS PFZ 6X15/8 FCO 600U,SODIMAC S.A.
5750,,ADM-1.6,0.9,Paint marker is an office supply,MARCADOR OLEO ROJO PAINTMARKER,SODIMAC S.A.
5751,,ADM-1.6,0.9,Wrench is an office tool,ALICATE UNIVERS.PROF 7 STANLEY,SODIMAC S.A.
5752,,ADM-1.6,0.8,Hinge is a construction material,"BISAGRA 3,5X3,5 BRONCE CUN07Cn",SODIMAC S.A.
5753,,ADM-1.6,0.8,Scissors set is a construction tool,PDQ SET TIJERAS X3 CUN06Cn,SODIMAC S.A.
5754,,ADM-1.6,0.8,Screw is a construction material,TORN VOLC CRS ZBR 6X 1 1/4 250,SODIMAC S.A.
5755,,,0.0,Construction materials not related to farm operations,TORN VOLC CRS ZBR 6X 1 5/8 200,SODIMAC S.A.
5756,,,0.0,Construction materials not related to farm operations,"PUNTA 2 1,0KG CUN06Cn",SODIMAC S.A.
5758,,,0.0,Construction materials not related to farm operations,OSB MULTIPLAC 9MM 122X244CM CU,SODIMAC S.A.
5759,,,0.0,Construction materials not related to farm operations,"POLICARBONATO OND0,7MM3,66M TR",SODIMAC S.A.
5760,,,0.0,Construction materials not related to farm operations,TOPES PLANCHAS ONDU 100UN/BOLS,SODIMAC S.A.
5770,,,0.0,No description or relevant information provided,Anula documento de referencia,BANCO BICE
5782,,EXP-14.4,0.8,Building maintenance related to a dairy shed,Bodega lecheria Maitén,MAGDIEL AMALEC MONTECINOS SAN MARTIN
5783,,EXP-14.4,0.8,Building maintenance related to a dairy shed,Galpón y taller Maitén,MAGDIEL AMALEC MONTECINOS SAN MARTIN
5784,,EXP-14.4,0.8,Building maintenance related to a dairy shed,Corrales bramadero,MAGDIEL AMALEC MONTECINOS SAN MARTIN
5785,,EXP-10.1,0.7,Electricity maintenance for a dairy shed,cambio tablero,SERVICIOS INTEGRALES EDUARDO GUERRERO SPA
5787,,EXP-15.3,0.95,invoice line mentions animal transport,Traslado de terneros de,JUAN ANGEL ANIBAL VERGARA OBANDO
5788,,EXP-13.1,0.9,maintenance of milk line equipment,Asistencia Tecnica,EMVI INGENIERÍA Y SOLUCIONES INDUSTRIALES SPA
5791,,EXP-13.1,0.8,maintenance of pump,MANTENCION DE MOTOBOMBA,OSCAR EDUARDO SOTO VEJAR
5792,,EXP-15.3,0.9,animal transport,Viajes de ganado,TRANSPORTES EL TREBOL SPA
5793,,EXP-14.1,0.8,transport of personnel for road maintenance,TRASLADO DE PERSONAL,CONSTRUCTORA DSL SPA
5794,,EXP-12.1,0.95,soil testing for different locations,Must Suelo el Maiten,JAVIER ARIEL SILVA VERA
5795,,EXP-12.1,0.95,soil testing for different locations,Must Suelo Bramadero,JAVIER ARIEL SILVA VERA
5796,,EXP-12.1,0.95,soil testing for different locations,Muest Suelo Tineo,JAVIER ARIEL SILVA VERA
5797,,EXP-12.1,0.95,soil testing for different locations,Muest Suelo Yutreco,JAVIER ARIEL SILVA VERA
5798,,EXP-12.1,0.95,soil testing for different locations,Muest Suelo Raices,JAVIER ARIEL SILVA VERA
5799,,,0.0,No clear category or description,Acompañamiento,HSV SPA
5800,,,0.0,No clear category or description,Asesoria y Trabajos Tineo,HSV SPA
5802,,EXP-14.2,0.9,Cercos related to fence maintenance,cercos salas sur y norte,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5803,,EXP-14.2,0.9,Cercos related to fence maintenance,cercos,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5804,,EXP-14.2,0.9,Reparacion related to fence maintenance,reparacion,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5805,,EXP-14.2,0.95,related to fence maintenance,cerco pozo lastre nuevo,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5806,,EXP-14.2,0.95,related to fence maintenance,reparacion cerco copihues,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5807,,EXP-14.2,0.95,related to fence maintenance,cerco poncho,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.
5808,,EXP-14.3,0.95,related to water supply maintenance,Mantención Sistema,INSTALACIÓN Y SERVICIOS DE BOMBAS DE POZO AQUAOSORNO SPA
5811,,ADM-1.5,0.9,related to administration food expenses,colaciones agosto,ALEX PATRICIO CARRILLO VERA
5814,,EXP-15.3,0.9,Flete Materiales indicates freight for materials,Flete Materiales,SOCIEDAD TRANSPORTES VIDAL LEMUS LIMITADA
5817,,EXP-14.4,0.8,Installation of a gate in the dairy sector suggests building maintenance,Instalación de un portón,MONTAJES Y CONSTRUCCIONES MANCILLA Y FERNANDEZ LIMITADA
5818,,EXP-14.4,0.8,Roofing in the foot curing area suggests building maintenance,Techado en curación de,MONTAJES Y CONSTRUCCIONES MANCILLA Y FERNANDEZ LIMITADA
5819,,EXP-15.3,0.9,Freight from Yutreco to Bramadero indicates freight for materials,01 Flete desde Yutreco a,JAIME HERNAN PAILLACHEO CALFULLANCA
5820,,EXP-13.1,0.7,Repair of a term suggests machine maintenance,REPARACIÓN TERMO.,JORGEN HORACIO VEGA AGUILA
5821,,,0.0,"No clear category match, possibly construction or maintenance.",INSTALACIÓN LLAVE PASO.,JORGEN HORACIO VEGA AGUILA
5822,,,0.0,"No clear category match, possibly construction or maintenance.","MANO DE OBRA EXTRACCIÓN,",JORGEN HORACIO VEGA AGUILA
5823,,EXP-15.4,0.8,Arriendo de tractor matches machine and vehicle leases.,Arriendo de tractor Junio,JORGE HECTOR KIESSLING PINUER
5826,,EXP-15.3,0.9,Transport of 34 cows matches animal freight.,VIAJE 34 VACAS,RAFAEL ANDRES BERTIN DELGADO
5828,,,0.0,"No clear category match, possibly construction or maintenance.",adicionales segun,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.
5829,,,0.0,No description or clear category match,portones,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.
5830,,EXP-14.1,0.8,Transport of roller between farms likely related to road maintenance,TRASLADO DE RODILLO DESDE,TRANSPORTES PINILLA SPA
5832,,EXP-14.1,0.8,Hours of roller use likely related to road maintenance,HORAS RODILLO,TRANSPORTES PINILLA SPA
5833,,EXP-14.1,0.7,Excavator hours likely related to road maintenance,HORAS EXCAVADORA,TRANSPORTES PINILLA SPA
5834,,EXP-15.3,0.6,Flete (freight) likely related to animal or goods transportation,Chips,AGROCOMERCIAL CONARO LIMITADA
5836,,EXP-15.3,0.95,Transport of heifers fits flete category,VIAJE DE VAQUILLAS,ORLANDO RICARDO BERTIN MONSALVE
5837,,EXP-15.3,0.95,Transport of goods fits flete category,Flete de Pelleco a,SOCIEDAD DE TRANSPORTES MANCILLA NEUMANN LIMITADA
5838,,EXP-15.3,0.95,Transport of goods fits flete category,Flete de Yutreco a Feria,SOCIEDAD DE TRANSPORTES MANCILLA NEUMANN LIMITADA
5839,,EXP-10.1,0.9,Electrical installation for milking shed fits maintenance,PRESUPUESTO N° 2309/2025,ROBERTO RENÉ RODRIGUEZ ARANCIBIA MONTAJES ELECTRICOS E INDUS
5840,,EXP-10.4,0.85,Electrical installation for calf area fits other shed expenses,PRESUPUESTO N° 2310/2025,ROBERTO RENÉ RODRIGUEZ ARANCIBIA MONTAJES ELECTRICOS E INDUS
5841,,,0.0,Not clearly related to any category,PRESUPUESTO N° 2311/2025,ROBERTO RENÉ RODRIGUEZ ARANCIBIA MONTAJES ELECTRICOS E INDUS
5844,,EXP-13.2,0.9,"Maintenance of motorcycle, provider is motorcycle service",SEGUN OT 470,MULTIMOTOS OSORNO SPA
5845,,EXP-13.2,0.9,"Maintenance of motorcycle, provider is motorcycle service",SEGUN OT 471,MULTIMOTOS OSORNO SPA
5846,,EXP-13.2,0.9,"Maintenance of motorcycle, provider is motorcycle service",SEGUN OT 462,MULTIMOTOS OSORNO SPA
5847,,EXP-13.2,0.9,"Maintenance of motorcycle, provider is motorcycle service",SEGUN OT 472,MULTIMOTOS OSORNO SPA
5848,,EXP-13.2,0.95,Maintenance of motorcycle,SEGUN OT 468,MULTIMOTOS OSORNO SPA
5849,,EXP-13.2,0.95,Maintenance of motorcycle,SEGUN OT 469,MULTIMOTOS OSORNO SPA
5851,,EXP-15.3,0.9,Animal freight transportation,Flete 28 terneros Raices,HECTOR RAUL MANCILLA LOPEZ
5855,,EXP-14.1,0.85,Material sale related to road maintenance,VENTA MATERIAL,GEO PARTNER SPA
5859,,EXP-16.2,0.8,Waste management and recycling,Transporte de plástico agrícola para reciclaje,GESTIÓN AMBIENTAL ECOGEST SPA
5860,,EXP-16.2,0.9,waste disposal and recycling related to plastic bags,Basura Maxi Sacos rotos,GESTIÓN AMBIENTAL ECOGEST SPA
5868,,EXP-13.1,0.7,machine maintenance or repair part,Disco recorte Dr Borkert 4 cuchillas redondas,BORKERT Y COMPANIA LIMITADA
5870,,EXP-13.3,0.8,vehicle maintenance related to tires for calves,HAIDA 185R14C NTCO CARRO,SERVIVUL SPA
5873,,EXP-15.4,0.6,lease service for animal nutrition,Arriendo agosto 25,ADDVISE SPA
5874,,EXP-16.1,0.8,protective work clothing for motorbike use,CASCO GHB TALLA XL,SOCIEDAD IBACACHE-VINOLY LIMITADA
5875,,,0.0,No description or clear category match,CASCO GHB TALLA L,SOCIEDAD IBACACHE-VINOLY LIMITADA
5876,,EXP-13.1,0.8,Maintenance and repair services for machinery and vehicles,Cambio aceite caja,SERVIMEC SPA
5880,,EXP-12.2,0.7,Animal testing and analysis services,Mg Ca Pi 86513 86623,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5881,,EXP-12.2,0.7,Animal testing and analysis services,AST GGT GLDH 86630,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5882,,EXP-12.2,0.7,Animal testing and analysis services,Mg Ca Pi 86630,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5883,,EXP-12.2,0.95,Laboratory tests for animals by a veterinary lab,NEFAs (PM) 86632,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5884,,EXP-12.2,0.95,Laboratory tests for animals by a veterinary lab,Na CL K 86632,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5885,,EXP-12.2,0.95,Laboratory tests for animals by a veterinary lab,HEMOGRAMA 86683,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5886,,EXP-12.2,0.95,Laboratory tests for animals by a veterinary lab,BHB 86684,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5887,,EXP-12.2,0.95,Laboratory tests for animals by a veterinary lab,C CET 86684,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5888,,EXP-12.2,0.95,Laboratory services for animal testing,NEFAs 86684,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5889,,EXP-12.2,0.95,Laboratory services for animal testing,Test Turbidez 86820,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA
5890,,EXP-13.1,0.9,Diesel oil for machinery maintenance,Eurodiesel plus 15W40 CK4 19 lts,SOCIEDAD TOROYO LTDA
5891,,EXP-13.1,0.85,Km and tolls related to maintenance,KM Y TRASLADO PEAJES,SOCIEDAD TOROYO LTDA
5892,,EXP-13.1,0.8,Injection pipe repair for machinery,CAÑERIA DE INYECCION,SOCIEDAD TOROYO LTDA
5893,,EXP-13.1,0.95,Maintenance and repair of injectors related to machinery,REPARACION INYECTORES MANTENCION,SOCIEDAD TOROYO LTDA
5894,,EXP-13.1,0.95,Maintenance and repair of pumps related to machinery,REPARACION BOMBAS ELEVACION,SOCIEDAD TOROYO LTDA
5895,,EXP-13.1,0.95,Engine oil filter part of machinery maintenance,FILTRO ACEITE DE MOTOR,SOCIEDAD TOROYO LTDA
5896,,EXP-13.1,0.95,Fuel filter part of machinery maintenance,FILTRO DE COMBUSTIBLE,SOCIEDAD TOROYO LTDA
5897,,EXP-13.1,0.95,Meter filter part of machinery maintenance,FILTRO DE CANTADOR,SOCIEDAD TOROYO LTDA
5898,,EXP-13.1,0.95,Guantes de trabajo relacionados con mantenimiento de maquinaria,INSUMO TALLER GUANTES BUZOS ETC,SOCIEDAD TOROYO LTDA
5899,,EXP-13.1,0.95,Servicios de reparación de inyectores y bombas relacionados con mantenimiento...,DESMONTAJE Y ARMADO SISTEMA INYECCION Y BOMBAS INYECCION,SOCIEDAD TOROYO LTDA
5901,,EXP-13.1,0.9,Mano de obra técnica relacionada con mantenimiento de maquinaria,MANO DE OBRA SERVICIO TECNICO GILTRAP EN TERRENO,GALLAGHER CHILE SPA
5902,,EXP-13.1,0.85,Kilometraje relacionado con servicios técnicos de mantenimiento,KILOMETRAJE VISITA TERRENO (considera visita técnica a 2 predios),GALLAGHER CHILE SPA
5903,,EXP-13.1,0.9,Repuesto de motor hidráulico para maquinaria,MOTOR HIDRAULICO 50 CORREA ENTREGA LATERAL RF TODOS,GALLAGHER CHILE SPA
5912,,EXP-10.1,0.95,"Provider is GEA, related to shed maintenance",RETENEDOR DE COPA DE GOMA ICIP,GEA Farm Technologies Osorno Ltda.
5913,,EXP-10.1,0.95,"Provider is GEA, related to shed maintenance",FILTRO DE ESPUMA 180*15 DISCO AIRJET,GEA Farm Technologies Osorno Ltda.
5929,,,0.0,Provider is unrelated to farm machinery or maintenance,HORA MINI RETRO,SOC COMERCIAL NAHUM CORREA LTDA
5931,,EXP-14.1,0.8,Rental of machinery for farm maintenance,ARRIENDO DE RETRO EXCAVADORA,SOC COMERCIAL NAHUM CORREA LTDA
5932,,EXP-14.4,0.7,"Related to vehicle parts, possibly farm maintenance",LUNETA CAMIONETA,COMERCIALIZADORA MIRAFLORES LIMITADA
5933,,,0.0,No description or relevant category found,DEDUCIBLE VPTA D.DERECHO,COMERCIALIZADORA MIRAFLORES LIMITADA
5934,,EXP-2.5,0.8,"Provider is a veterinary lab, item is a chemical likely used for animal health",PROPILENGLICOL 5 LTS,SERVIGEN LTDA
5935,,,0.0,No description or relevant category found,COLCHAS CA550,ALICIA GUILLERMINA MARTINEZ CARMONA
5936,,,0.0,No description or relevant category found,ESPUMA 500ML,RICARDO FRANCISCO WULFF MULLER
5937,,,0.0,No description or relevant category found,CODO 25MM,RICARDO FRANCISCO WULFF MULLER
5938,,,0.0,No matching category found,COPLA 25MM,RICARDO FRANCISCO WULFF MULLER
5939,,,0.0,No matching category found,KLERAT CALUGAS,RICARDO FRANCISCO WULFF MULLER
