row_id,item_text,description,provider,giro,source,source_file,folio,siblings
3811,TORN VOLC CRS PFN 6X1.1/4 250U,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140073269_96792430K.xml,140073269,ADH CERAM MURO FLEXIBLE 25KGT; AGUARRAS MINERAL 1 LT. CUN10Cp; RODILLO FIBRA ANTIGOTA 23CM CU; BANDEJA PARA PINTAR KOLOR CUN9; TORN VOLC CRS PFN 6X2 200U. CU; BROCHA CONDOR BLACK 2 CUN10Cp
3812,BROCHA CONDOR BLACK 2 CUN10Cp,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140073269_96792430K.xml,140073269,ADH CERAM MURO FLEXIBLE 25KGT; AGUARRAS MINERAL 1 LT. CUN10Cp; RODILLO FIBRA ANTIGOTA 23CM CU; BANDEJA PARA PINTAR KOLOR CUN9; TORN VOLC CRS PFN 6X2 200U. CU; TORN VOLC CRS PFN 6X1.1/4 250U
3814,CINTA MASK UNIV 4 DIAS 50X50,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140122425_96792430K.xml,140122425,ADH CERAM MURO FLEXIBLE 15KGT
3815,BALON GAS 190 GR TOPSAFE HUMBO,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140122540_96792430K.xml,140122540,"ADH CERAM MURO FLEXIBLE 15KGT; CANDADO ODIS B50X3, LLAVES IG.; CADEN ESL CORT 6MMX2M BALDE CU"
3817,"CANDADO ODIS B50X3, LLAVES IG.",,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140122540_96792430K.xml,140122540,BALON GAS 190 GR TOPSAFE HUMBO; ADH CERAM MURO FLEXIBLE 15KGT; CADEN ESL CORT 6MMX2M BALDE CU
3818,CADEN ESL CORT 6MMX2M BALDE CU,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140122540_96792430K.xml,140122540,"BALON GAS 190 GR TOPSAFE HUMBO; ADH CERAM MURO FLEXIBLE 15KGT; CANDADO ODIS B50X3, LLAVES IG."
3819,"PERF. ESQUI EXT 120X2500X0,5MM",,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140188585_96792430K.xml,140188585,MOLD PINO GP18 GUAR ROD13X43X3
3821,PACK4 LED A60 E27 12.5W LF CUN,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140188764_96792430K.xml,140188764,FLEX CALEFON P/T 1/2X40CM HIHE; LLAVE PASO 1/2 HE/HI.. CUN11Cp; GUANTE SUPERV CABRITL C/FORRO; ESM/AG SEAL COT B/ACCE SAT 1GL; ADH CERAM MURO FLEXIBLE 15KGT
3822,FLEX CALEFON P/T 1/2X40CM HIHE,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140188764_96792430K.xml,140188764,PACK4 LED A60 E27 12.5W LF CUN; LLAVE PASO 1/2 HE/HI.. CUN11Cp; GUANTE SUPERV CABRITL C/FORRO; ESM/AG SEAL COT B/ACCE SAT 1GL; ADH CERAM MURO FLEXIBLE 15KGT
3823,LLAVE PASO 1/2 HE/HI.. CUN11Cp,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140188764_96792430K.xml,140188764,PACK4 LED A60 E27 12.5W LF CUN; FLEX CALEFON P/T 1/2X40CM HIHE; GUANTE SUPERV CABRITL C/FORRO; ESM/AG SEAL COT B/ACCE SAT 1GL; ADH CERAM MURO FLEXIBLE 15KGT
3825,ESM/AG SEAL COT B/ACCE SAT 1GL,,SODIMAC S.A.,DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION,COMPRAS,DTE_033_000140188764_96792430K.xml,140188764,PACK4 LED A60 E27 12.5W LF CUN; FLEX CALEFON P/T 1/2X40CM HIHE; LLAVE PASO 1/2 HE/HI.. CUN11Cp; GUANTE SUPERV CABRITL C/FORRO; ADH CERAM MURO FLEXIBLE 15KGT
3828,RECARGA 15KL,,DISTRIBUIDORA DE GAS MALON SPA,VENTA Y DISTRIBUCION DE GAS-TRANSPORTE,COMPRAS,DTE_034_000000000022_771039812.xml,22,COMPRA CILINDRO VACIO 15K
3829,COMPRA CILINDRO VACIO 15K,,DISTRIBUIDORA DE GAS MALON SPA,VENTA Y DISTRIBUCION DE GAS-TRANSPORTE,COMPRAS,DTE_034_000000000022_771039812.xml,22,RECARGA 15KL
3837,TRANSITO_INFRACTOR,,SOCIEDAD CONCESIONARIA RUTA 5 CHILLAN-COLLIPULLI S.A.,CONCESION DE CARRETERAS Y CONSTRUCCION,COMPRAS,DTE_034_000000984659_777227580.xml,984659,INTERESES_POR_MORA
3845,DEVOLUCION DE PRIMA CUOTA 5,300440510,REALE CHILE SEGUROS GENERALES S.A.,PLANES DE SEGUROS GENERALES,COMPRAS,DTE_061_000000024407_767434928.xml,24407,DEVOLUCION DE PRIMA CUOTA 5 300440510
3846,DEVOLUCION DE PRIMA CUOTA 6,300440510,REALE CHILE SEGUROS GENERALES S.A.,PLANES DE SEGUROS GENERALES,COMPRAS,DTE_061_000000024408_767434928.xml,24408,DEVOLUCION DE PRIMA CUOTA 6 300440510
3847,DEVOLUCION DE PRIMA CUOTA 7,300440510,REALE CHILE SEGUROS GENERALES S.A.,PLANES DE SEGUROS GENERALES,COMPRAS,DTE_061_000000024409_767434928.xml,24409,DEVOLUCION DE PRIMA CUOTA 7 300440510
3848,DEVOLUCION DE PRIMA CUOTA 8,300440510,REALE CHILE SEGUROS GENERALES S.A.,PLANES DE SEGUROS GENERALES,COMPRAS,DTE_061_000000024410_767434928.xml,24410,DEVOLUCION DE PRIMA CUOTA 8 300440510
3849,DEVOLUCION DE PRIMA CUOTA 9,300440510,REALE CHILE SEGUROS GENERALES S.A.,PLANES DE SEGUROS GENERALES,COMPRAS,DTE_061_000000024411_767434928.xml,24411,DEVOLUCION DE PRIMA CUOTA 9 300440510
3855,MATERIALES DE,CONSTRUCCION,ERWIN RAMIRO AGUILEF PINUER,"SERVICIOS DE INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y CONSTRUIÒN",COMPRAS,DTE_033_000000000012_162627155.xml,12,MATERIALES DE CONSTRUCCION; MATERIALES ELECTRICOS; SERVICIO MANO DE OBRA; VIAJE TECNICO
3856,MATERIALES ELECTRICOS,,ERWIN RAMIRO AGUILEF PINUER,"SERVICIOS DE INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y CONSTRUIÒN",COMPRAS,DTE_033_000000000012_162627155.xml,12,MATERIALES DE CONSTRUCCION; SERVICIO MANO DE OBRA; VIAJE TECNICO
3859,Reparación generador,,SANDRA PAULINA VALLADARES RIOS,REPARACION / MANTENCION MAQUINAS / EQUIPOS AGRICOLAS / FORESTAL,COMPRAS,DTE_033_000000000014_168720882.xml,14,Arreglo pata de carro del Bramadero; Arreglo asiento tractor del Bramadero
3860,Arreglo pata de carro,del Bramadero,SANDRA PAULINA VALLADARES RIOS,REPARACION / MANTENCION MAQUINAS / EQUIPOS AGRICOLAS / FORESTAL,COMPRAS,DTE_033_000000000014_168720882.xml,14,Reparación generador; Arreglo pata de carro del Bramadero; Arreglo asiento tractor del Bramadero
3861,Arreglo asiento tractor,del Bramadero,SANDRA PAULINA VALLADARES RIOS,REPARACION / MANTENCION MAQUINAS / EQUIPOS AGRICOLAS / FORESTAL,COMPRAS,DTE_033_000000000014_168720882.xml,14,Reparación generador; Arreglo pata de carro del Bramadero; Arreglo asiento tractor del Bramadero
3862,ESCANTILLON DE 9 PULGADAS,",UN SOMBRERO DOBLE, UN SOMBRERO DOBLE DE 8 A 5 PULGADAS Y UN SOMBRERO DE 6 PULGADAS",VICTOR ALFONSO PATINO SAN MARTIN,HOJALATERIA Y REPARACIONES DE COCINAS Y COMBUSTIONES A LEÑA,COMPRAS,DTE_033_000000000026_16541019K.xml,26,"ESCANTILLON DE 9 PULGADAS ,UN SOMBRERO DOBLE, UN SOMBRERO DOBLE DE 8 A 5 PULGADAS Y UN SOMBRERO DE 6"
3864,FUMIGACION MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,PRESTACION DE SERVICIOS AGRICOLAS,COMPRAS,DTE_033_000000000040_779509370.xml,40,FUMIGACION BRAMADERO; FERTILIZACION BRAMADERO; FERTILIZACION TINEO
3865,FUMIGACION BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,PRESTACION DE SERVICIOS AGRICOLAS,COMPRAS,DTE_033_000000000040_779509370.xml,40,FUMIGACION MAITEN; FERTILIZACION BRAMADERO; FERTILIZACION TINEO
3866,FERTILIZACION BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,PRESTACION DE SERVICIOS AGRICOLAS,COMPRAS,DTE_033_000000000040_779509370.xml,40,FUMIGACION MAITEN; FUMIGACION BRAMADERO; FERTILIZACION TINEO
3867,FERTILIZACION TINEO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,PRESTACION DE SERVICIOS AGRICOLAS,COMPRAS,DTE_033_000000000040_779509370.xml,40,FUMIGACION MAITEN; FUMIGACION BRAMADERO; FERTILIZACION BRAMADERO
3868,Retroexcavadora,"Trabajos en campo sector Las Quemas, Futrono",GUARDA SPA,ALQUILER DE MAQUINARIA PESADA,COMPRAS,DTE_033_000000000043_779055051.xml,43,"Retroexcavadora Trabajos en campo sector Las Quemas, Futrono"
3869,Arreglo casa,,MAGDIEL AMALEC MONTECINOS SAN MARTIN,CONSTRUCCION EN OBRAS MENORES USO RESIDENCIAL,COMPRAS,DTE_033_000000000047_13160971K.xml,47,Arreglo ternerera; Muro galpón
3870,Arreglo ternerera,,MAGDIEL AMALEC MONTECINOS SAN MARTIN,CONSTRUCCION EN OBRAS MENORES USO RESIDENCIAL,COMPRAS,DTE_033_000000000047_13160971K.xml,47,Arreglo casa; Muro galpón
3871,Muro galpón,,MAGDIEL AMALEC MONTECINOS SAN MARTIN,CONSTRUCCION EN OBRAS MENORES USO RESIDENCIAL,COMPRAS,DTE_033_000000000047_13160971K.xml,47,Arreglo casa; Arreglo ternerera
3872,TRASLADO CARRO SILERO,DESDE MAITEN A YUTRECO,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3873,TRASLADO TERNERAS,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3874,TRASLADO VACAS VACIAS,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3875,TRASL. VACAS VACIAS ABORT,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3876,TRASLADO VAQUILLAS PREÑAD,DESDE BRAMADERO A MAITEN,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3877,TRASLADO VACAS PREÑADAS,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,TRANSPORTE DE CARGA POR CARRETERA Y ACT. COMPLEMENTARIAS DEL GIRO,COMPRAS,DTE_033_000000000064_119206103.xml,64,TRASLADO CARRO SILERO DESDE MAITEN A YUTRECO; TRASLADO TERNERAS DESDE MAITEN A BRAMADERO; TRASLADO VACAS VACIAS DESDE MAITEN A BRAMADERO; TRASL. VACAS VACIAS ABORT DESDE MAITEN A BRAMADERO; TRASLADO VAQUILLAS PREÑAD DESDE BRAMADERO A MAITEN; TRASLADO VACAS PREÑADAS DESDE MAITEN A BRAMADERO
3878,Instalacion electrica,Anticipo Instalacion electrica de iluminacion y enchufes en galpon y taller,A&C ELECTRICIDAD LIMITADA,INSTALACIONES ELECTRICAS,COMPRAS,DTE_033_000000000065_769560661.xml,65,Instalacion electrica Anticipo Instalacion electrica de iluminacion y enchufes en galpon y taller
3883,Traslado de tractor,desde Mulpulmo a Raíces Traslado de tractor desde Raíces a Mulpulmo,MARCELO ALEJANDRO GUZMAN CATALAN,TRANSPORTE DE CARGA POR CARRETERA,COMPRAS,DTE_033_000000000141_12754994K.xml,141,Traslado de tractor desde Mulpulmo a Raíces Traslado de tractor desde Raíces a Mulpulmo; Movimiento de bolos dentro del campo
3884,Movimiento de bolos,dentro del campo,MARCELO ALEJANDRO GUZMAN CATALAN,TRANSPORTE DE CARGA POR CARRETERA,COMPRAS,DTE_033_000000000141_12754994K.xml,141,Traslado de tractor desde Mulpulmo a Raíces Traslado de tractor desde Raíces a Mulpulmo; Movimiento de bolos dentro del campo
3885,TRASLADO DE MATERIALES,DESDE FERRETERIA BODEGA AEDO A FUNDÓ EL MAITEN,TRANSPORTES LOS VOLCANES SPA,TRANSPORTE DE CARGA,COMPRAS,DTE_033_000000000142_776900826.xml,142,TRASLADO DE MATERIALES DESDE FERRETERIA BODEGA AEDO A FUNDÓ EL MAITEN
3887,CUBO DE RIPIO LAVADO,,VIMAR SPA,COMERCIALIZACION DE ARIDOS Y MOVIMIENTO DE TIERRA,COMPRAS,DTE_033_000000000200_77605853K.xml,200,
3888,Integral Bajo 2,84m3,TRANSPORTES G & G SPA,COMPRA VTA DE RIPIO.COMPRA VENTA DE MADERA,COMPRAS,DTE_033_000000000221_774243011.xml,221,Integral Bajo 2 84m3; Retroescabadora 12 horas
3889,Retroescabadora,12 horas,TRANSPORTES G & G SPA,COMPRA VTA DE RIPIO.COMPRA VENTA DE MADERA,COMPRAS,DTE_033_000000000221_774243011.xml,221,Integral Bajo 2 84m3; Retroescabadora 12 horas
3890,Reparación camino vecinal,Con material integral y maquinaria.,TRANSPORTES G & G SPA,COMPRA VTA DE RIPIO.COMPRA VENTA DE MADERA,COMPRAS,DTE_033_000000000222_774243011.xml,222,Reparación camino vecinal Con material integral y maquinaria.
3891,275/55 r20,Goodyear Wrangler at-adventure,JS NEUMÁTICOS SPA,COMPRA Y VENTA DE NEUMÁTICOS,COMPRAS,DTE_033_000000000223_777584553.xml,223,275/55 r20 Goodyear Wrangler at-adventure; Alineación; Wurth limpia vidrios
3892,Alineación,,JS NEUMÁTICOS SPA,COMPRA Y VENTA DE NEUMÁTICOS,COMPRAS,DTE_033_000000000223_777584553.xml,223,275/55 r20 Goodyear Wrangler at-adventure; Wurth limpia vidrios
3893,Wurth limpia vidrios,,JS NEUMÁTICOS SPA,COMPRA Y VENTA DE NEUMÁTICOS,COMPRAS,DTE_033_000000000223_777584553.xml,223,275/55 r20 Goodyear Wrangler at-adventure; Alineación
3894,CONSTRUCCION DE MUEBLES,CONSTRUCCION DE MUEBLES DE OFICINA,TALLER JORQUERA SPA,DISEÑO Y FABRICACIÓN DE MUEBLES - OBRAS MENORES Y CONSTRUCCION,COMPRAS,DTE_033_000000000250_769171282.xml,250,CONSTRUCCION DE MUEBLES CONSTRUCCION DE MUEBLES DE OFICINA
3895,VIAJE 48 VAQUILLAS,Bramadero a Yutreco,ORLANDO BERTIN SANDOVAL,TRANSPORTE DE CARGA POR CARRETERA,COMPRAS,DTE_033_000000000278_46814495.xml,278,VIAJE 48 VAQUILLAS Bramadero a Yutreco; VIAJE VAQUILLAS Fdo. Bramadero a El Maitén
3896,VIAJE VAQUILLAS,Fdo. Bramadero a El Maitén,ORLANDO BERTIN SANDOVAL,TRANSPORTE DE CARGA POR CARRETERA,COMPRAS,DTE_033_000000000278_46814495.xml,278,VIAJE 48 VAQUILLAS Bramadero a Yutreco; VIAJE VAQUILLAS Fdo. Bramadero a El Maitén
3898,Cuadro,,DANIELA ALEJANDRA FUCHSLOCHER NEUMANN,VENTA DE CUADROS Y ARTESANIA. TALLER DE PINTURA,COMPRAS,DTE_033_000000000314_152739036.xml,314,
3900,REPARACION,SEGUN DETALLE ADJUNTO,JOHN MARCELO CARRILLO SOLDAN,SERV. DE MANTENCION DE MAQ. E IMPLEM. AGRIC. SOLDADURAS INSTAL.ELECTRI,COMPRAS,DTE_033_000000000327_124308534.xml,327,REPARACION SEGUN DETALLE ADJUNTO
3903,VIAJE 50 VAQUILLAS,Bramadero a Yutreco,RAFAEL ANDRES BERTIN DELGADO,COMP. Y VTA. DE GANADO TRANSPORTE DE CARGA ING. CIVIL EN OBRAS CIVIL,COMPRAS,DTE_033_000000000554_185494640.xml,554,VIAJE 50 VAQUILLAS Bramadero a Yutreco; RETORNO 37 VACAS Yutreco a Bramadero; RETORNO VACAS Yutreco a Bramadero
3904,RETORNO 37 VACAS,Yutreco a Bramadero,RAFAEL ANDRES BERTIN DELGADO,COMP. Y VTA. DE GANADO TRANSPORTE DE CARGA ING. CIVIL EN OBRAS CIVIL,COMPRAS,DTE_033_000000000554_185494640.xml,554,VIAJE 50 VAQUILLAS Bramadero a Yutreco; RETORNO 37 VACAS Yutreco a Bramadero; RETORNO VACAS Yutreco a Bramadero
3906,RETORNO VACAS,Yutreco a Bramadero,RAFAEL ANDRES BERTIN DELGADO,COMP. Y VTA. DE GANADO TRANSPORTE DE CARGA ING. CIVIL EN OBRAS CIVIL,COMPRAS,DTE_033_000000000554_185494640.xml,554,VIAJE 50 VAQUILLAS Bramadero a Yutreco; RETORNO 37 VACAS Yutreco a Bramadero; RETORNO VACAS Yutreco a Bramadero
3907,Estado de pago Nº1,construccion de galpon Fundo El Maiten,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,OBRAS MENORES EN CONSTRUCCION,COMPRAS,DTE_033_000000000565_762827778.xml,565,Estado de pago Nº1 construccion de galpon Fundo El Maiten
3908,VIDRIOS,,ROSA ELVIRA SOLIS GUARDA,"REP MANTEN DE VEHIC VTA REP NUEVOS , USADOS ,VIDRIOS,ALUM,PVC ACCES",COMPRAS,DTE_033_000000000662_104160557.xml,662,
3909,VIDRIO DIFUSO INSTALADO,EN MARCO,ROSA ELVIRA SOLIS GUARDA,"REP MANTEN DE VEHIC VTA REP NUEVOS , USADOS ,VIDRIOS,ALUM,PVC ACCES",COMPRAS,DTE_033_000000000663_104160557.xml,663,VIDRIO DIFUSO INSTALADO EN MARCO
3910,mantención de BBA,de purines,INDUSTRIAL RIEGO SPA,OB.MENORES EN CONST.ELECT.RIEGOY PURINES.MEC.INDUS.Y AUTOM EN TERRENO,COMPRAS,DTE_033_000000000851_770661161.xml,851,mantención de BBA de purines
3911,VIAJE DE 54 VAQUILLAS,Fdo. Bramadero a Yutreco,ORLANDO RICARDO BERTIN MONSALVE,TRANSPORTE DE CARGA,COMPRAS,DTE_033_000000000868_109660426.xml,868,VIAJE DE 54 VAQUILLAS Fdo. Bramadero a Yutreco; VIAJE VAQUILLAS Bramadero a El Maitén; VIAJE TERNERAS Tineo a Bramadero
3912,VIAJE VAQUILLAS,Bramadero a El Maitén,ORLANDO RICARDO BERTIN MONSALVE,TRANSPORTE DE CARGA,COMPRAS,DTE_033_000000000868_109660426.xml,868,VIAJE DE 54 VAQUILLAS Fdo. Bramadero a Yutreco; VIAJE VAQUILLAS Bramadero a El Maitén; VIAJE TERNERAS Tineo a Bramadero
3913,VIAJE TERNERAS,Tineo a Bramadero,ORLANDO RICARDO BERTIN MONSALVE,TRANSPORTE DE CARGA,COMPRAS,DTE_033_000000000868_109660426.xml,868,VIAJE DE 54 VAQUILLAS Fdo. Bramadero a Yutreco; VIAJE VAQUILLAS Bramadero a El Maitén; VIAJE TERNERAS Tineo a Bramadero
3914,Flete de Yutreco a,Pelleco 20-24 -30.05,SOCIEDAD DE TRANSPORTES MANCILLA NEUMANN LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,COMPRAS,DTE_033_000000000906_760741035.xml,906,Flete de Yutreco a Pelleco 20-24 -30.05
3916,SEGUN OT 364,MOTO TRX 420 N 1,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001267_770334063.xml,1267,SEGUN OT 364 MOTO TRX 420 N 1; SEGUN OT 350 MOTO TRX 420 N 3
3917,SEGUN OT 350,MOTO TRX 420 N 3,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001267_770334063.xml,1267,SEGUN OT 364 MOTO TRX 420 N 1; SEGUN OT 350 MOTO TRX 420 N 3
3918,SEGUN OT 365,TRX 520 YUTRECO,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001268_770334063.xml,1268,SEGUN OT 365 TRX 520 YUTRECO; SEGUN OT 366 HONDA TRX 420 N2 YUTRECO; SEGUN OT 394 MOTO TRX 420 N1 YUTRECO
3919,SEGUN OT 366,HONDA TRX 420 N2 YUTRECO,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001268_770334063.xml,1268,SEGUN OT 365 TRX 520 YUTRECO; SEGUN OT 366 HONDA TRX 420 N2 YUTRECO; SEGUN OT 394 MOTO TRX 420 N1 YUTRECO
3920,SEGUN OT 394,MOTO TRX 420 N1 YUTRECO,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001268_770334063.xml,1268,SEGUN OT 365 TRX 520 YUTRECO; SEGUN OT 366 HONDA TRX 420 N2 YUTRECO; SEGUN OT 394 MOTO TRX 420 N1 YUTRECO
3921,ENCHUFE CARRO,TRANSFORMADOR AMERICANO A EUROPEO,MULTIMOTOS OSORNO SPA,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,COMPRAS,DTE_033_000000001269_770334063.xml,1269,ENCHUFE CARRO TRANSFORMADOR AMERICANO A EUROPEO
3922,fdo pelleco,"extracción de equipo sumergible 2hp 380v para su reemplazo por motor nuevo, mejoramiento de tablero eléctrico, cambio de contactores.",HECTOR IGNACIO PUSCHEL RUPAILAF,SERVICIO HIDRAULICO ELECTR /OBR MENORES/MOVTO DE TIERRAS/TRANSPORTES D,COMPRAS,DTE_033_000000001401_172992595.xml,1401,"fdo pelleco extracción de equipo sumergible 2hp 380v para su reemplazo por motor nuevo, mejoramiento"
3929,Traslado de Tractor,John Deere desde sector Nontuela hasta taller Toroyo Osorno.,SOCIEDAD DE TRANSPORTES Y SERVICIOS MECÁNICOS MAY LIMITADA,SERV.GRUAS-MEC.EN TERRENO-TRANSP.CARGA MENOR-ARRIENDO VEHICULOS,COMPRAS,DTE_033_000000003258_764049160.xml,3258,Traslado de Tractor John Deere desde sector Nontuela hasta taller Toroyo Osorno.
3939,Arriendo junio 25,,ADDVISE SPA,"COMERC.INSUMOS PARA NUTRICION ANIMAL Y VEGETAL, ELAB ALIMENT ANIMALES",COMPRAS,DTE_033_000000004412_764503287.xml,4412,
3941,HORMIGON GN20(10)20-08,OBRA MULPULMO SEGÚN GUÍA DESPACHO N° 3813747,TRANSPORTES JORGE ALEJANDRO MARTÌNEZ GUZMÀN E.I.R.L.,"TRANS.DE CARGA POR CARRETERA,DISTRIBUCION-VENTA DE HORMIGONES Y ARIDOS",COMPRAS,DTE_033_000000007565_764566718.xml,7565,HORMIGON GN20(10)20-08 OBRA MULPULMO SEGÚN GUÍA DESPACHO N° 3813747; CARGA INCOMPLETA
3942,CARGA INCOMPLETA,,TRANSPORTES JORGE ALEJANDRO MARTÌNEZ GUZMÀN E.I.R.L.,"TRANS.DE CARGA POR CARRETERA,DISTRIBUCION-VENTA DE HORMIGONES Y ARIDOS",COMPRAS,DTE_033_000000007565_764566718.xml,7565,HORMIGON GN20(10)20-08 OBRA MULPULMO SEGÚN GUÍA DESPACHO N° 3813747
3943,MOTO NUEVA SIN USO,MARCA: HONDA MODELO: TRX 420 FM COLOR: ROJO AÑO: 2025 VIN: 1HFTE40U8RJ001435 MOTOR: TE40E8858394 PBV: 465 KG TIPO DE COMBUSTIBLE: 93 OCTANOS GASOLINA,ENRIQUE RICARDO SCHMIDT ROJAS,"COMPRA VENTA Y ARRIENDO DE MOTOS, REPUESTOS, ACCESORIOS, PUBLICIDAD, SERVICIOS Y",COMPRAS,DTE_033_000000009574_62710578.xml,9574,MOTO NUEVA SIN USO MARCA: HONDA MODELO: TRX 420 FM COLOR: ROJO AÑO: 2025 VIN: 1HFTE40U8RJ001435 MOTO
