row_id,source_file,period,folio,nro_lin_det,direction,item_text,description,provider,amount,unit_price,audit_rationale
7905,DTE_033_000000283446_796499702.xml,2025-10,283446,2,COMPRAS,Patente: TYSZ10,,Automotriz Servimaq SPA,0,,vehicle_metadata
7979,DTE_033_000000597788_969183005.xml,2025-10,597788,2,COMPRAS,FORD F150 LARIAT TBZL-91 81996 02/10/2025 09:41 785113,A@FORD F150 LARIAT TBZL-91 81996 02/10/2025 09:41 785113,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
7980,DTE_033_000000597788_969183005.xml,2025-10,597788,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7981,DTE_033_000000597788_969183005.xml,2025-10,597788,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
7982,DTE_033_000000597788_969183005.xml,2025-10,597788,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7984,DTE_033_000000597788_969183005.xml,2025-10,597788,7,COMPRAS,SCO-MO CON LAVADO POR PAGAR,A@SCO-MO CON LAVADO POR PAGAR,DIFOR CHILE S.A.,0,,workshop_request_note
7985,DTE_033_000000597788_969183005.xml,2025-10,597788,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
7986,DTE_033_000000597788_969183005.xml,2025-10,597788,9,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
7987,DTE_033_000000597788_969183005.xml,2025-10,597788,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7988,DTE_033_000000597788_969183005.xml,2025-10,597788,11,COMPRAS,280333 62778 1361 11192 104483 17765,2@280333 62778 1361 11192 104483 17765,DIFOR CHILE S.A.,0,,printed_numeric_summary
7989,DTE_033_000000597788_969183005.xml,2025-10,597788,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
7990,DTE_033_000000597788_969183005.xml,2025-10,597788,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
7991,DTE_033_000000597788_969183005.xml,2025-10,597788,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
7993,DTE_033_000000598671_969183005.xml,2025-10,598671,2,COMPRAS,FORD RANGER XLT 4 TJXC-63 81157 09/10/2025 17:59 786564,A@FORD RANGER XLT 4 TJXC-63 81157 09/10/2025 17:59 786564,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
7994,DTE_033_000000598671_969183005.xml,2025-10,598671,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7995,DTE_033_000000598671_969183005.xml,2025-10,598671,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
7996,DTE_033_000000598671_969183005.xml,2025-10,598671,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7998,DTE_033_000000598671_969183005.xml,2025-10,598671,7,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
7999,DTE_033_000000598671_969183005.xml,2025-10,598671,8,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
8000,DTE_033_000000598671_969183005.xml,2025-10,598671,9,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8001,DTE_033_000000598671_969183005.xml,2025-10,598671,10,COMPRAS,196374 43430 1271 10454 69615 16593,2@196374 43430 1271 10454 69615 16593,DIFOR CHILE S.A.,0,,printed_numeric_summary
8002,DTE_033_000000598671_969183005.xml,2025-10,598671,11,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
8003,DTE_033_000000598671_969183005.xml,2025-10,598671,12,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
8004,DTE_033_000000598671_969183005.xml,2025-10,598671,13,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
8006,DTE_033_000000599067_969183005.xml,2025-10,599067,2,COMPRAS,FORD RANGER XL 4X RZGC-45 119636 12/09/2025 09:29 781448,A@FORD RANGER XL 4X RZGC-45 119636 12/09/2025 09:29 781448,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
8007,DTE_033_000000599067_969183005.xml,2025-10,599067,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8008,DTE_033_000000599067_969183005.xml,2025-10,599067,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
8009,DTE_033_000000599067_969183005.xml,2025-10,599067,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8011,DTE_033_000000599067_969183005.xml,2025-10,599067,7,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
8012,DTE_033_000000599067_969183005.xml,2025-10,599067,8,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
8013,DTE_033_000000599067_969183005.xml,2025-10,599067,9,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8014,DTE_033_000000599067_969183005.xml,2025-10,599067,10,COMPRAS,152745 88109 12508 10571 70393 16777,2@152745 88109 12508 10571 70393 16777,DIFOR CHILE S.A.,0,,printed_numeric_summary
8015,DTE_033_000000599067_969183005.xml,2025-10,599067,11,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
8016,DTE_033_000000599067_969183005.xml,2025-10,599067,12,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
8017,DTE_033_000000599067_969183005.xml,2025-10,599067,13,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
8038,DTE_033_000000667460_990120005.xml,2025-10,667460,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
8043,DTE_033_000001171587_79853470K.xml,2025-10,1171587,2,COMPRAS,MARCA: FORD,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8044,DTE_033_000001171587_79853470K.xml,2025-10,1171587,3,COMPRAS,MODELO: F-150 LARIAT LUX CC 4X4 5.0L,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8045,DTE_033_000001171587_79853470K.xml,2025-10,1171587,4,COMPRAS,COLOR: ROJO METALICO,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8046,DTE_033_000001171587_79853470K.xml,2025-10,1171587,5,COMPRAS,AÑO: 2023,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8047,DTE_033_000001171587_79853470K.xml,2025-10,1171587,6,COMPRAS,CHASIS: 1FTFW1E52NFB33530,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8048,DTE_033_000001171587_79853470K.xml,2025-10,1171587,7,COMPRAS,MOTOR: NFB33530,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8049,DTE_033_000001171587_79853470K.xml,2025-10,1171587,8,COMPRAS,TIPO COMBUSTIBLE: GASOLINA,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8050,DTE_033_000001171587_79853470K.xml,2025-10,1171587,9,COMPRAS,PESO BRUTO VEHICULAR: 3175 KG,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8051,DTE_033_000001171587_79853470K.xml,2025-10,1171587,10,COMPRAS,PATENTE: TBFK.28-2,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8052,DTE_033_000001171587_79853470K.xml,2025-10,1171587,11,COMPRAS,TRANSMISION: AUTOMATICA,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8053,DTE_033_000001171587_79853470K.xml,2025-10,1171587,12,COMPRAS,TRACCIÓN: 4X4,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8054,DTE_033_000001171587_79853470K.xml,2025-10,1171587,13,COMPRAS,CILINDRADA: 5000 CC,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8055,DTE_033_000001171587_79853470K.xml,2025-10,1171587,14,COMPRAS,CAPACIDAD DE CARGA: 968 KG,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8056,DTE_033_000001171587_79853470K.xml,2025-10,1171587,15,COMPRAS,CONDICION VEHICULO: USADO,,Automotriz Cordillera S.A.,0,,vehicle_metadata
8262,DTE_033_000028503048_995200007.xml,2025-10,28503048,1,COMPRAS,Fecha-Guía,02.10.25-31116256*,COPEC S.A.,0,,fuel_delivery_reference
8263,DTE_033_000028503048_995200007.xml,2025-10,28503048,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 86,851|Litro",COPEC S.A.,0,,zero_fuel_summary
8265,DTE_033_000028542790_995200007.xml,2025-10,28542790,1,COMPRAS,Fecha-Guía,09.10.25-31116269*,COPEC S.A.,0,,fuel_delivery_reference
8266,DTE_033_000028542790_995200007.xml,2025-10,28542790,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 58,726|Litro",COPEC S.A.,0,,zero_fuel_summary
8268,DTE_033_000028578212_995200007.xml,2025-10,28578212,1,COMPRAS,Fecha-Guía,19.10.25-31680569*,COPEC S.A.,0,,fuel_delivery_reference
8269,DTE_033_000028578212_995200007.xml,2025-10,28578212,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 72,470|Litro",COPEC S.A.,0,,zero_fuel_summary
8271,DTE_033_000028578903_995200007.xml,2025-10,28578903,1,COMPRAS,Fecha-Guía,20.10.25-31639907*,COPEC S.A.,0,,fuel_delivery_reference
8272,DTE_033_000028578903_995200007.xml,2025-10,28578903,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 46,382|Litro",COPEC S.A.,0,,zero_fuel_summary
8274,DTE_033_000028588168_995200007.xml,2025-10,28588168,1,COMPRAS,Fecha-Guía,22.10.25-31687725*,COPEC S.A.,0,,fuel_delivery_reference
8275,DTE_033_000028588168_995200007.xml,2025-10,28588168,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 67,433|Litro",COPEC S.A.,0,,zero_fuel_summary
8277,DTE_033_000028599388_995200007.xml,2025-10,28599388,1,COMPRAS,Fecha-Guía,25.10.25-31722888*,COPEC S.A.,0,,fuel_delivery_reference
8278,DTE_033_000028599388_995200007.xml,2025-10,28599388,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 68,715|Litro",COPEC S.A.,0,,zero_fuel_summary
8501,DTE_033_000053325198_97036000K.xml,2025-10,53325198,2,COMPRAS,LEASING 614747 OCTUBRE 2025 CUOTA 4 DE 2,LEASING 614747 OCTUBRE 2025 CUOTA 4 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
8503,DTE_033_000053387058_97036000K.xml,2025-10,53387058,2,COMPRAS,LEASING 614266 OCTUBRE 2025 CUOTA 5 DE 3,LEASING 614266 OCTUBRE 2025 CUOTA 5 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
8935,DTE_033_000000603661_969183005.xml,2025-11,603661,2,COMPRAS,FORD F150 PLATINI TJXC-64 48653 07/11/2025 17:31 792924,A@FORD F150 PLATINI TJXC-64 48653 07/11/2025 17:31 792924,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
8936,DTE_033_000000603661_969183005.xml,2025-11,603661,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8937,DTE_033_000000603661_969183005.xml,2025-11,603661,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
8938,DTE_033_000000603661_969183005.xml,2025-11,603661,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8940,DTE_033_000000603661_969183005.xml,2025-11,603661,7,COMPRAS,SCO-MO REVISAR RADIO EN OCACIONES SE PEGA,A@SCO-MO REVISAR RADIO EN OCACIONES SE PEGA,DIFOR CHILE S.A.,0,,workshop_request_note
8941,DTE_033_000000603661_969183005.xml,2025-11,603661,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
8942,DTE_033_000000603661_969183005.xml,2025-11,603661,9,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
8943,DTE_033_000000603661_969183005.xml,2025-11,603661,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
8944,DTE_033_000000603661_969183005.xml,2025-11,603661,11,COMPRAS,167375 55548 1363 11210 69762 17792,2@167375 55548 1363 11210 69762 17792,DIFOR CHILE S.A.,0,,printed_numeric_summary
8945,DTE_033_000000603661_969183005.xml,2025-11,603661,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
8946,DTE_033_000000603661_969183005.xml,2025-11,603661,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
8947,DTE_033_000000603661_969183005.xml,2025-11,603661,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
8952,DTE_033_000000672290_990120005.xml,2025-11,672290,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
9187,DTE_033_000029078055_995200007.xml,2025-11,29078055,1,COMPRAS,Fecha-Guía,06.11.25-31268508*,COPEC S.A.,0,,fuel_delivery_reference
9188,DTE_033_000029078055_995200007.xml,2025-11,29078055,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 101,751|Litro",COPEC S.A.,0,,zero_fuel_summary
9190,DTE_033_000029094923_995200007.xml,2025-11,29094923,1,COMPRAS,Fecha-Guía,11.11.25-31866170*,COPEC S.A.,0,,fuel_delivery_reference
9191,DTE_033_000029094923_995200007.xml,2025-11,29094923,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 70,867|Litro",COPEC S.A.,0,,zero_fuel_summary
9193,DTE_033_000029112397_995200007.xml,2025-11,29112397,1,COMPRAS,Fecha-Guía,15.11.25-31899869*,COPEC S.A.,0,,fuel_delivery_reference
9194,DTE_033_000029112397_995200007.xml,2025-11,29112397,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 106,064|Litro",COPEC S.A.,0,,zero_fuel_summary
9196,DTE_033_000029112672_995200007.xml,2025-11,29112672,1,COMPRAS,Fecha-Guía,15.11.25-31899424*,COPEC S.A.,0,,fuel_delivery_reference
9197,DTE_033_000029112672_995200007.xml,2025-11,29112672,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 29,764|Litro",COPEC S.A.,0,,zero_fuel_summary
9202,DTE_033_000029168856_995200007.xml,2025-11,29168856,1,COMPRAS,Fecha-Guía,30.11.25-32062728*,COPEC S.A.,0,,fuel_delivery_reference
9203,DTE_033_000029168856_995200007.xml,2025-11,29168856,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 77,292|Litro",COPEC S.A.,0,,zero_fuel_summary
9406,DTE_033_000053670178_97036000K.xml,2025-11,53670178,2,COMPRAS,LEASING 614747 NOVIEMBRE 2025 CUOTA 5 DE,LEASING 614747 NOVIEMBRE 2025 CUOTA 5 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
9408,DTE_033_000053722489_97036000K.xml,2025-11,53722489,2,COMPRAS,LEASING 614266 NOVIEMBRE 2025 CUOTA 6 DE,LEASING 614266 NOVIEMBRE 2025 CUOTA 6 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
9442,DTE_033_000143855637_96792430K.xml,2025-11,143855637,4,COMPRAS,OC 1424072597/ DO 398213922642,,SODIMAC S.A.,0,,purchase_order_reference
9887,DTE_033_000000607829_969183005.xml,2025-12,607829,2,COMPRAS,FORD RANGER XLT 4 TJXC-63 81157 14/11/2025 11:31 794455,A@FORD RANGER XLT 4 TJXC-63 81157 14/11/2025 11:31 794455,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
9888,DTE_033_000000607829_969183005.xml,2025-12,607829,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9889,DTE_033_000000607829_969183005.xml,2025-12,607829,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
9890,DTE_033_000000607829_969183005.xml,2025-12,607829,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9891,DTE_033_000000607829_969183005.xml,2025-12,607829,6,COMPRAS,SCO-MO MANO DE OBRA CAMBIO KIT DISTRIBUCION,A@SCO-MO MANO DE OBRA CAMBIO KIT DISTRIBUCION,DIFOR CHILE S.A.,0,,workshop_request_note
9892,DTE_033_000000607829_969183005.xml,2025-12,607829,7,COMPRAS,SCO-MO A ALTA VELOCIDAD VIBRA DEMASIADO LA CAMI,A@SCO-MO A ALTA VELOCIDAD VIBRA DEMASIADO LA CAMI,DIFOR CHILE S.A.,0,,workshop_request_note
9893,DTE_033_000000607829_969183005.xml,2025-12,607829,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
9894,DTE_033_000000607829_969183005.xml,2025-12,607829,9,COMPRAS,MO elec Mec Repuestos Accesorios ServiciosTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios ServiciosTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
9895,DTE_033_000000607829_969183005.xml,2025-12,607829,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9896,DTE_033_000000607829_969183005.xml,2025-12,607829,11,COMPRAS,401837 379915 12913 2568 25506,2@401837 379915 12913 2568 25506,DIFOR CHILE S.A.,0,,printed_numeric_summary
9897,DTE_033_000000607829_969183005.xml,2025-12,607829,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
9898,DTE_033_000000607829_969183005.xml,2025-12,607829,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
9899,DTE_033_000000607829_969183005.xml,2025-12,607829,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
9901,DTE_033_000000608452_969183005.xml,2025-12,608452,2,COMPRAS,FORD AJE5 / NEW R TYLD-93 48464 24/11/2025 12:12 796018,A@FORD AJE5 / NEW R TYLD-93 48464 24/11/2025 12:12 796018,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
9902,DTE_033_000000608452_969183005.xml,2025-12,608452,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9903,DTE_033_000000608452_969183005.xml,2025-12,608452,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
9904,DTE_033_000000608452_969183005.xml,2025-12,608452,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9906,DTE_033_000000608452_969183005.xml,2025-12,608452,7,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
9907,DTE_033_000000608452_969183005.xml,2025-12,608452,8,COMPRAS,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,DIFOR CHILE S.A.,0,,printed_service_columns
9908,DTE_033_000000608452_969183005.xml,2025-12,608452,9,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9909,DTE_033_000000608452_969183005.xml,2025-12,608452,10,COMPRAS,169847 203764 11181 2587 74505,2@169847 203764 11181 2587 74505,DIFOR CHILE S.A.,0,,printed_numeric_summary
9910,DTE_033_000000608452_969183005.xml,2025-12,608452,11,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
9911,DTE_033_000000608452_969183005.xml,2025-12,608452,12,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
9912,DTE_033_000000608452_969183005.xml,2025-12,608452,13,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
9914,DTE_033_000000608453_969183005.xml,2025-12,608453,2,COMPRAS,FORD AJE5 / NEW R TYLD-93 48464 24/11/2025 12:24 796022,A@FORD AJE5 / NEW R TYLD-93 48464 24/11/2025 12:24 796022,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
9915,DTE_033_000000608453_969183005.xml,2025-12,608453,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9916,DTE_033_000000608453_969183005.xml,2025-12,608453,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
9917,DTE_033_000000608453_969183005.xml,2025-12,608453,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9918,DTE_033_000000608453_969183005.xml,2025-12,608453,6,COMPRAS,SCO-MO ALINEACION,A@SCO-MO ALINEACION,DIFOR CHILE S.A.,0,,workshop_request_note
9919,DTE_033_000000608453_969183005.xml,2025-12,608453,7,COMPRAS,SCO-MO RECTIFICAR DISCOS DELANTEROS,A@SCO-MO RECTIFICAR DISCOS DELANTEROS,DIFOR CHILE S.A.,0,,workshop_request_note
9920,DTE_033_000000608453_969183005.xml,2025-12,608453,8,COMPRAS,SCO-MO RECTIFICADO TAMBORES TRASEROS,A@SCO-MO RECTIFICADO TAMBORES TRASEROS,DIFOR CHILE S.A.,0,,workshop_request_note
9921,DTE_033_000000608453_969183005.xml,2025-12,608453,9,COMPRAS,SCO-MO REPARACION DE FRENOS COMPLETOS,A@SCO-MO REPARACION DE FRENOS COMPLETOS,DIFOR CHILE S.A.,0,,workshop_request_note
9922,DTE_033_000000608453_969183005.xml,2025-12,608453,10,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
9923,DTE_033_000000608453_969183005.xml,2025-12,608453,11,COMPRAS,MO elec Mec Accesorios ServiciosTrabajos Fue,AUTO2@MO elec Mec Accesorios ServiciosTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
9924,DTE_033_000000608453_969183005.xml,2025-12,608453,12,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9925,DTE_033_000000608453_969183005.xml,2025-12,608453,13,COMPRAS,274696 9203 2534 70920,2@274696 9203 2534 70920,DIFOR CHILE S.A.,0,,printed_numeric_summary
9926,DTE_033_000000608453_969183005.xml,2025-12,608453,14,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
9927,DTE_033_000000608453_969183005.xml,2025-12,608453,15,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
9928,DTE_033_000000608453_969183005.xml,2025-12,608453,16,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
9930,DTE_033_000000610482_969183005.xml,2025-12,610482,2,COMPRAS,FORD F150 LARIAT TBZL-91 93164 19/12/2025 16:47 801490,A@FORD F150 LARIAT TBZL-91 93164 19/12/2025 16:47 801490,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
9931,DTE_033_000000610482_969183005.xml,2025-12,610482,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9932,DTE_033_000000610482_969183005.xml,2025-12,610482,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
9933,DTE_033_000000610482_969183005.xml,2025-12,610482,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9935,DTE_033_000000610482_969183005.xml,2025-12,610482,7,COMPRAS,SCO-MO REVISAR ACELERACION MAS LENTA AL EXIGIRL,A@SCO-MO REVISAR ACELERACION MAS LENTA AL EXIGIRL,DIFOR CHILE S.A.,0,,workshop_request_note
9936,DTE_033_000000610482_969183005.xml,2025-12,610482,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
