rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,toner brother tn 3429 dcp l56500dn 5100dn 3000pag,TONER BROTHER TN-3429 DCP-L56500DN/5100DN 3000PAG,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2558
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tor ms360 46 66 fs160 15 m5x20,TOR MS360-46-66 FS160 15 M5X20,TOR MS360-46-66 FS160 15 M5X20,INVERSIONES DEL RANCO SPA,0.5352
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tor ysccrs pfz 6x15 8 fco 600u,TOR.YSCCRS PFZ 6X15/8 FCO 600U,,SODIMAC S.A.,0.5572
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,torn volc crs pfn 6x1 1 4 250u,TORN VOLC CRS PFN 6X1.1/4 250U,,SODIMAC S.A.,0.4552
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,torn volc crs pfn 6x2 200u cu,TORN VOLC CRS PFN 6X2 200U. CU,,SODIMAC S.A.,0.4719
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,torn volc crs zbr 6x 1 1 4 250,TORN VOLC CRS ZBR 6X 1 1/4 250,,SODIMAC S.A.,0.3506
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tornillo autop cab truss c g zn 8x3 4,TORNILLO AUTOP CAB.TRUSS C/G ZN 8X3/4,,EASY RETAIL S.A.,0.3139
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,traslado de materiales,TRASLADO DE MATERIALES,,DAVID ISAIAS MARDONES YANEZ,0.1836
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tt9 terciado 9mm estructural azul 1 22 x 2 44,TT9-TERCIADO 9MM ESTRUCTURAL (AZUL) 1.22 X 2.44 -@,TT9-TERCIADO 9MM ESTRUCTURAL (AZUL) 1.22 X 2.44 -@,DORIS IVONNE CASTILLO KANTER,0.3476
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tub cuad neg 50 x 3 0 mm,TUB CUAD NEG 50 X 3.0 MM,TUB CUAD NEG 50 X 3.0 MM,Acenor Aceros Del Norte S.A.,0.2844
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tub cuad neg 75 x 4 0 mm,TUB CUAD NEG 75 X 4.0 MM,TUB CUAD NEG 75 X 4.0 MM,Acenor Aceros Del Norte S.A.,0.2944
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tuberia clase 16 20mm x 1mt presion vnt,TUBERIA CLASE 16 20MM X 1MT PRESION VNT,,EASY RETAIL S.A.,0.3028
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tubo corrugado hdpe 300 mm 12 astm f2306 astm f667 ss l 6 0m,"Tubo Corrugado HDPE 300 mm (12"") ASTM F2306 ASTM F667 SS L.6,0M","Tubo Corrugado fabricado según la norma AASHTO M294, largo de 6 m, doble pared, sin perforaciones",Servicios Sinergia Austral SpA,0.4717
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tubo led 16w 6500k 1200mm 1600lm phillips 929003087611,TUBO LED 16W 6500K 1200MM 1600LM PHILLIPS 929003087611,,ELECTROCOM S.A.,0.3375
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tubo pvc hidr 20mm 3mt pn16cem,TUBO PVC HIDR 20MM 3MT PN16CEM,,SODIMAC S.A.,0.2714
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,vaso g 470cc,VASO G 470CC,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2556
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,velas estrellas 5un,VELAS ESTRELLAS 5UN,,CENCOSUD RETAIL S.A.,0.5237
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,vibro,VIBRO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1034
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,vidrio laminado 0 33x1 78,VIDRIO LAMINADO 0.33X1.78,,ROSA ELVIRA SOLIS GUARDA,0.2594
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,vidrios,VIDRIOS,,ROSA ELVIRA SOLIS GUARDA,0.2955
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,y machines cortacesped 196cc 21 c rec r alta 1e28rk10029,Y MACHINES CORTACESPED 196CC 21 C REC R ALTA 1E28RK10029,Y MACHINES CORTACESPED 196CC 21 C REC R ALTA 1E28RK10029,INVERSIONES DEL RANCO SPA,0.1884
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,abrazadera crem 3 4,"ABRAZADERA CREM. 3/4""",,COMERCIAL CLIMENT SPA,0.2003
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,alargador 1 5mts,"Alargador 1,5Mts",,SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.2299
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,alineacion,Alineación,,JS NEUMÁTICOS SPA,0.3773
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,alternador marelli rpm 12v 65a same,ALTERNADOR MARELLI RPM 12V 65A SAME,,ELECTROSOL ENCENDIDOS SPA,0.3681
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,arreglo caneria en,ARREGLO CAÑERIA EN,LECHERIA,SERVICIOS DE MANTENCIÓN DOMICILIARIA NONTUELA SPA,0.3663
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,buje acero 213952q bba 46 rovatti,BUJE ACERO 213952Q BBA&#46;ROVATTI,,ENTRE RIEGOS DEL SUR SPA,0.3806
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,cambio elementos tablero,cambio elementos tablero,se compra e instala transformador de 24V y contactor con bobina de 24V,SERVICIOS INTEGRALES EDUARDO GUERRERO SPA,0.2961
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,cambio embrague,Cambio embrague,,SERVIMEC SPA,0.4257
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,cinta adhesiva transparante,CINTA ADHESIVA TRANSPARANTE,,LOS MAGNIFICOS SPA,0.6693
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,conector rapido 1 2 c stop rehau 268133300,CONECTOR RAPIDO 1/2 C/STOP REHAU (268133300),,COMERCIAL CLIMENT SPA,0.1678
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,copla,COPLA,,LOS MAGNIFICOS SPA,0.4332
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,cuno,CUNO,,KALEUCHE SPA,0.4572
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,dado largo de 1 2 de 27 mm force,DADO LARGO DE 1 2 DE 27 MM FORCE,DADO LARGO DE 1 2 DE 27 MM FORCE,COMERCIAL VIMAR SPA,0.1742
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,destorcedor 1 2,DESTORCEDOR 1 2,DESTORCEDOR 1 2,LOS MAGNIFICOS SPA,0.2612
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,empanadas,Empanadas,,DULAC FUTRONO SPA,0.6368
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,enchufe carro,ENCHUFE CARRO,TRANSFORMADOR AMERICANO A EUROPEO,MULTIMOTOS OSORNO SPA,0.7489
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,enganche maxus t60,ENGANCHE MAXUS T60,,ONE GARAGE SPA,0.4074
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,fardos paja de trigo,Fardos Paja de Trigo,"Según Guía Despacho 576, 577, 578 Fundo El Maitén",SERVICIOS AGRICOLAS OSORNO SPA,0.285
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,goma acoplamiento valvoline motobomba,GOMA ACOPLAMIENTO VALVOLINE MOTOBOMBA,,ENTRE RIEGOS DEL SUR SPA,0.3017
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,habitacion 01 12 2025 02 12 2025 512 1 alojamiento,Habitación - 01/12/2025 - 02/12/2025 - 512 - 1 - Alojamiento,,SOC HOTELERA BIDASOA SPA,0.4222
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,habitacion 09 01 2026 12 01 2026 301 1 alojamiento,Habitación - 09/01/2026 - 12/01/2026 - 301 - 1 - Alojamiento,,SOC HOTELERA BIDASOA SPA,0.3926
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,habitacion 13 12 2025 15 12 2025 508 1 alojamiento,Habitación - 13/12/2025 - 15/12/2025 - 508 - 1 - Alojamiento,,SOC HOTELERA BIDASOA SPA,0.431
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,habitacion 20 10 2025 21 10 2025 601 1 alojamiento,Habitación - 20/10/2025 - 21/10/2025 - 601 - 1 - Alojamiento,,SOC HOTELERA BIDASOA SPA,0.4166
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,habitacion 21 10 2025 23 10 2025 408 1 alojamiento,Habitación - 21/10/2025 - 23/10/2025 - 408 - 1 - Alojamiento,,SOC HOTELERA BIDASOA SPA,0.4208
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,haida 185r14c ntco carro,HAIDA 185R14C NTCO CARRO,TERNERO,SERVIVUL SPA,0.3824
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,horqueta 4,HORQUETA 4,,SOCIEDAD AGUAS BUENAS SPA,0.4467
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,kilometraje,Kilometraje,,ELECTROSOL ENCENDIDOS SPA,0.4315
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,kylie jean reina de la tecnologia,KYLIE JEAN REINA DE LA TECNOLOGIA,,Ainilebu SPA,0.1927
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,lima 5 5 mm 7 32,LIMA 5 5 MM 7 32,LIMA 5 5 MM 7 32,INVERSIONES DEL RANCO SPA,0.1302
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,mano de obra reparacion de bomba,MANO DE OBRA REPARACION DE BOMBA,,ENTRE RIEGOS DEL SUR SPA,0.2168
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,mano de obra retiro de bomba vieja e,MANO DE OBRA RETIRO DE BOMBA VIEJA E,,ENTRE RIEGOS DEL SUR SPA,0.243
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,maxxifardos,Maxxifardos,,SERVICIOS AGRICOLAS MECANIZADOS SPA,0.161
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,nina de la calavera la,"NIÑA DE LA CALAVERA,LA",,Ainilebu SPA,0.3325
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,nina torbellina 2,NINA TORBELLINA 2,,Ainilebu SPA,0.4604
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,nudo cable,NUDO CABLE,,LOS MAGNIFICOS SPA,0.4486
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,nuevo neum r15 5 carro,NUEVO NEUM. R15.5 CARRO,FORRAJERO,VULCANIZACIÓN NONTUELÁ SPA,0.6667
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,r n carro forrajero r15 5,R.N.CARRO FORRAJERO R15.5,,VULCANIZACIÓN NONTUELÁ SPA,0.7196
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,r n retroexcavadora r24,R.N RETROEXCAVADORA R24,,VULCANIZACIÓN NONTUELÁ SPA,0.447
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,r n tractor r 38,R.N TRACTOR R 38,,VULCANIZACIÓN NONTUELÁ SPA,0.7477
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,recuperacion gastos maestranza,RECUPERACION GASTOS MAESTRANZA,,ENTRE RIEGOS DEL SUR SPA,0.2812
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,rep neum r24 tractor,REP. NEUM.R24 TRACTOR,,VULCANIZACIÓN NONTUELÁ SPA,0.6843
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,rep neum r38 tractor,REP. NEUM.R38 TRACTOR,,VULCANIZACIÓN NONTUELÁ SPA,0.6575
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion camioneta ford,REPARACION CAMIONETA FORD,,SERVIVUL SPA,0.6191
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion neumatico,REPARACIÓN NEUMÁTICO,15.5 CARRO FORRAJERO,VULCANIZACIÓN NONTUELÁ SPA,0.6483
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion neumatico r12,REPARACIÓN NEUMÁTICO R12,MOTO,VULCANIZACIÓN NONTUELÁ SPA,0.6761
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion neumatico r14,REPARACIÓN NEUMÁTICO R14,CARRO ARRASTRE,VULCANIZACIÓN NONTUELÁ SPA,0.6491
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion neumatico r16,REPARACIÓN NEUMÁTICO R16,CARRO FORRAJERO,VULCANIZACIÓN NONTUELÁ SPA,0.6703
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion ntco camioneta,REPARACION NTCO CAMIONETA,,SERVIVUL SPA,0.6416
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion ntco tractor,REPARACION NTCO TRACTOR,DELANTERO,SERVIVUL SPA,0.6495
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparador manguera 1 2,"REPARADOR MANGUERA 1/2""","REPARADOR MANGUERA 1/2""",COMERCIAL HARCHA SPA,0.2203
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,rooms 1,Rooms ( 1),,Hotelera MDS Chillán S.A.,0.3235
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,rotacion ntco camioneta,ROTACION NTCO CAMIONETA,,SERVIVUL SPA,0.7262
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,soporte cojinete bba 46 rov 46 f33k100 47 3l pos 46 13 45 17 45 18,SOPORTE COJINETE BBA&#46; ROV&#46; F33K100&#47;3L POS&#46; 13&#45;17&#45;18,,ENTRE RIEGOS DEL SUR SPA,0.2004
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,sustrato,Sustrato,,ZERO CORP SPA,0.5861
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,tuerca especial bomba rovatti,TUERCA ESPECIAL BOMBA ROVATTI,,ENTRE RIEGOS DEL SUR SPA,0.298
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,una sonrisa relucente,UNA SONRISA RELUCENTE,,Ainilebu SPA,0.1615
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,union hdpe 50 x 1 1 2hi,"UNION HDPE 50 X 1,1/2HI",,COMERCIAL CLIMENT SPA,0.1656
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,viatico movilizacion,VIATICO MOVILIZACION,,MOLINA MANNS SPA,0.5728
1,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,y machines cortacesped 196cc 21 c rec r alta con un 10 0 descuento,Y MACHINES CORTACESPED 196CC 21 C REC R ALTA CON UN 10 0 DESCUENTO,Y MACHINES CORTACESPED 196CC 21 C REC R ALTA,INVERSIONES DEL RANCO SPA,0.1476
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,1 flete materiales,1 flete materiales,desde Harcha a s Guzman,DELFIN AROS ESTRADA,0.1577
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,adaptador ford ranger 2024,ADAPTADOR FORD RANGER 2024,ADAPTADOR FORD RANGER 2024,CVD REMOLQUES SPA,0.2777
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,agua mas s gas 1 6lt granada,"AGUA MAS S GAS 1.6LT, GRANADA",1.0 x 1 UN $1320 Bruto/$1023.0 Neto,RENDIC HERMANOS S.A.,0.2508
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,agua mas s gas 1 6lt manzana,"AGUA MAS S GAS 1.6LT, MANZANA",2.0 x 1 UN $1320 Bruto/$1023.5 Neto,RENDIC HERMANOS S.A.,0.2492
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,agua mas s gas 1 6lt pera,"AGUA MAS S GAS 1.6LT, PERA",2.0 x 1 UN $1320 Bruto/$1023.0 Neto,RENDIC HERMANOS S.A.,0.2441
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,bushing reduccion he hi 2 x 1,-BUSHING REDUCCION HE-HI 2 X 1-@,-BUSHING REDUCCION HE-HI 2 X 1-@,DORIS IVONNE CASTILLO KANTER,0.1391
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio aceite caja,Cambio aceite caja,Cambio aceite motor Frenos traseros Rev. frenos delanteros Cambio aceite dif. Camioneta,SERVIMEC SPA,0.5619
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio base valvula,cambio base valvula,+limpieza llanta tractor aro24,CARLOS IVAN MEZA HERMOSILLA,0.4883
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio capot,cambio capot,cambio parachoques delantero cambio opticos cambio 3 puertas cambio portalon cambio focos traseros pintar camioneta completa desabollar zocalos y tapabarros cambio rotula reparar luces instalar guardafangos,SERVIMEC SPA,0.7378
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio filtro aire,cambio filtro aire,cambio filtro petroleo cambio filtro aceite cambio filtro polen cambio rotulas inferiores cambio frenos delanteros cambio bieletas cambio aceite motor lavado rev frenos traseros ford ranger rzgc45,SERVIMEC SPA,0.7329
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio filtros y aceite,Cambio filtros y aceite,Cambio 2 axiales Cambio 2 bieletas Camioneta,SERVIMEC SPA,0.469
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cambio rotulas,cambio rotulas,cambio amortiguadores cambio cilindro frenos cambio cañeria alineacion,SERVIMEC SPA,0.7348
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,compra cilindro vacio 15k,COMPRA CILINDRO VACIO 15K,,DISTRIBUIDORA DE GAS MALON SPA,0.3179
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,copla reduccion hi hi 1 x 3 4,-COPLA REDUCCION HI-HI 1 X 3/4 -@,-COPLA REDUCCION HI-HI 1 X 3/4 -@,DORIS IVONNE CASTILLO KANTER,0.1908
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cuch der seg dcbm dis red,CUCH DER SEG DCBM DIS RED,1095333,SOC. COMERC. DE REPUESTOS S.P.A.,0.3602
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,desconexion de serv seg guia ar 63251 pv 130388 00 pd 0 00 forma de pago 04 cu,DESCONEXION DE SERV SEG GUIA AR 63251 PV$130388.00 PD 0.00%. FORMA DE PAGO 04 CU,OTAS DE $38.791.- CON PRIMER VCTO. PARA EL 28/MAY/2025 CARGO A CTA.2820-1,COOP RURAL ELECTRICA RIO BUENO LIMITADA,0.5714
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,despacho,Despacho,Despacho,EDGE SpA,0.1285
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,embudo 37cm motorlife,EMBUDO 37CM MOTORLIFE,120893,SOC. COMERC. DE REPUESTOS S.P.A.,0.2481
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,estampado polera espalda,ESTAMPADO POLERA ESPALDA,TRANSFERENCIA ELECTRONICA,SMRCHILE LIMITADA,0.2438
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,gorro de lana con forro,GORRO DE LANA CON FORRO,DE POLAR ( 25 AZULES Y 25 NEGROS ) PAGADO POR TRANSFERENCIA,SMRCHILE LIMITADA,0.1255
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,grabado de patente,Grabado de patente,Vehículo RZGC45,DISTRIBUIDORA Y COMERCIALIZADORA MUNDIAL SPA,0.5119
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,guiltrap rf11,Guiltrap RF11,Reparación de carro forrajero Guiltrap RF11 -cambio de coplones que transmiten el movimiento del motor al eje desmenuzador. -Enderezar placa de fijación del motor hidráulico,WALTER ERNESTO MATAMALA MANCILLA,0.254
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,hule afranelado delgado 1 40 ancho,HULE AFRANELADO DELGADO 1.40 ANCHO,HULE AFRANELADO DELGADO 1.40 ANCHO,COMERCIAL HARCHA SPA,0.2973
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,indemnizacion de tag,Indemnizacion de Tag,,SOC CONCESIONARIA AUTOPISTA CENTRAL S A,0.0832
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,neumatico atv 22x11 00 8,NEUMATICo ATV 22X11.00-8,,IMPORTADORA REDBIKER S LIMITADA,0.5777
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,recarga 15kl,RECARGA 15KL,,DISTRIBUIDORA DE GAS MALON SPA,0.4388
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion 01 motor hidraulico,REPARACION 01 MOTOR HIDRAULICO,,SERGIO GUILLERMO LOEBEL PUSCHEL,0.2095
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion carro giltrap,reparacion carro giltrap,"reforzar chasis en ambos lados aplicando soldadura,",CAMILO EDUARDO CABEZA FERNANDEZ,0.4577
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion de motor,REPARACION DE MOTOR,"PERKIN 203, SEGUN OT.67746",SOC INDUSTRIAL DE MOTORES SIMOTOR S A,0.4504
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion de pick up,Reparación de Pick Up,y Portalón de camioneta Ssang Yong incluye repuestos,AUTOMOTRIZ P Y C SPA,0.4292
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion motor hidraulico loebel,REPARACION MOTOR HIDRAULICO LOEBEL,REPARACION MOTOR HIDRAULICO LOEBEL,GALLAGHER CHILE SPA,0.116
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion neumatico,reparacion neumatico,cuadrimoto con 3 gp03,CARLOS IVAN MEZA HERMOSILLA,0.2634
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion porton,reparacion porton,"reparacion porton acceso fundo yutreco, cambio transformador nice drive 1000",FULL PORTON SPA,0.4062
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,reparacion termo,REPARACIÓN TERMO.,,JORGEN HORACIO VEGA AGUILA,0.2425
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision motor,Revisión motor,,CARLOS JOAQUIN CAMPOS GONZALEZ,0.1457
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,revolvedor purin weg 380 volt 4 kw 1445 rpm,REVOLVEDOR PURIN- WEG 380 VOLT 4 KW 1445 RPM,"Mantención y Reparacion MOTOR: Rebobinado estator, cambio de rodamientos, ventilador, limpieza. Trabajo tornería: Encamisado tapa lado ventilador. REDUCTOR: Cambio de rodamientos (x4) rodamientos especial-polin, retenes, limpieza. AGITADOR: Cambio rodamientos ( 208 x2) retenes. Fecha ingreso: 18/03/25",BOBINADOS INDUSTRIALES LONCOMILLA SPA,0.2622
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,toallitas desinf igenix fres cit 400un,TOALLITAS DESINF.IGENIX FRES.CIT.400UN,,EASY RETAIL S.A.,0.3035
1,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,unidad motriz bencinera honda 6 5 hp,UNIDAD MOTRIZ BENCINERA HONDA 6.5 HP.,,INGENIERIA Y CONSTRUCCION ELIMAQ LIMITADA,0.2754
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,080125017839 de scl hasta pai,080125017839 DE SCL HASTA PAI,,EMPRESA DE TRANSPORTES VARMONTT LIMITADA,0.2823
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,1 flete materiales d rega,1 flete materiales d rega,desde Osorno a Guzman,DELFIN AROS ESTRADA,0.1616
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,23 10 2025 celedon transporte,23/10/2025 - Celedon Transporte,,SOC HOTELERA BIDASOA SPA,0.5986
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,anclaje fierro hormigon 4,"ANCLAJE FIERRO HORMIGON 4""","ANCLAJE FIERRO HORMIGON 4""",COMERCIAL HARCHA SPA,0.1166
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,arriendo parrilla,ARRIENDO PARRILLA,,TRANSPORTES PINILLA SPA,0.6781
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,asesoria sistemas gestion,Asesoria Sistemas Gestion,,OREGON CONSULTING SPA,0.315
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,asistencia tecnica,Asistencia Tecnica,Reparación Sistema de Giro Sala Rotativa Informe N°105 - Cotiz. N°168,EMVI INGENIERÍA Y SOLUCIONES INDUSTRIALES SPA,0.1642
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,camara 400 60 15 5,"CAMARA 400-60-15,5",,IMPORTADORA ELADIO TAZBAZ AZAR LIMITADA,0.1929
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,cambio correa,cambio correa,,SERVIMEC SPA,0.3119
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,colocar patente y,Colocar patente y,extintor tractor John Deere,SANDRA PAULINA VALLADARES RIOS,0.161
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,crece anual,CRECE ANUAL,20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING,CHIPAX SPA,0.4113
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,enganche tipo horquilla 2x2 incluye pasador 1,"ENGANCHE TIPO HORQUILLA 2x2 incluye pasador 1""",,ARRIAGADA COMPANY SPA,0.5676
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,envio,ENVIO,,KALEUCHE SPA,0.4433
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,excavadora,Excavadora,,GUARDA SPA,0.4942
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,gastos de viaje por kilometro,GASTOS DE VIAJE POR KILOMETRO,,COMERCIAL SERVIFEED SPA,0.4592
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,grabado de patente,GRABADO DE PATENTE,,AUTOMOTRIZ TECNOCID LIMITADA,0.3688
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,gretel pie de limon costa paquete 85 gr,GRETEL PIE DE LIMON COSTA PAQUETE 85 GR,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.1273
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,horas excavadora,HORAS EXCAVADORA,-DESCUENTO PETROLEO DE $231.189 MAS IVA,TRANSPORTES PINILLA SPA,0.6807
