rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cocina f 2808 t fensa coccu,COCINA F 2808 T FENSA COCCU,,SODIMAC S.A.,0.4129
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,codo 75 mm cem,-CODO 75 MM CEM -@,-CODO 75 MM CEM -@,DORIS IVONNE CASTILLO KANTER,0.2902
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,codo br 90o 1 2 so he 1un,CODO BR 90O 1/2 SO/HE 1UN...,,SODIMAC S.A.,0.2028
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,codo hi cem 20 x 1 2,-CODO HI CEM 20 X 1 2 -@,-CODO HI CEM 20 X 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.3714
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,codo hi cem 32 x 1,-CODO HI CEM 32 X 1 -@,-CODO HI CEM 32 X 1 -@,DORIS IVONNE CASTILLO KANTER,0.2567
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conector 1 2 manguera plast nb1001 c s,CONECTOR 1 2 MANGUERA PLAST NB1001 C S -@,CONECTOR 1 2 MANGUERA PLAST NB1001 C S -@,DORIS IVONNE CASTILLO KANTER,0.417
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conector 1 2 manguera plast nb1002 s stop,CONECTOR 1 2 MANGUERA PLAST NB1002 S STOP -@,CONECTOR 1 2 MANGUERA PLAST NB1002 S STOP -@,DORIS IVONNE CASTILLO KANTER,0.3564
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conector 3 4 manguera plast nb1018,CONECTOR 3 4 MANGUERA PLAST NB1018 -@,CONECTOR 3 4 MANGUERA PLAST NB1018 -@,DORIS IVONNE CASTILLO KANTER,0.4399
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conector manguera 1 2 wokin 572101,CONECTOR MANGUERA 1 2 WOKIN 572101-@,CONECTOR MANGUERA 1 2 WOKIN 572101-@,DORIS IVONNE CASTILLO KANTER,0.2604
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conex hi manguera 1 nb1016,CONEX HI MANGUERA 1 NB1016 -@,CONEX HI MANGUERA 1 NB1016 -@,DORIS IVONNE CASTILLO KANTER,0.4518
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,conf 01 mang hidra 1 quot r2,CONF 01 MANG HIDRA 1&quot; R2,,SERGIO GUILLERMO LOEBEL PUSCHEL,0.2245
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,contenedor de filtro mediano 10 1x1 8 bar 193020,CONTENEDOR DE FILTRO MEDIANO 10 - 1x1 - 8 BAR 193020 -@,CONTENEDOR DE FILTRO MEDIANO 10 - 1x1 - 8 BAR 193020 -@,DORIS IVONNE CASTILLO KANTER,0.1924
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,coolant copec 5l,"COOLANT COPEC, 5L","COOLANT COPEC, 5L",ALEJANDRO MARCELO DEL PRADO MONTORY,0.2131
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,copias de llaves,copias de llaves,,JOEL LOBO BELLO,0.1429
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,copla cem 20 mm,-COPLA CEM 20 MM -@,-COPLA CEM 20 MM -@,DORIS IVONNE CASTILLO KANTER,0.1997
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,copla cem 63 mm,-COPLA CEM 63 MM -@,-COPLA CEM 63 MM -@,DORIS IVONNE CASTILLO KANTER,0.21
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,corchetera metalica 30 hj acrt120007 kangaro adi111,CORCHETERA METALICA 30 HJ ACRT120007 KANGARO ADI111,CORCHETERA METALICA 30 HJ ACRT120007 KANGARO ADI111,KARIM KLETT DIEZ,0.3733
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cordel yute 12 mm 9 7 mts x kg real,CORDEL YUTE 12 MM (9.7 MTS X KG REAL) -@,CORDEL YUTE 12 MM (9.7 MTS X KG REAL) -@,DORIS IVONNE CASTILLO KANTER,0.2328
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,correa b 120 optibelt,CORREA B-120 OPTIBELT,,COMERCIAL RODAPLUS SPA,0.4164
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,correa b39,CORREA B39 -@,CORREA B39 -@,DORIS IVONNE CASTILLO KANTER,0.4694
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,correa optibelt b 043,CORREA OPTIBELT B-043,,REPUESTOS BHC SPA,0.4303
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,crt clase a2 tractor placa ljkl61,CRT Clase A2 Tractor Placa:LJKL61,,TUV Rheinland Andino S.A,0.431
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,crt clase a2 tractor placa vfht86,CRT Clase A2 Tractor Placa:VFHT86,,TUV Rheinland Andino S.A,0.518
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,crt clase b remolque o semiremolq,CRT Clase B Remolque o Semiremolq,,TUV Rheinland Andino S.A,0.3063
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,ct 7900 lona sensor diafragma,CT 7900 LONA SENSOR (DIAFRAGMA),,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.2665
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cuaderno univ e s 100 hj m7 colon liso basic,CUADERNO UNIV. E/S 100 HJ M7 COLON LISO BASIC,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.195
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cubrejunta champagne 0 90mts rey,CUBREJUNTA CHAMPAGNE 0.90MTS REY -@,CUBREJUNTA CHAMPAGNE 0.90MTS REY -@,DORIS IVONNE CASTILLO KANTER,0.2929
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cuch der seg dcbm dis red,CUCH DER SEG DCBM DIS RED,1095333,SOC. COMERC. DE REPUESTOS S.P.A.,0.1534
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cuna traba catalina 10x8 30cm,CUÑA TRABA CATALINA 10X8 (30cm),CUÑA TRABA CATALINA 10X8 (30cm),GALLAGHER CHILE SPA,0.1925
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,destorcedor 1 2,DESTORCEDOR 1 2,DESTORCEDOR 1 2,LOS MAGNIFICOS SPA,0.2683
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,destornillador truper plano 1 4 x 6 1400,DESTORNILLADOR TRUPER PLANO 1 4 X 6 1400 -@,DESTORNILLADOR TRUPER PLANO 1 4 X 6 1400 -@,DORIS IVONNE CASTILLO KANTER,0.2312
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco cort blue disk 4 1 2x1 0mm inox,DISCO CORT BLUE DISK 4 1/2x1.0mm Inox,DISCO CORT BLUE DISK 4 1/2x1.0mm Inox,Acenor Aceros Del Norte S.A.,0.435
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco cort blue disk 7 x 1 6 mm inox,DISCO CORT BLUE DISK 7 x 1.6 mm Inox,DISCO CORT BLUE DISK 7 x 1.6 mm Inox,Acenor Aceros Del Norte S.A.,0.4237
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco diamantado 115mm x 22 23mm d 36837 makita,"DISCO DIAMANTADO 115MM X 22,23MM D-36837 MAKITA",,COMERCIAL CLIMENT SPA,0.4199
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco lamina smt 624 klingspor 40 115mm,DISCO LAMINA SMT 624 - KLINGSPOR #40 115MM,DISCO LAMINA SMT 624 - KLINGSPOR #40 115MM,COMERCIAL HARCHA SPA,0.3751
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco lamina smt 624 klingspor 50 115mm,DISCO LAMINA SMT 624 - KLINGSPOR #50 115MM,DISCO LAMINA SMT 624 - KLINGSPOR #50 115MM,COMERCIAL HARCHA SPA,0.3682
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco madera 7 14 x 180 x 24t uyustool dmd724,DISCO MADERA 7 14 X 180 X 24T UYUSTOOL DMD724 -@,DISCO MADERA 7 14 X 180 X 24T UYUSTOOL DMD724 -@,DORIS IVONNE CASTILLO KANTER,0.3367
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco recorte dr borkert 4 cuchillas redondas,Disco recorte Dr Borkert 4 cuchillas redondas,,BORKERT Y COMPANIA LIMITADA,0.1637
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,disco sierra circular uyustools dma412 12 x 40,"DISCO SIERRA CIRCULAR UYUSTOOLS DMA412 12"" X 40","DISCO SIERRA CIRCULAR UYUSTOOLS DMA412 12"" X 40",COMERCIAL HARCHA SPA,0.2524
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,donuts bco c,DONUTS BCO C,UN 0003,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.3628
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,engrace,ENGRACE,ENGRACE,LIDIA ANGELICA SANHUEZA FUENTES,0.7438
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,estanque agua estacion 5000 l wenco,ESTANQUE AGUA ESTACION. 5000 L WENCO,ESTANQUE AGUA ESTACION. 5000 L WENCO,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.3544
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,excavadora jcb,excavadora JCB,modificar anclajes para excavadora JCB a universal.,CAMILO EDUARDO CABEZA FERNANDEZ,0.2289
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,extintor 2 k,extintor 2 k,,COMERCIAL NAHUM NAHUM JACOB Y OTROS LIMITADA,0.1924
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,extintor certificado,EXTINTOR CERTIFICADO,"EXTINTOR NUEVO CO2 DE 5 KG AL 100% - D,S 44",COMERCIAL V&P LIMITADA,0.1901
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,f 2679 10007 z farol trasero rh,F-2679-10007/Z FAROL TRASERO RH,,ANTONIO CASTILLO S.A.,0.7275
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,f 9211 16500 g filtro de polen,F-9211-16500/G FILTRO DE POLEN,,ANTONIO CASTILLO S.A.,0.6212
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,filtro aceite w 1022,FILTRO ACEITE W-1022,,REPUESTOS BHC SPA,0.2962
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,g1 golilla plana 5 16,G1 GOLILLA PLANA 5 16 -@,G1 GOLILLA PLANA 5 16 -@,DORIS IVONNE CASTILLO KANTER,0.3899
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,g1 golilla plana 9 16,G1 GOLILLA PLANA 9 16 -@,G1 GOLILLA PLANA 9 16 -@,DORIS IVONNE CASTILLO KANTER,0.3659
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,garlon 4 3 79 l,"GARLON 4 3,79 L",,COAGRA S.A.,0.4718
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,garlon 4e 3 79 lt,"GARLON 4E-3,79 LT.",GARLON 4E,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.4075
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg bushing galv 1 x 3 4,GG-BUSHING GALV 1 X 3 4 -@,GG-BUSHING GALV 1 X 3 4 -@,DORIS IVONNE CASTILLO KANTER,0.1442
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg bushing galv 2 x 1,GG-BUSHING GALV 2 X 1 -@,GG-BUSHING GALV 2 X 1 -@,DORIS IVONNE CASTILLO KANTER,0.1594
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg bushing galv 2 x 1 1 2,GG-BUSHING GALV 2 X 1 1 2 -@,GG-BUSHING GALV 2 X 1 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.19
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg bushing galv 3 x 2 1 2,GG-BUSHING GALV 3 X 2 1 2 -@,GG-BUSHING GALV 3 X 2 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1758
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg codo galv 90 macho hembra 1,GG-CODO GALV 90 MACHO HEMBRA 1 -@,GG-CODO GALV 90 MACHO HEMBRA 1 -@,DORIS IVONNE CASTILLO KANTER,0.5032
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg codo galv 90 macho macho 2 1 2,GG-CODO GALV 90 MACHO MACHO 2 1 2 -@,GG-CODO GALV 90 MACHO MACHO 2 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.4555
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gg nipple he he galv 2 1 2,GG-NIPPLE HE-HE GALV 2 1 2 -@,GG-NIPPLE HE-HE GALV 2 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.2888
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,golilla 3 16,GOLILLA 3/16,,RICARDO FRANCISCO WULFF MULLER,0.2884
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,goma miga s20 50100002 factis art111,GOMA MIGA S20 50100002 FACTIS ART111,GOMA MIGA S20 50100002 FACTIS ART111,KARIM KLETT DIEZ,0.4687
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gorro canon 5,GORRO CAÑON 5 -@,GORRO CAÑON 5 -@,DORIS IVONNE CASTILLO KANTER,0.2707
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,gorro combustion acero inox 6 x10,GORRO COMBUSTION ACERO INOX 6 X10 -@,GORRO COMBUSTION ACERO INOX 6 X10 -@,DORIS IVONNE CASTILLO KANTER,0.2158
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,guardamotor 6 10a 100ka gm14 reg ekoline,GUARDAMOTOR 6-10A 100KA GM14 REG EKOLINE -@,GUARDAMOTOR 6-10A 100KA GM14 REG EKOLINE -@,DORIS IVONNE CASTILLO KANTER,0.3198
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,hembra bsp r 06 06,HEMBRA BSP R 06-06,HEMBRA BSP R 06-06,SOCIEDAD COMERCIAL HOFFMANN LTDA,0.4662
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,hidrolavadora twp2700a,HIDROLAVADORA TWP2700A,"TOYAMA 7,5HP Serie Nro.52900125012018.-",CARLOS JOAQUIN CAMPOS GONZALEZ,0.2574
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,higienico confort dh 40rll 22 mts,HIGIENICO CONFORT DH 40RLL 22 MTS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.363
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,higienico confort dh 8rll 40 mts,HIGIENICO CONFORT DH 8RLL 40 MTS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.3219
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,hoja s circ 10cte madera 60d,HOJA S CIRC 10CTE MADERA 60D,,SODIMAC S.A.,0.2456
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,hormigon gn20 10 20 08,HORMIGON GN20(10)20-08,OBRA MULPULMO SEGÚN GUÍA DESPACHO N° 3813747,TRANSPORTES JORGE ALEJANDRO MARTÌNEZ GUZMÀN E.I.R.L.,0.3879
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,hs mayo 670,HS MAYO 670,UN 0003,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.3782
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,humedox6 u,HUMEDOX6 U,UN 0000@@Precio Antes Ahora#D#1.336,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2878
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,interruptor aut rx3 1p 10a 6ka c legrand 419838,INTERRUPTOR AUT. RX3 1P 10A 6KA C LEGRAND 419838,,ELECTROCOM S.A.,0.4724
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,interruptor aut rx3 1p 16a 6ka c legrand 419840,INTERRUPTOR AUT. RX3 1P 16A 6KA C LEGRAND 419840,,ELECTROCOM S.A.,0.416
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,interruptor aut rx3 1p n 25a 6ka c legrand 419853,INTERRUPTOR AUT. RX3 1P N 25A 6KA C LEGRAND 419853,,ELECTROCOM S.A.,0.3646
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jab sim avena 500m,JAB SIM AVENA 500M,,CENCOSUD RETAIL S.A.,0.2926
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jabon de mano 4 litros kw cun0,JABON DE MANO 4 LITROS KW CUN0,,SODIMAC S.A.,0.1896
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jabon liquido kadus miel dp 900ml,JABON LIQUIDO KADUS MIEL DP 900ML,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.1937
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jabon simonds dermocare jalea real dpk 750,JABON SIMONDS DERMOCARE JALEA REAL DPK 750,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.278
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jamon pierna cp la crianza 120g,JAMON PIERNA CP LA CRIANZA 120G,,CENCOSUD RETAIL S.A.,0.4774
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jarra 2 lts,JARRA 2 LTS.,,MIRTHA LEONOR CASTILLO KANTER,0.3689
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jgo mco pino 40x115x5 4 c b sp,"JGO MCO PINO 40X115X5,4 C/B SP",,SODIMAC S.A.,0.3123
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jgo mco pino 40x115x5 4 cun11c,"JGO MCO PINO 40X115X5,4 CUN11C",,SODIMAC S.A.,0.3119
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,jgo pta cor 8pz 6 8 10 11 13 14 17 19mm black jack,JGO PTA/COR 8PZ 6-8-10-11-13-14-17-19MM BLACK JACK -@,JGO PTA/COR 8PZ 6-8-10-11-13-14-17-19MM BLACK JACK -@,DORIS IVONNE CASTILLO KANTER,0.2902
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lija madera grano 180,LIJA MADERA GRANO 180,LIJA MADERA GRANO 180,DORIS IVONNE CASTILLO KANTER,0.2458
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lija madera nexo 120,LIJA MADERA NEXO # 120,LIJA MADERA NEXO # 120,COMERCIAL HARCHA SPA,0.4009
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lima 3 16 0325,LIMA 3 16 0325,LIMA 3 16 0325,INVERSIONES DEL RANCO SPA,0.3052
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lima 3 16 0325 con un 6 0 descuento,LIMA 3 16 0325 CON UN 6 0 DESCUENTO,LIMA 3 16 0325,INVERSIONES DEL RANCO LIMITADA,0.3189
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,limon import granel,LIMON IMPORT GRANEL,,CENCOSUD RETAIL S.A.,0.1252
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,linterna tipo cintillo c elastica recargable irm 12608,LINTERNA TIPO CINTILLO C-ELASTICA RECARGABLE IRM-12608 -@,LINTERNA TIPO CINTILLO C-ELASTICA RECARGABLE IRM-12608 -@,DORIS IVONNE CASTILLO KANTER,0.2072
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave alta a r standard fas lc2 1001,LLAVE ALTA A R STANDARD FAS LC2-1001 -@,LLAVE ALTA A R STANDARD FAS LC2-1001 -@,DORIS IVONNE CASTILLO KANTER,0.4067
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave bola jardin lavadero 1 2 otra taumm 070200325,LLAVE BOLA JARDIN LAVADERO 1/2 OTRA TAUMM 070200325 -@,LLAVE BOLA JARDIN LAVADERO 1/2 OTRA TAUMM 070200325 -@,DORIS IVONNE CASTILLO KANTER,0.2302
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave de bola 3 4 manilla roja hoffens 61246,LLAVE DE BOLA 3/4 MANILLA ROJA HOFFENS 61246 -@,LLAVE DE BOLA 3/4 MANILLA ROJA HOFFENS 61246 -@,DORIS IVONNE CASTILLO KANTER,0.1988
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave de bola jardin 3 4 manilla roja h full,LLAVE DE BOLA JARDIN 3/4 MANILLA ROJA H-FULL -@,LLAVE DE BOLA JARDIN 3/4 MANILLA ROJA H-FULL -@,DORIS IVONNE CASTILLO KANTER,0.2333
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave lavamanos 1001 aquakit j1001 unidad,LLAVE LAVAMANOS 1001 AQUAKIT J1001 UNIDAD -@,LLAVE LAVAMANOS 1001 AQUAKIT J1001 UNIDAD -@,DORIS IVONNE CASTILLO KANTER,0.3648
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave stillson 14 truper 15838,LLAVE STILLSON 14 TRUPER 15838 -@,LLAVE STILLSON 14 TRUPER 15838 -@,DORIS IVONNE CASTILLO KANTER,0.3166
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,llave stilson tolsen 18 10235,LLAVE STILSON TOLSEN 18 10235 -@,LLAVE STILSON TOLSEN 18 10235 -@,DORIS IVONNE CASTILLO KANTER,0.2452
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lomo archiv ancho of 10 un bla,LOMO ARCHIV ANCHO OF 10 UN BLA,LOMO ARCHIV ANCHO OF 10 UN BLA,ILOP S A,0.2909
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,lustram gat lavanda dona gagy 500 ml,LUSTRAM GAT LAVANDA DONA GAGY 500 ML,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.244
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,m3 aserrin,M3 Aserrín,,CHRISTIAN ALEJANDRO AGUILERA SANZANA,0.4757
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mango ducha telefono cromado 3 fun air safety tel 7 fas,MANGO DUCHA TELEFONO CROMADO 3 FUN AIR SAFETY TEL-7 FAS -@,MANGO DUCHA TELEFONO CROMADO 3 FUN AIR SAFETY TEL-7 FAS -@,DORIS IVONNE CASTILLO KANTER,0.4381
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera amarilla 1 5 mts c abrazaderas,MANGUERA AMARILLA 1.5 MTS. C/ ABRAZADERAS -@,MANGUERA AMARILLA 1.5 MTS. C/ ABRAZADERAS -@,DORIS IVONNE CASTILLO KANTER,0.4005
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera amarilla 3 mts c abrazaderas,MANGUERA AMARILLA 3 MTS. C/ ABRAZADERAS -@,MANGUERA AMARILLA 3 MTS. C/ ABRAZADERAS -@,DORIS IVONNE CASTILLO KANTER,0.4218
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera hid r17 06 3 8 balpac 3000 10 1s17 06,MANGUERA HID R17 06-3 8 BALPAC 3000 10 1S17 06,MANGUERA HID R17 06-3 8 BALPAC 3000 10 1S17 06,SOCIEDAD COMERCIAL HOFFMANN LTDA,0.3362
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera jardin goma raya verde ama 3 4,MANGUERA JARDIN GOMA RAYA VERDE AMA 3 4 -@,MANGUERA JARDIN GOMA RAYA VERDE AMA 3 4 -@,DORIS IVONNE CASTILLO KANTER,0.4031
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera jardin rayada economica 1 2,MANGUERA JARDIN RAYADA ECONOMICA 1 2 -@,MANGUERA JARDIN RAYADA ECONOMICA 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.3212
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,manguera pqs,MANGUERA PQS,,EXTINT0RES ALFA VALDIVIA SPA,0.0867
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mani evercrisp japones 100 grs,MANI EVERCRISP JAPONES 100 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.268
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mani marco polo c pasas 180 grs,MANI MARCO POLO C/PASAS 180 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.2354
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mani marco polo salado 380 grs,MANI MARCO POLO SALADO 380 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.2478
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mani millantue c miel 100 grs,MANI MILLANTUE C/MIEL 100 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.3253
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mani sal 380,MANI SAL 380,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2474
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mano de obra jose q,MANO DE OBRA JOSE Q,MANO DE OBRA JOSE Q,LIDIA ANGELICA SANHUEZA FUENTES,0.5689
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mano de obra marcelo,MANO DE OBRA MARCELO,MANO DE OBRA MARCELO,LIDIA ANGELICA SANHUEZA FUENTES,0.4841
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mano de obra red agua,MANO DE OBRA RED AGUA,CALIENTE,JORGEN HORACIO VEGA AGUILA,0.3888
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mano de obra retiro de bomba vieja e,MANO DE OBRA RETIRO DE BOMBA VIEJA E,,ENTRE RIEGOS DEL SUR SPA,0.2682
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mano de obra servicio tecnico giltrap en terreno,MANO DE OBRA SERVICIO TECNICO GILTRAP EN TERRENO,MANO DE OBRA SERVICIO TECNICO GILTRAP EN TERRENO,GALLAGHER CHILE SPA,0.3492
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mantencion trx 520,mantencion trx 520,,MULTIMOTOS OSORNO SPA,0.2756
1,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,mantequilla,MANTEQUILLA,UN 0002,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2284
