supplier,folio,item,amount,decision,source,top1_score,predicted,top3,accountant_categories,top1_matches_ledger,doc_has_single_account
SOCIEDAD COMERCIAL VITACYCLE LIMITADA,275,Manejo y disposicion,387500,review_required,model,0.4464,EXP-14.4,EXP-14.4|EXP-14.1|EXP-10.4,EXP-16.2,False,True
SOCIEDAD COMERCIAL VITACYCLE LIMITADA,275,Flete,114400,auto_accept,model,0.8597,EXP-15.3,EXP-15.3|EXP-10.1|EXP-14.1,EXP-16.2,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689412,PETROLEO DIESEL ULTRA (DISTRIBUCION),711483,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
BIOGENESIS ANIMAL HEALTH SPA,11039,COW GUARD BARRERA 210KG,840000,review_required,model,0.9683,EXP-10.2,EXP-10.2|EXP-2.4|EXP-15.2,EXP-10.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,4013732,ECO CMT CHECK 1 KL.,85212,auto_accept,product_lookup,1,EXP-2.2,EXP-2.2,EXP-2.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614645,GASOLINA 93,28907,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689569,CABESTRILLO CUNA 210065 SHOOF,58424,review_required,model,0.4604,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-16.1,True,True
PROA SPA,9153937,Mezcla MLV+Pellet Min Lech Podologico Gr,8610398,review_required,model,0.3046,EXP-15.2,EXP-15.2|EXP-3.1|EXP-10.1,EXP-5.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307332,PETROLEO DIESEL ULTRA,55630,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5325976,SERV TEC CHORE TIME SALA MAITEN,496040,review_required,model,0.2218,EXP-14.1,EXP-14.1|EXP-13.1|ADM-1.6,EXP-10.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731353,PISTOLA TRUPER PIN-5X,18704,auto_accept,product_lookup,1,EXP-16.2,EXP-16.2,EXP-16.2,True,True
H2 ASESORIAS Y SERVICIOS SPA,2957,CONTROL DE ROEDORES,44118,auto_accept,model,0.9972,EXP-7.0,EXP-7.0|EXP-2.2|EXP-13.1,ADM-1.10,False,True
PATRICIO SANTIAGO CAREY BRIONES,298372,Diesel,56892,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COMER DE COMBUSTIBLES M&D LTD,79099,Gasolina 93 octanos sin plomo,37782,review_required,model,0.5269,EXP-11.4,EXP-11.4|ADM-1.4|EXP-16.2,ADM-1.4,False,True
DISTRIBUIDORA COMERCIAL P Y G LIMITADA,627299,Diesel,56418,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
DORIS IVONNE CASTILLO KANTER,262290,TIRA CAÑERIA ISO GALV DE 2 1 2 -@,48300,review_required,model,0.6538,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,262290,TIRA CAÑERIA ISO GALV DE 1 1 2 -@,523108,review_required,model,0.6192,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,262290,TIRA PLETINA 75X 5MM -@,26663,review_required,model,0.6696,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5327691,SP. ECO CMT CHECK (SPARTAN CHECK),53856,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.2|EXP-2.5,False,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5327691,BOVICAL-P 5 LTS.,93490,review_required,model,0.1887,EXP-2.5,EXP-2.5|EXP-10.3|EXP-2.2,EXP-2.2|EXP-2.5,True,False
COPEC S.A.,32198120,Fecha-Guía,0,review_required,model,0.4874,EXP-10.4,EXP-10.4|EXP-13.3|EXP-14.1,ADM-1.4,False,True
COPEC S.A.,32198120,Total,0,review_required,model,0.8454,EXP-11.4,EXP-11.4|ADM-1.4|EXP-11.5,ADM-1.4,False,True
COPEC S.A.,32198120,DETALLE,84236,review_required,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307595,GASOLINA 93,19271,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614702,PETROLEO DIESEL ULTRA,88032,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
DISTRIBUIDORA COMERCIAL P Y G LIMITADA,632558,Gasolina 93,57562,review_required,model,0.7703,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
HGS DAIRY SOLUTIONS SPA,27814,VIAJE TECNICO,43520,auto_accept,product_lookup,1,EXP-10.1,EXP-10.1,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27814,SERVICIO EMERGENCIA FA,46209,review_required,model,0.5399,EXP-10.1,EXP-10.1|EXP-10.4|EXP-12.1,EXP-10.1,True,True
STARLINK CHILE SPA,2899488,Residential,126051,auto_accept,product_lookup,1,ADM-1.2,ADM-1.2,ADM-1.2,True,True
STARLINK CHILE SPA,2899488,Local Priority Subscription,17647,auto_accept,model,0.9463,ADM-1.2,ADM-1.2|EXP-9.1|ADM-2.1,ADM-1.2,True,True
STARLINK CHILE SPA,2899488,Local Priority 50GB Data Block,14706,review_required,model,0.532,EXP-10.3,EXP-10.3|ADM-1.2|EXP-13.3,ADM-1.2,False,True
STARLINK CHILE SPA,2899488,Residential Lite,31092,review_required,model,0.8871,ADM-1.2,ADM-1.2|EXP-14.4|EXP-13.3,ADM-1.2,True,True
Manantial S.A,6607036,Botellon 20 litros,24789,review_required,model,0.6216,EXP-16.2,EXP-16.2|EXP-2.2|EXP-2.6,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2886,PUSH PINS COLOR 100 UN 11092 NUOVO AND111,1008,review_required,model,0.5392,EXP-13.1,EXP-13.1|EXP-14.2|EXP-14.4,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2886,PIZARRA CORCHO 60 X 90 355088 FULTONS PRO111,12521,review_required,model,0.4559,EXP-14.2,EXP-14.2|EXP-13.1|EXP-16.2,ADM-1.6,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694666,CINTA BLANCA 40 MM X 200M (SP022),82600,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694666,ANCLAJE 3 VIAS BLA 5UN (G64912),74000,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694666,TENSOR C/AISLADOR (G74313),59840,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694666,"AISLADOR ""W"" 2 CLAVOS S10291B",12500,review_required,model,0.5176,EXP-13.1,EXP-13.1|EXP-14.2|EXP-4.1,EXP-14.2,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694666,MANIJA SOFT TOUCH CINTA (G69603),66072,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307594,PETROLEO DIESEL ULTRA,65580,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731625,PANTALON TERMICO IMPERMEABLE TALLA L,23549,review_required,model,0.2707,EXP-13.1,EXP-13.1|EXP-14.2|EXP-2.6,EXP-16.1,False,True
Comercial Climent SpA,751818,"CAMLOCK ACOPLE HEMBRA ESPIGA TIPO-C MANG. 3""",25518,review_required,model,0.3787,EXP-14.4,EXP-14.4|EXP-14.3|EXP-9.2,EXP-14.3,False,True
Comercial Climent SpA,751818,"CAMLOCK ACOPLE MACHO ESPIGA TIPO-E MANG. 3""",6059,review_required,model,0.458,EXP-14.4,EXP-14.4|EXP-14.3|EXP-9.2,EXP-14.3,False,True
BANCO BICE,3864214,Renta de Arrendamiento Nº9 del contrato Nº36931-1,2186581,auto_accept,model,0.9857,EXP-15.8,EXP-15.8|EXP-15.4|ADM-1.5,|?DEUDAS LEASING LARGO PLAZO,False,True
SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,440,PREVENCION DE RIESGOS,816400,review_required,model,0.7809,ADM-1.10,ADM-1.10|EXP-15.5|ADM-1.2,ADM-1.10,True,True
SOC CONCESIONARIA AUTOPISTA CENTRAL S A,13775394,Arriendo de Televía,1244,auto_accept,model,0.8444,ADM-1.2,ADM-1.2|EXP-14.1|EXP-15.3,ADM-1.4,False,True
AUDITAX SPA,6022,ASESORIA CONTABLE,1919577,review_required,model,0.6782,ADM-1.8,ADM-1.8|ADM-2.3|ADM-2.1,ADM-1.8,True,True
ELCIRA CABEZA MENENDEZ,1275,COCA COLA 350CC. LATA,5798,auto_accept,model,0.8863,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,G CEREAL MIX CACAO,832,review_required,model,0.2618,EXP-8.2,EXP-8.2|EXP-14.2|EXP-13.1,EXP-1.1,False,True
ELCIRA CABEZA MENENDEZ,1275,GALL. COSTA CHAMPANITAS 85GRS.,924,auto_accept,model,0.8097,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.4,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,GALL. COSTA GRETEL 85 GRS. YOG. FRUTILLA,2672,review_required,model,0.7227,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,ALFAJOR MANJAR ENTRTE LAGOS,840,review_required,model,0.3741,EXP-15.4,EXP-15.4|ADM-1.6|EXP-16.1,EXP-1.1,False,True
ELCIRA CABEZA MENENDEZ,1275,GALL. COSTA CHOCO CHIPS 125 GRS.,2000,review_required,model,0.7232,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,GRETEL PIE DE LIMON,2672,review_required,model,0.1558,ADM-1.6,ADM-1.6|EXP-1.1|EXP-14.1,EXP-1.1,False,True
ELCIRA CABEZA MENENDEZ,1275,TRITON NARANJA 116GRS,2395,review_required,model,0.0828,EXP-13.1,EXP-13.1|EXP-14.2|EXP-13.3,EXP-1.1,False,True
ELCIRA CABEZA MENENDEZ,1275,GALLETON CHOCOLATE CON CHIPS 30 GR,412,auto_accept,model,0.8818,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,FROOTA CIRUELA ECOVIDA 150GR,1597,review_required,model,0.1372,EXP-3.1,EXP-3.1|EXP-2.2|EXP-16.2,EXP-1.1,False,True
ELCIRA CABEZA MENENDEZ,1275,FROOTA FRUTILLA,1597,review_required,model,0.3695,EXP-1.1,EXP-1.1|EXP-10.3|EXP-13.2,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,GALLETA AGUA VIVO BIOSAL 140GR,1765,auto_accept,model,0.9739,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
ELCIRA CABEZA MENENDEZ,1275,QUEQUE NUTRABIEN NARANJA 250G,6681,review_required,model,0.4682,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,EXP-1.1,True,True
DORIS IVONNE CASTILLO KANTER,263403,PEGAMENTO TRAMPA P RATONES G F2609 FERRETOOLS -@,6670,review_required,model,0.2967,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-14.3|EXP-14.4|EXP-16.2,False,False
DORIS IVONNE CASTILLO KANTER,263403,CINTA TAPAGOTERA 10 MT AGOREX -@,40482,review_required,model,0.2828,EXP-14.2,EXP-14.2|EXP-14.3|EXP-14.4,EXP-14.3|EXP-14.4|EXP-16.2,False,False
DORIS IVONNE CASTILLO KANTER,263403,ABRAZADERA MANGUERA 3/4 AB-10 (44235) -@,15080,review_required,model,0.6637,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.3|EXP-14.4|EXP-16.2,True,False
DORIS IVONNE CASTILLO KANTER,263403,Ñ-CURVA SANITARIA GRIS 110 X 45 -@,1566,review_required,model,0.7006,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.3|EXP-14.4|EXP-16.2,True,False
SOCIEDAD COMERCIAL SOFLO SPA,4457,Guante Ordeña Nitrilo Soflo Bio Largo Talla L (Caja 100u),222000,review_required,model,0.1964,ADM-1.6,ADM-1.6|EXP-5.1|ADM-1.5,EXP-16.1,False,True
SOCIEDAD COMERCIAL SOFLO SPA,4457,Manga Palpación Roja Soflo VPRO 100 Unidades,50400,review_required,model,0.1769,EXP-2.2,EXP-2.2|EXP-8.3|EXP-2.6,EXP-16.1,False,True
SOCIEDAD COMERCIAL SOFLO SPA,4457,Guante Ordeña Nitrilo Verde Industrial Soflo 15Pro Talla 10/XL ( Unidad ),1287,review_required,model,0.1978,EXP-14.1,EXP-14.1|EXP-13.1|EXP-16.2,EXP-16.1,False,True
SOCIEDAD COMERCIAL SOFLO SPA,4457,Guante Ordeña Nitrilo Verde Industrial Soflo 15Pro Talla 9/L ( Unidad ),1287,review_required,model,0.2257,EXP-14.1,EXP-14.1|EXP-13.1|EXP-16.2,EXP-16.1,False,True
SOCIEDAD COMERCIAL SOFLO SPA,4457,Guante Ordeña Nitrilo Verde Industrial Soflo 15Pro Talla 8 /M ( Unidad ),2574,review_required,model,0.1893,EXP-14.1,EXP-14.1|EXP-13.1|EXP-16.2,EXP-16.1,False,True
SOCIEDAD COMERCIAL SOFLO SPA,4457,Guante Ordeña Nitrilo Verde Industrial Soflo 15Pro Talla 7 /S ( Unidad ),5148,review_required,model,0.2427,EXP-13.1,EXP-13.1|EXP-14.1|EXP-16.2,EXP-16.1,False,True
BANCO BICE,3847673,Renta de Arrendamiento Nº17 del contrato Nº34589-1,1435898,auto_accept,model,0.986,EXP-15.8,EXP-15.8|EXP-15.4|ADM-1.5,|?DEUDAS LEASING LARGO PLAZO,False,True
CIA ELECTRICA OSORNO S A,1459411,Administración del Servicio,1095,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,Cargo mensual por demanda máxima de Potencia Leída,1011965,review_required,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,Recargo Mal Factor de Potencia,12217,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,"Ajuste para facilitar el pago en efectivo, mes actual",8,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,"Ajuste para facilitar el pago en efectivo, mes anterior",54,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,Interés por mora Energía,4,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
CIA ELECTRICA OSORNO S A,1459411,Interés por mora Energía,13873,auto_accept,meter_lookup,1,EXP-9.1,EXP-9.1,EXP-9.1,True,True
PERSONAL COMPUTER FACTORY S.A.,5608057,"Monitor Samsung 27"" FHD, 120Hz, IPS, Essential S3, LS27F320GALXZS",101756,review_required,model,0.4731,EXP-13.1,EXP-13.1|AF-2.1|EXP-13.3,ADM-1.6,False,True
VERISURE CHILE SPA,12756753,MONITOREO MES DE 07/2026 CONTRATO 1731275,44498,auto_accept,model,0.986,ADM-1.7,ADM-1.7|ADM-3.1|EXP-15.3,ADM-1.2,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614674,GASOLINA 93,28907,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COMERCIAL SAHAR LIMITADA,23329,Gasolina 93,108945,auto_accept,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731494,HORQUETAS TRUPER 5 PTAS,42832,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307649,PETROLEO DIESEL ULTRA,43720,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
Comercial Climent SpA,751599,CODO PVC-SANIT.GRIS 110MM X 90§,3630,review_required,model,0.7481,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
Comercial Climent SpA,751599,SIKAFLEX 11FC GRIS HORMIGON 300ML,41983,review_required,model,0.1896,EXP-10.4,EXP-10.4|EXP-13.3|EXP-13.1,EXP-14.4,False,True
Comercial Climent SpA,751599,PINTURA ANTICOR.NEGRO 1GL.SOQUINA (20360401),17891,review_required,model,0.7704,EXP-14.4,EXP-14.4|EXP-13.1|EXP-14.2,EXP-14.4,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5326215,REPIDERMA SPRAY 250 CC,140748,auto_accept,product_lookup,1,EXP-2.5,EXP-2.5,EXP-16.1|EXP-2.5|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5326215,PINTURA FIL SPRAY 500 CC ROJA 213864,61872,review_required,model,0.4451,EXP-2.2,EXP-2.2|EXP-2.6|EXP-13.1,EXP-16.1|EXP-2.5|EXP-2.6,False,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5326215,"TRAJE AGUA POLIURETANO 0,55MM T-L",16980,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1|EXP-2.5|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614528,GASOLINA 93,70527,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
HGS DAIRY SOLUTIONS SPA,27875,RESPONDER ISO (CAJA 10 UNIDADES),4579967,review_required,model,0.2164,EXP-10.3,EXP-10.3|EXP-10.4|EXP-10.1,EXP-10.1,False,True
HGS DAIRY SOLUTIONS SPA,27875,PROTECTOR PARA RESPONDER ISO (10 U),1196491,review_required,model,0.3226,EXP-10.3,EXP-10.3|EXP-10.4|EXP-15.5,EXP-10.1,False,True
SODIMAC S.A.,148249782,PACK 3 CINTAS SCOTCH 18MMX30MT,3269,review_required,model,0.2175,EXP-14.4,EXP-14.4|EXP-14.2|ADM-1.6,ADM-1.6|EXP-14.4,True,False
SODIMAC S.A.,148249782,MARCADOR PERM. SCAB NEGRO,4521,review_required,model,0.57,EXP-14.4,EXP-14.4|EXP-16.2|EXP-14.2,ADM-1.6|EXP-14.4,True,False
SODIMAC S.A.,148249782,CINTA CRISTAL 20 MTRS CR,2345,review_required,model,0.1709,EXP-14.2,EXP-14.2|EXP-8.4|EXP-16.2,ADM-1.6|EXP-14.4,False,False
SODIMAC S.A.,148249782,MARCADOR OLEO BLANCO MEDIO,3857,review_required,model,0.186,ADM-1.6,ADM-1.6|EXP-16.2|EXP-10.4,ADM-1.6|EXP-14.4,True,False
SODIMAC S.A.,148249782,TIJERA CORTE 8,3353,review_required,model,0.1641,EXP-14.2,EXP-14.2|AF-2.1|ADM-1.6,ADM-1.6|EXP-14.4,False,False
SODIMAC S.A.,148249782,TIJERA IMPRESA SCOTCH 8 IN,4866,review_required,model,0.3161,ADM-1.6,ADM-1.6|EXP-14.4|EXP-16.2,ADM-1.6|EXP-14.4,True,False
SODIMAC S.A.,148249782,CINTA TELA MP GRIS 48MMX91M.,5118,review_required,model,0.2336,EXP-16.2,EXP-16.2|EXP-14.2|EXP-10.4,ADM-1.6|EXP-14.4,False,False
SODIMAC S.A.,148249782,CINTA EMB TRANSP 48MM X40MTS.,1336,review_required,model,0.2995,EXP-14.2,EXP-14.2|ADM-1.6|EXP-14.4,ADM-1.6|EXP-14.4,False,False
SODIMAC S.A.,148249782,MASILLA BASE ROMERAL 25 KG,17639,review_required,model,0.2254,EXP-2.4,EXP-2.4|EXP-8.1|EXP-16.2,ADM-1.6|EXP-14.4,False,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,QUESO RANCO LAMINADO 1 kg.,9521,review_required,model,0.2204,EXP-8.2,EXP-8.2|EXP-10.3|EXP-8.1,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,LECHE ENTERA 200 ml.,7258,review_required,model,0.4564,EXP-3.1,EXP-3.1|EXP-10.1|EXP-10.4,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,YOGHURT BATIDO FRUTOS DEL SUR PACK 12 un.,7286,review_required,model,0.1895,EXP-8.1,EXP-8.1|EXP-8.4|ADM-1.6,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,NECTAR MANZANA 200 ml.,4687,review_required,model,0.4974,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,EXP-1.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,NECTAR PINA 200 ml.,4687,review_required,model,0.2304,EXP-10.3,EXP-10.3|EXP-2.2|EXP-16.2,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614136,NECTAR NARANJA 200 ml.,4687,review_required,model,0.178,EXP-2.2,EXP-2.2|EXP-10.3|EXP-8.3,EXP-1.1,False,True
Tattersall Ganado S.A.,760544,VACA CARNAZA,845000,review_required,model,0.9853,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760544,VACA GORDA,2984520,review_required,model,0.9856,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760544,VACA CARNAZA,4672899,review_required,model,0.9881,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760544,VACA CARNAZA,4877196,review_required,model,0.9863,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Hotelera MDS Chillán S.A.,38199,Habitaciones ( 1),118692,review_required,model,0.7424,ADM-1.5,ADM-1.5|EXP-13.3|ADM-1.2,ADM-1.5,True,True
Hotelera MDS Chillán S.A.,38199,Servibar ( 1),1681,auto_accept,model,0.9101,ADM-1.5,ADM-1.5|EXP-13.3|ADM-1.6,ADM-1.5,True,True
COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,3699909,SERVICIO LOGO ESTAMPADO,42250,review_required,model,0.1926,ADM-1.10,ADM-1.10|ADM-1.6|EXP-14.1,ADM-1.7,False,True
COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,3699909,MICROPOLAR M/L AZUL MTX 730220 T M,15780,review_required,model,0.33,EXP-16.1,EXP-16.1|EXP-13.1|EXP-14.2,ADM-1.7,False,True
COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,3699909,MICROPOLAR M/L AZUL MTX 730220 T XL,78900,review_required,model,0.2864,EXP-13.1,EXP-13.1|EXP-16.1|EXP-14.2,ADM-1.7,False,True
COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,3699909,MICROPOLAR M/L AZUL MTX 730220 TXXL,7890,review_required,model,0.3452,EXP-13.1,EXP-13.1|EXP-16.1|EXP-2.6,ADM-1.7,False,True
FERIA GANADEROS OSORNO S.A.,194149,009 TERNERO(S) LAG . LOMO,3013520,review_required,model,0.1714,ADM-1.6,ADM-1.6|EXP-14.1|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,194149,008 TERNERO(S) NEG PAR /\ LOMO,2224000,review_required,model,0.2636,ADM-1.6,ADM-1.6|EXP-14.1|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,194149,002 TERNERO(S) NEG .. LOMO,264000,review_required,model,0.2092,ADM-1.6,ADM-1.6|EXP-14.4|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,194149,004 TERNERO(S) NEG CLA H LOMO,1386000,review_required,model,0.4267,ADM-1.6,ADM-1.6|ADM-1.2|EXP-14.1,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,194149,004 TERNERO(S) PAF NEG V LOMO,1560600,review_required,model,0.1186,ADM-1.6,ADM-1.6|EXP-4.1|EXP-5.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,194149,008 TERNERO(S) NAF SM NAF,2870760,review_required,model,0.1098,EXP-14.1,EXP-14.1|ADM-1.6|EXP-4.1,"|?Impuestos, comisiones, multas",False,True
HECTOR RAUL MANCILLA LOPEZ,2112,Flete de sales a fdo Yutr,80000,auto_accept,model,0.8789,EXP-15.3,EXP-15.3|EXP-14.1|EXP-10.1,EXP-15.3,True,True
HECTOR RAUL MANCILLA LOPEZ,2112,56 vacas Pelleco Yutreco.,192000,review_required,model,0.4801,EXP-15.2,EXP-15.2|AF-1.1|EXP-15.3,EXP-15.3,False,True
HECTOR RAUL MANCILLA LOPEZ,2112,40 vacas Raices a feria d,160000,review_required,model,0.2644,EXP-15.2,EXP-15.2|EXP-10.2|EXP-15.3,EXP-15.3,False,True
HECTOR RAUL MANCILLA LOPEZ,2112,35 vacas Raices feria de.,240000,review_required,model,0.5316,EXP-15.2,EXP-15.2|EXP-10.2|AF-1.1,EXP-15.3,False,True
HECTOR RAUL MANCILLA LOPEZ,2112,18 vacas Raices feria,150000,review_required,model,0.5043,EXP-15.2,EXP-15.2|AF-1.1|EXP-10.2,EXP-15.3,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30690118,REFRACTROMETRO BRIX ANTAHI 225220,29024,review_required,model,0.2584,EXP-13.1,EXP-13.1|EXP-16.2|ADM-1.6,EXP-2.6,False,True
DORIS IVONNE CASTILLO KANTER,262288,DISCO DE CORTE HEMIC 7 (180 X 1.6 X 22.23MM) -@,11400,review_required,model,0.621,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,262288,KG SOLDADURA 7018-RH 1/8 INDURA BOLSA -@,37155,review_required,model,0.3245,EXP-14.3,EXP-14.3|EXP-14.2|EXP-14.4,EXP-14.4,False,True
