PROVEEDOR,Cód de Material,Descripción,Un/Medida,CODIGO,CUENTA,SUBCUENTA,FACTURA,UPLOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603114,OXITOCINA FCO. 100 CC RECALCINE,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16853964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600754,FEBRECTAL BOVINO X 50 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16853964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607586,PINTURA CELO TELL TAIL SPRAY VER 500CC,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16853959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7019860,VENCEWEED 100 E X 1 LT.,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16853737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614394,M.C.P.A X 10 LT,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16853737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7012572,TORDON 101 X 1 LT,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16853274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600187,COMMANDER 20/20 X 3 LT,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16852338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029980,FORMALINA X 20 LTS,BAL,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16852337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7615332,ESCOBILLON INDUSTRIAL 50 CM,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16852337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7615333,ESCOBILLON INDUSTRIAL 30 CM,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16852337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 75033  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16851911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604898,COLIMIC X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7038814,"AGUJA DESECHABLE 18G X 1 1/2""",UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607589,PINTURA CELO TELL TAIL SPRAY ROJ 500CC,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7058661,ESCOBILLA ESTANQUE 988.801-15 ALFA/LAVAL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7058670,MANGO ESCOBILLA ESTANQUE 988.801-16 ALFA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7053317,ESCOBILLA UNIDAD FINAL 988801-07,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606184,"CABLE SUB 2,5MM 50M DURO NEG (G62702)",UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7004960,CLAVOS 4 X 8,KG,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607173,AISLADOR W NEGRO X 1000 UN (G67309),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16851401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601144,CINTA BLANCA 40 MM X 200M (SP022),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16850698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601830,CONCEPTAL-FACTOR LIBERA.HORMONAL X 50ML,FR,GASTOS EXPLOTACION,REPRODUCCION,INSEMINACION ARTIFICIAL,16850454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603597,JERINGA DESECHABLE 60 ML PUNTA CATETER,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16849593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7027979,LUTALYSE X 100 ML,FR,GASTOS EXPLOTACION,REPRODUCCION,INSEMINACION ARTIFICIAL,16848941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601368,NOVORMON 5000,CJ,GASTOS EXPLOTACION,REPRODUCCION,INSEMINACION ARTIFICIAL,16848938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7061832,TENSOR ALAMBRE C/AISLADOR NEGRO SA018,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16847362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605618,SILOSOLVE MC X 100 G,FR,GASTOS EXPLOTACION,ALIMENTOS CONFECCIONADOS,BOLOS SILO,16845943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602640,BIDON CERT. AMARILLO DIESEL 20 L,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,19047129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601366,"BENZOATO DE ESTRADIOL 0,1% X 50 ML",FR,GASTOS EXPLOTACION,REPRODUCCION,INSEMINACION ARTIFICIAL,16844977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7054917,PISTOLA TRUPER PIN-5X,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16844977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601630,CLORO ORGANICO 5 KG,ENV,GASTOS EXPLOTACION,LECHERIA,DETERGENTES E HIGIENIZANTES,16844977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605075,VENDA COHESIVA  IMPORTADA VERDE,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16844977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606250,BEBEDERO CIRCULAR 150 LTS WENCO,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16844762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605288,VALV FLOT MAX-FLO LARGO 1 -3/4 (217210),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16844762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606008,ESTACA MULTIPLE 50UN (G63705),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16844560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601053,BEBEDERO / COMEDERO PLAST. RECT. C/TAPON,UN,,,MANTENCION AGUA Y PURINES,16844560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7035882,TORDON 24 K 1 LT,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16843507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603687,CINTA MARCADORA AMARILLA SHOOF,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16843393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603479,CINTA MARCADORA ROJO SHOOF,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16843393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603478,CINTA MARCADORA VERDE SHOOF,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16843393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603781,VACUNA CLOSTRIBAC 8 GOLD X 50 DOS.,FR,GASTOS EXPLOTACION,SALUD ANIMAL,VACUNAS,16842507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606317,IVOMEC GOLD 500 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16842507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7021946,MOSKIMIC FORTE X 3 LT.,BID,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16841356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610219,PRESIDE 80 WP X 300 GRS.,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16841260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7004723,"CAÑERIA NEGRA PN4 1""",M,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16839952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603786,"LIMA PLANA 8"" SANDVIK CON MANGO",UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16839786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603719,OVEROLES GABARDINA TALLA S,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16839786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609661,COPLA COMPRESION 32MM PN16 ARANGÜL,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16839786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606321,AISLADOR S TERMINAL NEG X 25 UN (G67704),ENV,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16839764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604407,BOTA BEKINA STEPLITE NORMAL N° 41,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16837916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607580,PINTURA CELO TELL TAIL VERDE 1 LT,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16836993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600314,OVEROLES GABARDINA TALLA L,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16836993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600317,OVEROLES GABARDINA TALLA XL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16836993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7042366,OVEROLES PILOTO POPLIN T 54 AZUL XXL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16836993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607648,T. SURALIM INICIAL RF X 25 KG,BOL,GASTOS EXPLOTACION,ALIMENTOS COMPRADOS,CONCENTRADO CRIANZA,16836360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603201,"ROLLETE IMPREGNADO 4 A 5"" X 2,4M",UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16835803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613750,METRICURE X 12 JER,CJ,GASTOS EXPLOTACION,REPRODUCCION,INSEMINACION ARTIFICIAL,16835280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603546,TACO AMARILLO X 10 UN (SHOOF),PQ,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16835279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613005,"DETERGENTE OMO MATIC X 13,7 KG",BOL,GASTOS EXPLOTACION,LECHERIA,DETERGENTES E HIGIENIZANTES,16834830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7075078,DESODORANTE PINOS BLACK ICE,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,19042008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7071560,ADBLUE BIDON 10 LTS.,ENV,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,19042008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606001,MACHETE FISKARS,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16833217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603437,SEMILLA BALLICA COLUN 4X5 X 25 KG,SAC,,,PRADERA PERENNE / REPOBLAMIENTO,16832354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614368,MULTIHERRAMIENTA HANDYONE,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16832354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602147,MARTILLO M/MADERA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16832354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606165,TESTER SMARTFIX (G50905),UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16831920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609746,SEMILLA BALLICA TAMA CTE DES X 25 KG,BOL,,,PRADERA ROTACION CORTA / REPOBLAMIENTO,16831635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602271,ACEITE 2T STHIL X 5 LTS,UN,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,19041084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7012815,HORQUETAS TRUPER 5 PTAS,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16831157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7027839,TOCOPER X 250 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16830928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600953,KET - 10 X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16830928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604872,BLOQ. SOLAR BANANA BOAT FPS 50 X 1 L,ENV,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16830928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604406,BOTA BEKINA STEPLITE NORMAL N° 40,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16829604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7035718,VASELINA LIQUIDA   5 LT.,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16829095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7037885,TRAJE DE AGUA ALASKA M,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,60058610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7055760,DUPLALIM DESINF. X 5 LT.,BID,GASTOS EXPLOTACION,LECHERIA,DETERGENTES E HIGIENIZANTES,16826287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600523,UREA GRANULADA FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,NITROGENO,16826094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7005096,TRAJE DE AGUA ALASKA S,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16825925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600727,JERINGA DESECHABLE 5 ML C/AGUJA (L.L.),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16824982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7041386,QUIX 10 LT.,BID,GASTOS EXPLOTACION,LECHERIA,DETERGENTES E HIGIENIZANTES,16824982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613734,GUANTE LARGO NITRILO L SHOOF 204627,CJ,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16824942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613062,MANGA PALPACION ECOGAN SHOOF 219511,CJ,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16824942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613739,COBACTAN LC X 15 JER,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,MEDICAMENTOS MASTITIS,16824940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603477,CINTA MARCADORA AZUL SHOOF,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16824244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029190,JERINGA DESECHABLE 20 ML C/AGUJA (L.L.),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16824244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613735,GUANTE LARGO NITRILO M SHOOF 204628,CJ,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16823169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603032,VENDAS COHESIVA DR. BORKERT,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16823169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7027880,TROCAR P/EMPASTADURA F06013,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16823169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7012521,SUPERFOSFATO TRIPLE FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,FOSFORO,16820783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605616,MISTRAL X 25 KG,BOL,GASTOS EXPLOTACION,LECHERIA,DETERGENTES E HIGIENIZANTES,16820460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7047023,CINTA CONDUCTORA C/ELECT.X 200 MTS,BOB,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16820460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607582,PINTURA CELO TELL TAIL ROSADO 1 LT,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16820208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7014583,ESTACA P/CERCO ELEC.SA024,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16819912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601451,SEMILLA PASTO PRADO MZ MNQHUE PLS X 5 KG,BOL,,,OTROS CULTIVOS,16819242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602954,BILIFAR X 120 G,SOB,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,16819132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603189,TIJERA ESQUILADORA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16817553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7003980,ALAMBRE GALV. # 17/15 ACERADO ROLL.50 KG,KG,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16816810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608727,NYLON 3.0 MM 15 MTS (DESBROZADORA)NYLON,ROL,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16816343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607706,CAL IM MINERALS FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,CAL,16814755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613930,SMARTBLUE FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,NITROGENO,16814755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7020648,MAGNEKAL X 100 CC.,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16814481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025712,VIVEFORT 3 AMPOLLAS X 10 ML,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16814481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7045306,JERINGA DESECHABLE 10 ML C/AGUJA (L.L.),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16814481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
