gold_id,category_code,leaf,source,item_text,description,provider,farm,audit_reason,verify_flag,direction,direction_evidence,raw_row_id
SA-00235,EXP-15.5,Servicios Agricolas,silver_audit,RIEGO DE PURINES,APLICACION DE PURINES EN PRADERA 21 CARRADAS 231.000 LTS,SERVICIOS AGRICOLAS CORPAL SPA,,"[high] Manure irrigation service (riego purines on pasture); taxonomy EXP-15.5 explicitly lists purines. | taxonomy desc EXP-15.5 (purines, fertilizaciones, fumigaciones); sibling=fertilizacion urea",,COMPRAS,raw_exact_model_fields,
SA-00236,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 7860 KwH with demanda maxima consistent with dairy shed | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00237,ADM-1.8,Asesoria Contable,silver_audit,LICENCIA AUDISOFT,Audisoft Basico Periodo Octubre de 2025,AUDISOFT SPA,,[high] Audisoft Basic license; rubric explicitly lists audysoft under ADM-1.8. | taxonomy ADM-1.8 audysoft; provider AUDISOFT SPA,,COMPRAS,raw_exact_model_fields,
SA-00238,EXP-14.4,Mantencion Instalaciones,silver_audit,HULE AFRANELADO DELGADO 1.40 ANCHO,HULE AFRANELADO DELGADO 1.40 ANCHO,COMERCIAL HARCHA SPA,,"[high] Siblings: shower set, sink, cabinetry, cooktop — house/building renovation materials, not office supplies. | taxonomy EXP-14.4 casas materiales; sibling juego ducha lavaplato mueble",,COMPRAS,raw_exact_model_fields,
SA-00240,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; sibling shows 23280 KwH large industrial dairy-level consumption | sibling 23280 KwH + demanda maxima + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00241,EXP-14.3,Mantencion Agua y Purines,silver_audit,COPLA 32 MM HDPE,,TODO CONSTRUCCION SUR SPA,,[high] HDPE coupling and terminal fittings = water pipe maintenance parts; EXP-14.3 covers fittings. | taxonomy EXP-14.3 mangueras fittings; sibling TERMINAL HI 32MM HDPE pipe,,COMPRAS,raw_exact_model_fields,
SA-00242,ADM-1.7,Otros Gastos Administracion,silver_audit,Comisión por Nóminas en Línea CCA,,BANCO BICE,,"[high] Bank fee for payroll processing service; not wages, not legal advisory. | taxonomy ADM-1.7; rule: ADM-1.1 requires explicit wages/sueldo",,COMPRAS,raw_exact_model_fields,
SA-00243,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 37440 KwH with demanda maxima industrial dairy-scale consumption | sibling 37440 KwH + demanda maxima + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00244,EXP-13.1,Mantencion Maquinaria,silver_audit,SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO),,COMERCIAL SERVIFEED SPA,,[high] Emergency service call for industrial equipment automation; fits machinery maintenance category. | taxonomy desc EXP-13.1; provider giro=mantencion/montaje equipos industriales,,COMPRAS,raw_exact_model_fields,
SA-00245,EXP-13.1,Mantencion Maquinaria,silver_audit,ENGRACE,ENGRACE,LIDIA ANGELICA SANHUEZA FUENTES,,[high] Greasing/lubrication service on invoice with Stihl small engine parts; rule: grasa/lubricante=EXP-13.1. | rule: grasa/lubricante=EXP-13.1; siblings=Stihl engine parts+mano de obra,,COMPRAS,raw_exact_model_fields,
SA-00246,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Bank plan maintenance commission fits otros gastos administracion | taxonomy desc ADM-1.7 + provider Santander Banco Comercial,,COMPRAS,raw_exact_model_fields,
SA-00247,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 7620 KwH with demanda maxima potencia consistent with dairy shed | sibling demanda maxima + high KwH + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00248,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 04/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,COMPRAS,raw_exact_model_fields,
SA-00249,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 3960 KwH with demanda maxima consistent with dairy operation | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00250,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 7800 KwH with demanda maxima consistent with dairy shed | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,COMPRAS,raw_exact_model_fields,
SA-00251,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Santander bank plan maintenance commission; bank admin fee = Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission description,,COMPRAS,raw_exact_model_fields,
SA-00252,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 03/2025 CONTRATO 1697527,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,COMPRAS,raw_exact_model_fields,
SA-00253,ADM-1.8,Asesoria Contable,silver_audit,FACTURACION ELECTRONICA,GestionDTE Facturas Periodo Diciembre de 2025,AUDISOFT SPA,,[high] AUDISOFT electronic invoicing software; AUDISOFT named in ADM-1.8 taxonomy example. | taxonomy ADM-1.8 'audysoft'; provider AUDISOFT SPA sibling Licencia Audisoft,,COMPRAS,raw_exact_model_fields,
SA-00254,ADM-1.7,Otros Gastos Administracion,silver_audit,PAQUETE EXPRESS AM,,EMPRESAS DE CORREOS DE CHILE,,[high] Postal express parcel from Correos de Chile; ADM-1.7 explicitly covers envios and encomiendas. | taxonomy ADM-1.7 description: envios/encomienda + Correos de Chile postal service,,COMPRAS,raw_exact_model_fields,
SA-00255,EXP-13.1,Mantencion Maquinaria,silver_audit,MANO DE OBRA SERVICIO TECNICO GALLAGHER,MANO DE OBRA SERVICIO TECNICO GALLAGHER,GALLAGHER CHILE SPA,,"[high] Gallagher tech labor; siblings: platemeter rod, slide tube, gear — farm measurement device repair. | taxonomy EXP-13.1 + sibling platemeter mechanical parts",,COMPRAS,raw_exact_model_fields,
SA-00256,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 08/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,COMPRAS,raw_exact_model_fields,
SA-00257,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Bank plan maintenance commission fits otros gastos administracion | taxonomy desc ADM-1.7 + provider Santander Banco Comercial,,COMPRAS,raw_exact_model_fields,
SA-00258,ADM-1.7,Otros Gastos Administracion,silver_audit,Comisión por Nóminas en Línea CCA,,BANCO BICE,,"[high] Bank commission for online payroll service; no legal advisory element. | taxonomy ADM-1.7; ADM-1.9 requires legal advisory, none present",,COMPRAS,raw_exact_model_fields,
SA-00259,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 1. Póliza Vehiculos,300535666,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00260,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 7. Póliza Vehiculos,300440510,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00261,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 2. Póliza Vehiculos,300535666,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00262,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 8. Póliza Vehiculos,300440510,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00263,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 9. Póliza Vehiculos,300440510,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00264,ADM-2.1,Seguros Vehiculos,silver_audit,Pago cuota 6. Póliza Vehiculos,300440510,REALE CHILE SEGUROS GENERALES S.A.,,[high/keyword-audit] item matches ADM-2.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00265,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00266,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00267,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00268,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00269,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00270,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00271,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00272,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00273,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00274,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00275,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00276,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00277,ADM-2.2,Seguros Trabajadores,silver_audit,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00278,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00279,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00280,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00281,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00282,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00283,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00284,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00285,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00286,ADM-2.2,Seguros Trabajadores,silver_audit,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,[high/keyword-audit] item matches ADM-2.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00287,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 09/10/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00288,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 10/03/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00289,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 06/02/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00290,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 10/07/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00291,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 10/11/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00292,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 06/03/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00293,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 11/12/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00294,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 08/05/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00295,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 10/06/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00296,ADM-2.1,Seguros Vehiculos,direct_client_family_resolution,"POLIZA 6615118, FECHA DE PAGO 08/08/2025",,Cia de Seguros Generales Consorcio Nacional de Seguros SA,,Direct client examples identify policy 6615118 as vehicle insurance; they override keyword silver.,,COMPRAS,raw_exact_model_fields,
SA-00297,EXP-9.2,Otros Gastos Riego,silver_audit,mantencion,servicio de mantencion de riego,HYK MANTENIMIENTO MAKINARÍA AGRÍCOLA SPA,,[high/keyword-audit] item matches EXP-9.2 signature,,COMPRAS,raw_exact_model_fields,
SA-00298,EXP-6.3,Cal,silver_audit,Ton Aplicación Cal,Ton Aplicación Cal,Servicios Bergström Limitada,,[high/keyword-audit] item matches EXP-6.3 signature,,COMPRAS,raw_exact_model_fields,
SA-00299,EXP-11.5,Gas,silver_audit,GAS 15KG GASCO,GAS 15KG GASCO,ELCIRA CABEZA MENENDEZ,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00300,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00301,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00302,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00303,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00304,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00305,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00306,EXP-11.5,Gas,silver_audit,"Gas, 45 kilos",,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00307,EXP-11.5,Gas,silver_audit,Galón de Gas 45 kgs.,,JULIA IGNACIA FUENTES FLORES,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00308,EXP-11.5,Gas,silver_audit,CARGA GAS 15 KG CLASIC,,RICARDO GERMAN OSWALD BUCHNER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00309,EXP-11.5,Gas,silver_audit,CARGA GAS 15 KG,,RICARDO GERMAN OSWALD BUCHNER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00310,EXP-11.5,Gas,silver_audit,CARGA GAS 15 KG,,RICARDO GERMAN OSWALD BUCHNER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00311,EXP-11.5,Gas,silver_audit,CARGA GAS 15 KG,,RICARDO GERMAN OSWALD BUCHNER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00312,EXP-11.5,Gas,silver_audit,CARGA GAS 45 KG,,RICARDO GERMAN OSWALD BUCHNER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00313,EXP-11.5,Gas,silver_audit,BALON GAS 450 GR PROVIDUS+ CUN,,SODIMAC S.A.,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00314,EXP-11.5,Gas,silver_audit,CARTUCHO DE GAS DESECHABLE 190 GR NOORWICK -@,CARTUCHO DE GAS DESECHABLE 190 GR NOORWICK -@,DORIS IVONNE CASTILLO KANTER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00315,EXP-11.5,Gas,silver_audit,BALON GAS DESECHABLE 190 GR PROVIDUS -@,BALON GAS DESECHABLE 190 GR PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00316,EXP-11.5,Gas,silver_audit,BALON GAS DESECHABLE 190 GR PROVIDUS -@,BALON GAS DESECHABLE 190 GR PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00317,EXP-11.5,Gas,silver_audit,"CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA""",,COMERCIAL CLIMENT SPA,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00318,EXP-11.5,Gas,silver_audit,FLEXIBLE GAS 1 2X1 2 SERCOGAS 1METRO CER -@,FLEXIBLE GAS 1 2X1 2 SERCOGAS 1METRO CER -@,DORIS IVONNE CASTILLO KANTER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00319,EXP-11.5,Gas,silver_audit,FLEXIBLE GAS STRETTO HI HI 1/2 X 3/8 1.0 MT,FLEXIBLE GAS STRETTO HI HI 1/2 X 3/8 1.0 MT,COMERCIAL HARCHA SPA,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00320,EXP-11.5,Gas,silver_audit,BALON GAS 230GRS C VALV PROVIDUS -@,BALON GAS 230GRS C VALV PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,,[high/keyword-audit] item matches EXP-11.5 signature,,COMPRAS,raw_exact_model_fields,
SA-00321,EXP-12.1,Analisis Suelo y forraje,silver_audit,MUESTREO FORRAJE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high/keyword-audit] item matches EXP-12.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00322,EXP-12.1,Analisis Suelo y forraje,silver_audit,MUESTREO FORRAJE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high/keyword-audit] item matches EXP-12.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00323,EXP-12.1,Analisis Suelo y forraje,silver_audit,Muestreo forraje Maiten,,JAVIER ARIEL SILVA VERA,,[high/keyword-audit] item matches EXP-12.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00324,EXP-12.1,Analisis Suelo y forraje,silver_audit,ANALISIS SIRD-S BASICO SUELO + AZUFRE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high/keyword-audit] item matches EXP-12.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00325,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA DE TREBOL BLCO KOTUKU AGRI 4 KG,,COAGRA S.A.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00326,EXP-15.4,Arriendo Maquinaria y Vehiculos,silver_audit,ARRIENDO CAMION GRUA PLUM,"CARGA, TRASLADO Y DESCARGA DE MODULO EN RUPANCO HASTA MULPULMO",SOCIEDAD DE TRANSPORTES Y ARRIENDO DE EQUIPOS MENDOZA Y BASTIDAS LIMIT,,[high/keyword-audit] item matches EXP-15.4 signature,,COMPRAS,raw_exact_model_fields,
SA-00327,EXP-15.4,Arriendo Maquinaria y Vehiculos,silver_audit,Arriendo Retroexcavadora,,SERVICIOS EL MAITEN LIMITADA,,[high/keyword-audit] item matches EXP-15.4 signature,,COMPRAS,raw_exact_model_fields,
SA-00330,EXP-15.4,Arriendo Maquinaria y Vehiculos,silver_audit,ARRIENDO TRACTOR,AGOSTO,JORGE HECTOR KIESSLING PINUER,,[high/keyword-audit] item matches EXP-15.4 signature,,COMPRAS,raw_exact_model_fields,
SA-00331,EXP-15.4,Arriendo Maquinaria y Vehiculos,silver_audit,ARRIENDO TRACTOR,SEPTIEMBRE,JORGE HECTOR KIESSLING PINUER,,[high/keyword-audit] item matches EXP-15.4 signature,,COMPRAS,raw_exact_model_fields,
SA-00334,EXP-15.4,Arriendo Maquinaria y Vehiculos,silver_audit,CARGOS ADICIONALES,CARGOS ADICIONALES~,ARRENDADORA DE VEHICULOS SOCIEDAD ANONIMA,,[high/keyword-audit] item matches EXP-15.4 signature,,COMPRAS,raw_exact_model_fields,
SA-00338,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00339,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00340,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00341,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
SA-00342,EXP-8.1,Pradera Perenne,silver_audit,SEMILLA BALLICA COLUN 4X5 X 25 KG,SEMILLA BALLICA COLUN 4X5 AGRICOTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,[high/keyword-audit] item matches EXP-8.1 signature,,COMPRAS,raw_exact_model_fields,
