direction,source_file,source_path,folio,line_number,provider_rut,provider,item_text,description,quantity,unit,unit_price,amount,discount_pct,discount_amount,normalized_text,zero_reason,audit_verdict,audit_rationale
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,2,96918300-5,DIFOR CHILE S.A.,FORD F150 PLATINI TJXC-64 32185 08/05/2025 10:30 753467,A@FORD F150 PLATINI TJXC-64 32185 08/05/2025 10:30 753467,,,,0,,,ford f150 platini tjxc 64 32185 08 05 2025 10 30 753467 a ford f150 platini tjxc 64 32185 08 05 2025 10 30 753467,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,6,96918300-5,DIFOR CHILE S.A.,S-MD20 SEGUNDA MANTENCION,A@S-MD20 SEGUNDA MANTENCION,,,,0,,,s md20 segunda mantencion a s md20 segunda mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,7,96918300-5,DIFOR CHILE S.A.,SCO-MO PISADERA DERECHA COPILOTO NO SIEMPRE BAJ,A@SCO-MO PISADERA DERECHA COPILOTO NO SIEMPRE BAJ,,,,0,,,sco mo pisadera derecha copiloto no siempre baj a sco mo pisadera derecha copiloto no siempre baj,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,8,96918300-5,DIFOR CHILE S.A.,SCO-MO PUERTA LADO CHOFER CRUJE SIEMPRE,A@SCO-MO PUERTA LADO CHOFER CRUJE SIEMPRE,,,,0,,,sco mo puerta lado chofer cruje siempre a sco mo puerta lado chofer cruje siempre,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,9,96918300-5,DIFOR CHILE S.A.,SCO-MO COTIZAR MOLDURA DE PLASTICO,A@SCO-MO COTIZAR MOLDURA DE PLASTICO,,,,0,,,sco mo cotizar moldura de plastico a sco mo cotizar moldura de plastico,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,10,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,11,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,,,,0,,,mo elec mec repuestos accesorios servicios lubricacion auto2 mo elec mec repuestos accesorios servicios lubricacion,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,12,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,13,96918300-5,DIFOR CHILE S.A.,172310 104949 1405 11566 71978,2@172310 104949 1405 11566 71978,,,,0,,,172310 104949 1405 11566 71978 2 172310 104949 1405 11566 71978,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,14,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,15,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000572916_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572916_969183005.xml,572916,16,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,2,96918300-5,DIFOR CHILE S.A.,FORD F150 LARIAT JSFK-23 272011 14/02/2025 11:36 735499,A@FORD F150 LARIAT JSFK-23 272011 14/02/2025 11:36 735499,,,,0,,,ford f150 lariat jsfk 23 272011 14 02 2025 11 36 735499 a ford f150 lariat jsfk 23 272011 14 02 2025 11 36 735499,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,6,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,7,96918300-5,DIFOR CHILE S.A.,Repuestos Servicios,A@Repuestos Servicios,,,,0,,,repuestos servicios a repuestos servicios,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,8,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@--------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,9,96918300-5,DIFOR CHILE S.A.,651000 10571,A@651000 10571,,,,0,,,651000 10571 a 651000 10571,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,10,96918300-5,DIFOR CHILE S.A.,VIM : undefined,A@VIM : undefined,,,,0,,,vim undefined a vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,11,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,A@Taller Ford Osorno.,,,,0,,,taller ford osorno a taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000572948_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000572948_969183005.xml,572948,12,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,A@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 a recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,2,96918300-5,DIFOR CHILE S.A.,FORD F150 LARIAT TBZL-91 61219 27/05/2025 15:18 757385,A@FORD F150 LARIAT TBZL-91 61219 27/05/2025 15:18 757385,,,,0,,,ford f150 lariat tbzl 91 61219 27 05 2025 15 18 757385 a ford f150 lariat tbzl 91 61219 27 05 2025 15 18 757385,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,6,96918300-5,DIFOR CHILE S.A.,S-MD60 SEXTA MANTENCION,A@S-MD60 SEXTA MANTENCION,,,,0,,,s md60 sexta mantencion a s md60 sexta mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,7,96918300-5,DIFOR CHILE S.A.,"SCO-MO REVISAR CONECTIVIDAD CON CELULAR, SE CON","A@SCO-MO REVISAR CONECTIVIDAD CON CELULAR, SE CON",,,,0,,,sco mo revisar conectividad con celular se con a sco mo revisar conectividad con celular se con,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,8,96918300-5,DIFOR CHILE S.A.,SCO-MO REVISAR RUIDO EN TRACCION AL MOMENTO DE,A@SCO-MO REVISAR RUIDO EN TRACCION AL MOMENTO DE,,,,0,,,sco mo revisar ruido en traccion al momento de a sco mo revisar ruido en traccion al momento de,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,9,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,10,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,,,,0,,,mo elec mec repuestos accesorios servicios lubricaciontrabajos fue auto2 mo elec mec repuestos accesorios servicios lubricaciontrabajos fue,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,11,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,12,96918300-5,DIFOR CHILE S.A.,260550 73547 13975 12436 116092 19739,2@260550 73547 13975 12436 116092 19739,,,,0,,,260550 73547 13975 12436 116092 19739 2 260550 73547 13975 12436 116092 19739,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,13,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,14,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000575474_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000575474_969183005.xml,575474,15,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000643067_990120005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000643067_990120005.xml,643067,3,99012000-5,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,RUTCOBRANZA 96685810,,,,,0,,,rutcobranza 96685810,amount_zero,EXCLUDE_JUNK,billing_reference
COMPRAS,DTE_033_000002903372_871611009.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000002903372_871611009.xml,2903372,2,87161100-9,DIRECTV Chile TelevisiÃ³n Limitada,Decodificadores Adicionales,,,,,0,,,decodificadores adicionales,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000027489702_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027489702_995200007.xml,27489702,1,99520000-7,COPEC S.A.,Fecha-Guía,01.05.25-30215827*,,,,0,,,fecha guia 01 05 25 30215827,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027489702_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027489702_995200007.xml,27489702,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 49,666|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 49 666 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027493093_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027493093_995200007.xml,27493093,1,99520000-7,COPEC S.A.,Fecha-Guía,02.05.25-30219620*,,,,0,,,fecha guia 02 05 25 30219620,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027493093_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027493093_995200007.xml,27493093,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 88,550|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 88 550 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027556700_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027556700_995200007.xml,27556700,1,99520000-7,COPEC S.A.,Fecha-Guía,19.05.25-30012745*,,,,0,,,fecha guia 19 05 25 30012745,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027556700_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027556700_995200007.xml,27556700,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 105,329|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 105 329 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027575146_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027575146_995200007.xml,27575146,1,99520000-7,COPEC S.A.,Fecha-Guía,25.05.25-30418571*,,,,0,,,fecha guia 25 05 25 30418571,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027575146_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027575146_995200007.xml,27575146,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 78,027|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 78 027 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027594847_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027594847_995200007.xml,27594847,1,99520000-7,COPEC S.A.,Fecha-Guía,31.05.25-30446614*,,,,0,,,fecha guia 31 05 25 30446614,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027594847_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000027594847_995200007.xml,27594847,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 82,162|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 82 162 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000000024672_766002048.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000024672_766002048.xml,24672,3,76600204-8,BOBINADOS INDUSTRIALES LONCOMILLA SPA,OBSERVACIONES,ATENCION SR. FELIPE ANGUITA +56 9 9259 9535 PAGO : TRANSFERENCIA ELECTRONICA 28 /05 / 2025 EQUIPO CON PUESTA EN MARCHA / PROBADO EN LOCAL,1,,,0,,,observaciones atencion sr felipe anguita 56 9 9259 9535 pago transferencia electronica 28 05 2025 equipo con puesta en marcha probado en local,amount_zero,EXCLUDE_JUNK,observations_note
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,2,96918300-5,DIFOR CHILE S.A.,FORD RANGER XL 4X PSSS-88 171197 25/06/2025 12:01 763986,A@FORD RANGER XL 4X PSSS-88 171197 25/06/2025 12:01 763986,,,,0,,,ford ranger xl 4x psss 88 171197 25 06 2025 12 01 763986 a ford ranger xl 4x psss 88 171197 25 06 2025 12 01 763986,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,6,96918300-5,DIFOR CHILE S.A.,S-MD70 SERVICIO DE 70000 KM.,A@S-MD70 SERVICIO DE 70000 KM.,,,,0,,,s md70 servicio de 70000 km a s md70 servicio de 70000 km,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,7,96918300-5,DIFOR CHILE S.A.,SCO-MO MANTENCION 170.000KMS,A@SCO-MO MANTENCION 170.000KMS,,,,0,,,sco mo mantencion 170 000kms a sco mo mantencion 170 000kms,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,8,96918300-5,DIFOR CHILE S.A.,"SCO-MO REVISAR SUSPENSION DELANTERA, NO SE PUDO","A@SCO-MO REVISAR SUSPENSION DELANTERA, NO SE PUDO",,,,0,,,sco mo revisar suspension delantera no se pudo a sco mo revisar suspension delantera no se pudo,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,9,96918300-5,DIFOR CHILE S.A.,SCO-MO REVISAR FILTRACION DE AGUA EN PISO CHOFE,A@SCO-MO REVISAR FILTRACION DE AGUA EN PISO CHOFE,,,,0,,,sco mo revisar filtracion de agua en piso chofe a sco mo revisar filtracion de agua en piso chofe,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,10,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,11,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,,,,0,,,mo elec mec repuestos accesorios servicios lubricaciontrabajos fue auto2 mo elec mec repuestos accesorios servicios lubricaciontrabajos fue,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,12,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,13,96918300-5,DIFOR CHILE S.A.,162120 63464 1345 12436 88329 19739,2@162120 63464 1345 12436 88329 19739,,,,0,,,162120 63464 1345 12436 88329 19739 2 162120 63464 1345 12436 88329 19739,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,14,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,15,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000580760_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000580760_969183005.xml,580760,16,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000647680_990120005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202506/DTE_033_000000647680_990120005.xml,647680,3,99012000-5,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,RUTCOBRANZA 96685810,,,,,0,,,rutcobranza 96685810,amount_zero,EXCLUDE_JUNK,billing_reference
